	weight	source	target
873	1	#per3	#pla112
968	1	#org41	#per332
967	1	#429	#per424
964	1	#per14	#pla112
1709	1	#per238	#per383
1713	1	#per312	#per313
1716	1	#per277	#per424
1717	1	#per231	#per342
1719	1	#org64	#pla107
1722	1	#org57	#org58
1724	1	#org63	#per216
1727	1	#org39	#pla84
1728	1	#per131	#per370
1769	1	#per259	#pla
1771	1	#per363	#per403
1772	1	#org43	#per4
1812	1	#per197	#per244
1814	1	#	#per330
1815	1	#org78	#per408
1816	1	#per326	#per332
1817	1	#per180	#per254
1818	1	#org46	#per215
1820	1	#per159	#pla136
1821	1	#org	#per254
1824	1	#per296	#per371
1827	1	#per131	#per226
1828	1	#per276	#pla144
1829	1	#per175	#per424
1830	1	#per162	#per324
1831	1	#per158	#per351
1832	1	#per131	#per410
1833	1	#per14	#pla91
1711	1	#pla98	#pla99
1708	1	#org65	#pla84
1835	1	#pla86	#pla90
1707	1	#org42	#per168
1748	1	#per193	#per419
1749	1	#per195	#per408
1751	1	#pla132	#pla5
1841	1	#org83	#pla80
1753	1	#org71	#per163
1754	1	#per136	#per171
1755	1	#per238	#pla
1756	1	#per185	#per7
1758	1	#pla101	#pla81
1759	1	#per211	#per4
1762	1	#per335	#per412
1765	1	#per184	#pla41
1766	1	#per158	#per324
1768	1	#per136	#per141
1735	1	#per172	#pla
1734	1	#org70	#per263
1733	1	#per154	#per164
1729	1	#per322	#per417
1694	1	#per301	#per307
1695	1	#per122	#per132
1698	1	#per337	#per382
1699	1	#per238	#per280
1701	1	#org68	#pla124
1702	1	#per214	#per4
1703	1	#per272	#per274
1704	1	#pla122	#pla124
1705	1	#per109	#per204
1834	1	#per290	#per319
1836	1	#per315	#per87
962	1	#per1042	#per217
1399	1	#per364	#per78
998	1	#per358	#per424
999	1	#per204	#pla110
1000	1	#org39	#per266
1001	1	#per144	#per320
1002	1	#org93	#per104
1003	1	#per16	#per344
1005	1	#per135	#per137
1006	1	#org64	#per148
1007	1	#org88	#per152
1008	1	#per233	#per253
1013	1	#per372	#per422
1029	1	#per171	#per2
1014	1	#org42	#per121
1015	1	#per177	#per324
1017	1	#org94	#per2
1019	1	#per131	#per414
1020	1	#per315	#per351
1021	1	#per175	#per389
1022	1	#org0	#per121
1024	1	#per237	#per406
1025	1	#org50	#per300
1026	1	#per314	#per324
997	1	#per312	#per322
996	1	#org0	#pla98
994	1	#per177	#per47
1985	1	#per113	#per191
960	1	#org45	#per342
1010	1	#per155	#per317
1400	1	#per211	#pla
1837	1	#pla	#pla144
1401	1	#org0	#per124
1839	1	#per188	#per309
1840	1	#per213	#per342
1813	1	#pla17	#pla81
1811	1	#org65	#per2
1773	1	#per181	#per2
1808	1	#per136	#per138
1775	1	#org78	#per238
1777	1	#pla113	#pla121
1783	1	#per419	#pla84
1784	1	#per187	#per322
1785	1	#org50	#per187
1790	1	#org88	#per344
1791	1	#org61	#org62
1792	1	#org91	#per181
1793	1	#per220	#per388
1794	1	#org0	#per138
1795	1	#per242	#per314
1797	1	#pla101	#pla102
1798	1	#org41	#per120
1799	1	#per143	#per3
1800	1	#per260	#per360
1801	1	#org63	#per125
1802	1	#per420	#per47
1803	1	#	#per242
1804	1	#per185	#per266
1805	1	#per332	#per355
1807	1	#per131	#per219
917	1	#org4	#per145
920	1	#org39	#per193
921	1	#per135	#per5
1166	1	#per122	#per173
1168	1	#per185	#per6
1169	1	#pla101	#pla17
1172	1	#per193	#per6
1175	1	#per325	#per377
1267	1	#per241	#pla77
1177	1	#per16	#pla1
1178	1	#per253	#per87
1179	1	#pla111	#pla112
1182	1	#per233	#per47
1183	1	#org40	#per423
1184	1	#pla101	#pla23
1185	1	#per2	#pla109
1188	1	#per177	#tim15
1189	1	#per388	#per393
1191	1	#per207	#pla41
1156	1	#per233	#per333
1155	1	#pla101	#pla104
1152	1	#pla16	#pla84
1151	1	#org0	#org88
1115	1	#per14	#tim4
1119	1	#org41	#per343
1120	1	#per208	#pla125
1121	1	#org	#per279
1124	1	#per2	#per263
1125	1	#per174	#per407
1126	1	#org50	#per377
1127	1	#per131	#per208
1167	1	#per166	#per216
1165	1	#per225	#per415
1131	1	#per147	#per228
1164	1	#pla79	#pla95
1345	1	#per193	#per286
1346	1	#per131	#per174
1348	1	#per249	#per297
1349	1	#per131	#pla142
1351	1	#per290	#per367
1352	1	#per395	#pla124
1353	1	#per313	#per417
1354	1	#per324	#pla87
1356	1	#org41	#per121
1357	1	#org71	#per203
1359	1	#per135	#per35
1360	1	#per234	#per408
1361	1	#per338	#per357
1362	1	#per397	#pla110
1363	1	#org53	#per136
1364	1	#org80	#pla16
1365	1	#per253	#per428
1368	1	#org70	#per250
1369	1	#per170	#pla16
1370	1	#per143	#pla133
1272	1	#per316	#per361
1268	1	#org88	#per72
1114	1	#per385	#pla101
1174	1	#per228	#per238
1157	1	#org	#per180
1159	1	#per322	#per335
1160	1	#per420	#per428
1128	1	#pla5	#pla9
1132	1	#per308	#per422
1371	1	#per303	#per78
1260	1	#per388	#pla85
1263	1	#per203	#per346
1264	1	#org78	#per425
1266	1	#per335	#per417
1230	1	#per253	#per352
1227	1	#per182	#pla
1195	1	#per264	#per314
1226	1	#per14	#pla136
1196	1	#per127	#per161
1197	1	#per173	#per344
1198	1	#org53	#per138
1200	1	#pla104	#pla23
1201	1	#org0	#tim3
1203	1	#per238	#per249
1204	1	#per291	#per294
1205	1	#pla77	#pla91
1207	1	#per109	#per161
1209	1	#pla129	#pla80
1210	1	#per208	#per78
1211	1	#org63	#per2
1212	1	#per104	#per1042
1213	1	#per124	#per16
1219	1	#per300	#per325
1220	1	#org91	#per4
1221	1	#per352	#per413
1222	1	#per131	#per222
1223	1	#442	#per358
1224	1	#org71	#per174
1262	1	#org47	#per221
1259	1	#	#per47
1134	1	#per326	#per406
1258	1	#per172	#per182
1135	1	#org41	#per4
1137	1	#pla97	#pla99
1140	1	#per240	#per318
1141	1	#per332	#per406
1142	1	#per158	#per315
1146	1	#per177	#per242
1147	1	#per276	#per340
1148	1	#per274	#pla
1150	1	#per382	#per383
1192	1	#per137	#pla41
1193	1	#per326	#per355
1194	1	#org50	#per335
1228	1	#per354	#per410
1231	1	#org63	#pla102
1233	1	#org83	#pla129
1234	1	#per187	#per312
1235	1	#pla16	#pla81
1244	1	#org44	#org93
1245	1	#per133	#pla133
1247	1	#per312	#per412
1248	1	#per162	#per420
1249	1	#org63	#per166
1250	1	#per234	#per269
1251	1	#per233	#per428
1253	1	#per132	#per181
1254	1	#per147	#per245
1255	1	#per128	#per244
1344	1	#pla103	#pla16
1343	1	#per273	#per277
925	1	#per177	#per315
888	1	#pla104	#pla16
890	1	#org41	#per406
891	1	#per131	#per354
893	1	#per14	#per170
895	1	#per228	#per383
898	1	#org68	#per262
899	1	#org85	#pla137
901	1	#per387	#per424
902	1	#pla107	#pla78
903	1	#org64	#pla84
905	1	#per172	#per208
906	1	#org94	#pla5
909	1	#per165	#per219
1110	1	#per210	#per319
1111	1	#per180	#per215
1113	1	#org60	#org63
1321	1	#per158	#per177
1309	1	#per142	#pla91
1310	1	#per266	#per7
1311	1	#org80	#per272
1312	1	#per237	#per287
1314	1	#pla101	#pla127
1315	1	#per237	#per332
1316	1	#per16	#per5
1317	1	#org63	#per3
1318	1	#org71	#per229
1320	1	#org63	#pla108
1322	1	#per14	#per251
889	1	#per277	#per371
887	1	#per324	#per333
1323	1	#per153	#per250
886	1	#per221	#per402
926	1	#per334	#per358
927	1	#per132	#pla136
928	1	#per204	#per4
929	1	#per252	#per279
930	1	#per139	#per2
931	1	#per333	#per47
932	1	#per285	#pla123
934	1	#per242	#per47
935	1	#org63	#per161
939	1	#per222	#per384
943	1	#429	#per358
945	1	#org22	#per4
947	1	#per159	#per4
948	1	#per253	#per330
949	1	#per322	#per412
950	1	#per140	#pla133
952	1	#per125	#pla108
953	1	#pla	#pla84
918	1	#per184	#pre210
914	1	#per234	#per356
880	1	#per149	#pla134
913	1	#org53	#per401
881	1	#per128	#per226
882	1	#per287	#per343
883	1	#pla	#pla143
884	1	#pla109	#pla116
885	1	#per186	#pla84
1271	1	#org89	#per132
1324	1	#per186	#per419
1372	1	#org78	#per14
1296	1	#org94	#per195
1299	1	#org68	#pla122
1340	1	#pla107	#pla133
1341	1	#org45	#per341
1342	1	#pla101	#pla112
1373	1	#org78	#per280
1375	1	#pla17	#pla9
1376	1	#per205	#per252
1377	1	#per239	#per361
1378	1	#per193	#pla84
1379	1	#per313	#per377
1380	1	#per163	#per229
1381	1	#per212	#per324
1382	1	#per293	#per424
1383	1	#per187	#per417
1384	1	#per388	#per399
1386	1	#org65	#per134
1387	1	#per271	#pla64
1388	1	#	#per315
1389	1	#org85	#pla86
1390	1	#per420	#per87
1391	1	#org0	#per142
1393	1	#org79	#pla16
1394	1	#per7	#pla84
1395	1	#per328	#per364
1396	1	#per238	#per274
1397	1	#per208	#per364
1374	1	#org83	#pla82
1298	1	#per238	#per276
1295	1	#org90	#per147
1325	1	#per143	#pla5
1294	1	#org44	#per104
1329	1	#per141	#pla82
1330	1	#per148	#per171
1332	1	#org55	#org56
1335	1	#org64	#per134
1336	1	#per246	#per361
1337	1	#per133	#per327
1339	1	#per218	#per424
1307	1	#per142	#pla92
1305	1	#per253	#per320
1304	1	#org4	#per170
1302	1	#per182	#per410
1273	1	#per104	#pla148
1274	1	#pla97	#pla98
1277	1	#per238	#per297
1278	1	#org0	#per154
1280	1	#org43	#per400
1281	1	#per4	#pla125
1282	1	#per144	#per242
1283	1	#per388	#pla86
1284	1	#per2	#pla132
1286	1	#per333	#per420
1287	1	#per187	#per300
1288	1	#per228	#per5
1289	1	#per104	#pla9
1290	1	#pla39	#pla77
1292	1	#pla64	#pla89
1293	1	#org	#per259
1747	1	#per154	#per256
1742	1	#per162	#per242
462	1	#per131	#per258
351	1	#per219	#pla125
404	1	#per236	#pla84
371	1	#per109	#per189
370	1	#per271	#per340
368	1	#per246	#per288
354	1	#pla41	#pla5
339	1	#pla145	#pla146
340	1	#per104	#per121
343	1	#	#per162
344	1	#per134	#pla78
346	1	#per137	#per148
347	1	#org62	#org63
348	1	#per14	#pla142
349	1	#org0	#per3
355	1	#org41	#per135
1741	1	#per131	#per248
367	1	#per104	#per181
356	1	#org78	#per134
357	1	#per134	#per156
358	1	#org45	#per231
359	1	#per234	#per292
361	1	#org0	#pla138
362	1	#per172	#per295
363	1	#per277	#per358
365	1	#per168	#per288
366	1	#per215	#per370
808	1	#org50	#per417
1986	1	#pla113	#pla9
810	1	#per317	#per342
402	1	#	#per87
401	1	#per315	#per320
400	1	#org90	#per414
399	1	#per6	#pla145
289	1	#424	#per358
290	1	#per191	#per360
291	1	#pla132	#pla90
294	1	#per202	#per205
296	1	#per120	#per181
297	1	#per234	#per280
298	1	#per306	#per338
332	1	#org78	#per195
335	1	#per280	#per356
809	1	#per14	#per72
336	1	#pla90	#pla97
378	1	#per168	#per246
380	1	#pla113	#pla5
381	1	#pla115	#pla134
384	1	#per113	#per260
385	1	#per166	#per214
386	1	#org48	#per216
388	1	#per168	#per177
389	1	#org67	#per285
390	1	#per164	#per256
392	1	#424	#per424
393	1	#per300	#per322
394	1	#per121	#per181
395	1	#per155	#per341
396	1	#per249	#per405
397	1	#per253	#per314
398	1	#per165	#per369
1600	1	#per231	#pla64
1584	1	#per238	#pla144
1585	1	#	#per144
1556	1	#per168	#per361
1559	1	#per262	#per329
1560	1	#per104	#perper178
1561	1	#per231	#per317
1562	1	#per174	#per216
1563	1	#per229	#per308
1564	1	#131	#per3
1565	1	#org88	#per245
1566	1	#org43	#org91
1567	1	#org0	#per122
1569	1	#org85	#pla90
1570	1	#per262	#pla122
1571	1	#per261	#per367
1572	1	#per109	#pla136
1615	1	#org63	#pla23
1619	1	#pla85	#pla86
1691	1	#per113	#per262
1673	1	#org78	#pla133
1659	1	#per264	#per87
1661	1	#per188	#per249
1662	1	#pla20	#pla98
1664	1	#per253	#per333
1666	1	#per264	#per420
1667	1	#per347	#per386
1668	1	#per205	#per254
1669	1	#per366	#pla121
1670	1	#per239	#per246
1671	1	#per113	#pla121
1557	1	#per164	#per283
1555	1	#per180	#per202
1587	1	#per126	#pla136
1553	1	#per133	#per267
1588	1	#per351	#per47
1591	1	#org0	#per104
1592	1	#per144	#per333
1593	1	#per182	#per214
1595	1	#org48	#per223
1597	1	#389	#per424
1598	1	#per125	#per161
1601	1	#org60	#org62
1616	1	#pla90	#pla99
1603	1	#per140	#per373
1604	1	#per324	#per330
1605	1	#per229	#per372
1606	1	#org39	#per419
1608	1	#per324	#per87
1609	1	#per330	#per428
1611	1	#org68	#pla123
1612	1	#per120	#per137
1613	1	#per324	#per351
1614	1	#per168	#pre210
1581	1	#per185	#per286
1580	1	#per186	#per7
1577	1	#pla90	#pla98
1574	1	#per214	#pla
1549	1	#per14	#pla115
1550	1	#org88	#org94
1551	1	#org67	#org68
1552	1	#org78	#per140
288	1	#org67	#per191
286	1	#per168	#per239
300	1	#per125	#per14
434	1	#per144	#per428
440	1	#per229	#per422
441	1	#org63	#pla104
478	1	#org0	#per245
480	1	#per184	#per210
409	1	#per166	#pla84
483	1	#org45	#per213
522	1	#per187	#per412
523	1	#per162	#per233
524	1	#per131	#per244
525	1	#per308	#per379
526	1	#per266	#per286
527	1	#per177	#per253
528	1	#per428	#per87
529	1	#per144	#pere314
530	1	#	#per177
531	1	#per14	#pla113
532	1	#per134	#per140
533	1	#per277	#pla145
534	1	#org4	#pla41
535	1	#per333	#per87
536	1	#per195	#per318
538	1	#per320	#per420
541	1	#pla137	#pla64
542	1	#per4	#pla139
543	1	#per320	#per87
544	1	#per242	#per315
545	1	#org54	#org55
436	1	#pla102	#pla17
432	1	#per191	#pla122
517	1	#pla134	#pla135
431	1	#pla78	#pla84
463	1	#per195	#per356
466	1	#org50	#per325
468	1	#per303	#per364
470	1	#per343	#per406
471	1	#per186	#per5
473	1	#per312	#per325
475	1	#per134	#pla112
476	1	#per142	#per241
477	1	#per4	#pla148
447	1	#pla137	#pla5
446	1	#org71	#pla126
445	1	#per280	#per425
424	1	#per104	#pla143
412	1	#org42	#per4
414	1	#per262	#per360
415	1	#per210	#per261
416	1	#org0	#per128
417	1	#per314	#per47
418	1	#per113	#per285
420	1	#org40	#per249
421	1	#per197	#per226
423	1	#per2	#pla78
425	1	#per202	#per279
442	1	#per47	#per87
426	1	#per128	#per16
428	1	#per247	#per386
429	1	#per191	#pla123
519	1	#per2	#per270
516	1	#per177	#per333
285	1	#per361	#per409
309	1	#per266	#per305
312	1	#per121	#per157
315	1	#per238	#per337
316	1	#pla39	#pla64
317	1	#per138	#pla133
318	1	#per257	#per324
319	1	#per264	#per315
320	1	#per222	#pla125
321	1	#pla113	#pla17
322	1	#per128	#per248
323	1	#per242	#per330
324	1	#per195	#per269
328	1	#per232	#per398
330	1	#per288	#per361
331	1	#per4	#pla138
303	1	#per261	#per290
302	1	#org64	#per2
301	1	#org0	#per152
284	1	#pla89	#pla90
271	1	#per139	#pla84
272	1	#per216	#per410
274	1	#pla102	#pla103
275	1	#org71	#per131
276	1	#per162	#per330
277	1	#per47	#pla18
280	1	#per188	#per405
281	1	#org84	#pla134
282	1	#per177	#per212
310	1	#	#per233
308	1	#per153	#per4
495	1	#per374	#per413
307	1	#per341	#per342
484	1	#per187	#per220
485	1	#per140	#per153
487	1	#per185	#pla146
488	1	#per32	#per4
489	1	#	#per333
490	1	#pla100	#pla20
491	1	#per219	#per359
493	1	#per160	#per180
494	1	#org70	#per153
499	1	#org83	#per134
515	1	#org78	#per405
501	1	#per166	#per299
502	1	#per337	#per383
503	1	#pla103	#pla104
506	1	#org66	#pla116
507	1	#org39	#per186
508	1	#per313	#per325
509	1	#per237	#per355
512	1	#org46	#per349
514	1	#org67	#per262
410	1	#org63	#pla148
407	1	#per314	#per428
270	1	#org47	#per396
333	1	#per210	#per399
304	1	#per289	#per294
305	1	#per132	#per32
306	1	#per128	#per258
1675	1	#org42	#per120
1621	1	#per197	#per4
1676	1	#org88	#per204
1911	1	#org88	#pla143
1913	1	#per276	#pla
1914	1	#per133	#per230
1915	1	#per376	#per402
1916	1	#per144	#per324
1917	1	#per314	#per420
1885	1	#per166	#per215
1883	1	#per135	#per344
1881	1	#per215	#per349
1880	1	#pla79	#pla94
1850	1	#pla113	#pla41
1851	1	#	#per264
1853	1	#org91	#per122
1854	1	#pla101	#pla133
1857	1	#pla126	#pla5
1858	1	#per297	#per309
1859	1	#org0	#per72
1860	1	#org91	#per16
1862	1	#org41	#per326
1863	1	#org92	#per104
1864	1	#pla110	#pla112
1865	1	#org0	#per125
1869	1	#per274	#pla202
1871	1	#org68	#per285
1872	1	#per168	#per316
1873	1	#org42	#per137
1875	1	#org45	#per317
1876	1	#org91	#per132
1912	1	#per329	#pla121
1908	1	#per228	#per382
1878	1	#per297	#per405
1905	1	#org78	#per234
1493	1	#pla5	#pla90
1495	1	#org0	#pla83
1496	1	#per212	#per420
1497	1	#per242	#per87
1498	1	#per6	#perper6
1501	1	#org0	#per181
1502	1	#per282	#per4
1503	1	#org89	#per4
1504	1	#per187	#pla143
1505	1	#org39	#per7
1690	1	#per162	#per87
1692	1	#per208	#per328
811	1	#per141	#per142
1901	1	#per178	#perper178
1887	1	#org65	#org70
1888	1	#per225	#per411
1889	1	#per357	#per421
1890	1	#per233	#per315
1891	1	#per245	#perper6
1892	1	#per144	#per420
1895	1	#per325	#per335
1896	1	#per163	#per222
1897	1	#per16	#pla110
1898	1	#org53	#per363
1902	1	#per216	#per394
1919	1	#per131	#per215
1903	1	#pla23	#pla81
1877	1	#per180	#per4
1879	1	#org66	#per2
1491	1	#per212	#per87
1923	1	#per310	#per421
1927	1	#per187	#per368
1928	1	#per125	#per16
1929	1	#per260	#per329
1930	1	#per14	#per169
1931	1	#per195	#per280
1932	1	#per284	#per301
1933	1	#442	#per424
1934	1	#per216	#per223
1935	1	#per14	#per152
1936	1	#per193	#per5
1938	1	#org0	#per35
1939	1	#org4	#pla77
1941	1	#per139	#pla116
1943	1	#pla104	#pla81
1944	1	#org80	#per170
1945	1	#per343	#per355
1946	1	#per142	#pla77
1947	1	#	#per324
1948	1	#per202	#per398
1848	1	#org67	#pla123
1847	1	#per389	#per429
1842	1	#per209	#per392
1750	1	#per330	#per420
1736	1	#per215	#per346
1737	1	#per164	#per243
1739	1	#per153	#pla134
1740	1	#org41	#per237
1926	1	#per204	#pla1
1949	1	#per126	#per5
1918	1	#per165	#per416
1950	1	#per2	#per431
1921	1	#per326	#per343
1693	1	#per352	#per391
1965	1	#per144	#per264
1953	1	#per177	#per320
1955	1	#per160	#per211
1957	1	#per149	#pla84
1958	1	#org78	#per356
1959	1	#pla95	#pla96
1960	1	#per213	#per317
1961	1	#per284	#per307
1962	1	#per288	#per409
1963	1	#per428	#per47
1964	1	#per232	#per279
1966	1	#per312	#per335
1922	1	#per314	#per315
1969	1	#per212	#per253
1970	1	#per322	#per377
1971	1	#per175	#per429
1973	1	#per104	#per120
1974	1	#pla112	#pla127
1976	1	#org42	#per409
1978	1	#pla127	#pla132
1981	1	#per287	#per406
1982	1	#per286	#pla84
1983	1	#per296	#pla145
1952	1	#per148	#pla78
1951	1	#per140	#pla134
1492	1	#per271	#pla98
1489	1	#per279	#pla
1679	1	#per120	#pla136
1643	1	#per160	#per197
1646	1	#per162	#per264
1647	1	#pla16	#pla9
1548	1	#per210	#pre210
1547	1	#org94	#per196
1544	1	#org84	#per134
1453	1	#org88	#per149
1439	1	#org	#per252
1441	1	#per377	#per412
1442	1	#pla132	#pla86
1445	1	#org0	#per169
1447	1	#org88	#pla134
1448	1	#per371	#pla145
1449	1	#per315	#per330
1450	1	#per160	#per205
1451	1	#per215	#per418
1452	1	#org63	#per124
1456	1	#org42	#per316
1542	1	#org50	#per313
1458	1	#per412	#per417
1459	1	#per302	#per307
1460	1	#pla64	#pla90
1463	1	#per272	#per276
1465	1	#per163	#per219
1466	1	#	#per158
1467	1	#per363	#per401
1468	1	#org50	#per322
1469	1	#per295	#per427
1645	1	#per207	#pla18
1642	1	#per210	#pla41
1438	1	#per320	#per324
1640	1	#per352	#per374
1680	1	#org88	#per14
1681	1	#per287	#per355
1682	1	#per147	#pla145
1683	1	#per300	#per377
1684	1	#per272	#pla144
1687	1	#per147	#per414
1688	1	#org43	#per157
1689	1	#per238	#per405
1656	1	#per158	#per330
1654	1	#	#per351
1651	1	#per177	#per428
1648	1	#org4	#pla139
1622	1	#per253	#per413
1623	1	#org	#per232
1624	1	#per215	#per279
1625	1	#per243	#per283
1627	1	#per242	#per324
1628	1	#per273	#pla145
1629	1	#per274	#per276
1630	1	#per208	#per303
1631	1	#per158	#per420
1632	1	#per187	#per313
1634	1	#per14	#per43
1635	1	#per166	#per174
1637	1	#per4	#pla9
1638	1	#per168	#per409
1639	1	#per14	#pla114
1471	1	#per351	#per420
1437	1	#per312	#per417
1488	1	#per196	#per201
1513	1	#pla41	#pre210
1516	1	#per180	#per252
1519	1	#per155	#per231
1520	1	#per212	#per314
1521	1	#per212	#per47
1526	1	#org22	#org88
1527	1	#per234	#per388
1530	1	#per253	#per264
1531	1	#per133	#per222
1533	1	#per331	#per346
1534	1	#per229	#per375
1535	1	#per245	#pla146
1536	1	#per14	#pla39
1537	1	#pla94	#pla96
1538	1	#per319	#per367
1540	1	#org83	#per140
1541	1	#org22	#org49
1509	1	#per277	#per296
1507	1	#org53	#org87
1477	1	#per203	#per331
1506	1	#per229	#per379
1478	1	#per124	#pla108
1480	1	#per104	#per109
1481	1	#pla114	#pla127
1482	1	#pla41	#pla79
1483	1	#per104	#pla115
1486	1	#per358	#per380
1487	1	#org83	#per149
1515	1	#per284	#per302
1512	1	#per120	#per157
1435	1	#per187	#per335
1511	1	#pla109	#pla84
1434	1	#org55	#pla128
1403	1	#org85	#pla132
1404	1	#pla17	#pla84
1405	1	#per104	#pla108
1406	1	#per356	#per408
1408	1	#org22	#pla147
1409	1	#per231	#per271
1412	1	#org	#pla84
1414	1	#per238	#per309
1416	1	#per139	#pla109
1417	1	#per324	#per428
1418	1	#per314	#per320
1420	1	#org0	#per120
1421	1	#per330	#per351
1423	1	#per185	#per419
1424	1	#per2	#per250
1425	1	#per14	#per190
1427	1	#	#per314
1429	1	#pla20	#pla90
1430	1	#per142	#per164
1431	1	#per131	#per187
1432	1	#org4	#pla132
1473	1	#pla112	#pla116
1474	1	#per121	#per35
1475	1	#per335	#per377
1508	1	#org41	#per287
1510	1	#per274	#pla144
459	1	#per195	#per292
