	weight	source	target
1821	1	#org	#per254
1388	1	#	#per315
1387	1	#per271	#pla64
1386	1	#org65	#per134
1384	1	#per388	#per399
1383	1	#per187	#per417
1382	1	#per293	#per424
1815	1	#org78	#per408
1394	1	#per7	#pla84
1807	1	#per131	#per219
1395	1	#per328	#per364
1409	1	#per231	#per271
1408	1	#org22	#pla147
1808	1	#per136	#per138
1405	1	#per104	#pla108
1404	1	#pla17	#pla84
1403	1	#org85	#pla132
1811	1	#org65	#per2
1812	1	#per197	#per244
1401	1	#org0	#per124
1400	1	#per211	#pla
1399	1	#per364	#per78
1398	1	#per195	#per201
1397	1	#per208	#per364
1813	1	#pla17	#pla81
1396	1	#per238	#per274
1785	1	#org50	#per187
1784	1	#per187	#per322
1505	1	#org39	#per7
1739	1	#per153	#pla134
1487	1	#org83	#per149
1486	1	#per358	#per380
1740	1	#org41	#per237
1741	1	#per131	#per248
1483	1	#per104	#pla115
1742	1	#per162	#per242
1482	1	#pla41	#pla79
1481	1	#pla114	#pla127
1745	1	#per150	#pla41
1747	1	#per154	#per256
1748	1	#per193	#per419
1480	1	#per104	#per109
1749	1	#per195	#per408
1478	1	#per124	#pla108
1477	1	#per203	#per331
1488	1	#per196	#per201
1489	1	#per279	#pla
1751	1	#pla132	#pla5
1491	1	#per212	#per87
1504	1	#per187	#pla143
1503	1	#org89	#per4
1502	1	#per282	#per4
1501	1	#org0	#per181
1733	1	#per154	#per164
1734	1	#org70	#per263
1498	1	#per6	#perper6
1497	1	#per242	#per87
1496	1	#per212	#per420
1495	1	#org0	#pla83
1735	1	#per172	#pla
1736	1	#per215	#per346
1737	1	#per164	#per243
1493	1	#pla5	#pla90
1492	1	#per271	#pla98
1750	1	#per330	#per420
1475	1	#per335	#per377
1447	1	#org88	#pla134
1768	1	#per136	#per141
1771	1	#per363	#per403
1772	1	#org43	#per4
1773	1	#per181	#per2
1775	1	#org78	#per238
1459	1	#per302	#per307
1458	1	#per412	#per417
1777	1	#pla113	#pla121
1456	1	#org42	#per316
1783	1	#per419	#pla84
1453	1	#org88	#per149
1452	1	#org63	#per124
1451	1	#per215	#per418
1450	1	#per160	#per205
1449	1	#per315	#per330
1448	1	#per371	#pla145
1769	1	#per259	#pla
1463	1	#per272	#per276
1474	1	#per121	#per35
1766	1	#per158	#per324
1473	1	#pla112	#pla116
1753	1	#org71	#per163
1754	1	#per136	#per171
1755	1	#per238	#pla
1471	1	#per351	#per420
1756	1	#per185	#per7
1758	1	#pla101	#pla81
1469	1	#per295	#per427
1759	1	#per211	#per4
1762	1	#per335	#per412
1765	1	#per184	#pla41
1468	1	#org50	#per322
1467	1	#per363	#per401
1466	1	#	#per158
1465	1	#per163	#per219
1406	1	#per356	#per408
0	1	#per126	#per161
1184	1	#pla101	#pla23
368	1	#per246	#per288
389	1	#org67	#per285
388	1	#per168	#per177
386	1	#org48	#per216
385	1	#per166	#per214
384	1	#per113	#per260
381	1	#pla115	#pla134
380	1	#pla113	#pla5
378	1	#per168	#per246
371	1	#per109	#per189
370	1	#per271	#per340
367	1	#per104	#per181
567	1	#pla108	#pla136
366	1	#per215	#per370
365	1	#per168	#per288
363	1	#per277	#per358
362	1	#per172	#per295
361	1	#org0	#pla138
359	1	#per234	#per292
358	1	#org45	#per231
357	1	#per134	#per156
356	1	#org78	#per134
355	1	#org41	#per135
390	1	#per164	#per256
392	1	#424	#per424
393	1	#per300	#per322
394	1	#per121	#per181
421	1	#per197	#per226
420	1	#org40	#per249
418	1	#per113	#per285
417	1	#per314	#per47
416	1	#org0	#per128
415	1	#per210	#per261
414	1	#per262	#per360
412	1	#org42	#per4
410	1	#org63	#pla148
409	1	#per166	#pla84
407	1	#per314	#per428
406	1	#	#per253
404	1	#per236	#pla84
402	1	#	#per87
401	1	#per315	#per320
400	1	#org90	#per414
399	1	#per6	#pla145
398	1	#per165	#per369
397	1	#per253	#per314
396	1	#per249	#per405
395	1	#per155	#per341
354	1	#pla41	#pla5
351	1	#per219	#pla125
349	1	#org0	#per3
310	1	#	#per233
308	1	#per153	#per4
307	1	#per341	#per342
306	1	#per128	#per258
305	1	#per132	#per32
304	1	#per289	#per294
303	1	#per261	#per290
302	1	#org64	#per2
301	1	#org0	#per152
300	1	#per125	#per14
298	1	#per306	#per338
297	1	#per234	#per280
296	1	#per120	#per181
294	1	#per202	#per205
291	1	#pla132	#pla90
290	1	#per191	#per360
289	1	#424	#per358
288	1	#org67	#per191
286	1	#per168	#per239
285	1	#per361	#per409
282	1	#per177	#per212
281	1	#org84	#pla134
309	1	#per266	#per305
312	1	#per121	#per157
348	1	#per14	#pla142
315	1	#per238	#per337
347	1	#org62	#org63
346	1	#per137	#per148
344	1	#per134	#pla78
343	1	#	#per162
340	1	#per104	#per121
339	1	#pla145	#pla146
336	1	#pla90	#pla97
335	1	#per280	#per356
333	1	#per210	#per399
332	1	#org78	#per195
331	1	#per4	#pla138
330	1	#per288	#per361
328	1	#per232	#per398
324	1	#per195	#per269
323	1	#per242	#per330
322	1	#per128	#per248
321	1	#pla113	#pla17
320	1	#per222	#pla125
319	1	#per264	#per315
318	1	#per257	#per324
317	1	#per138	#pla133
423	1	#per2	#pla78
424	1	#per104	#pla143
425	1	#per202	#per279
533	1	#per277	#pla145
531	1	#per14	#pla113
530	1	#	#per177
529	1	#per144	#pere314
528	1	#per428	#per87
527	1	#per177	#per253
526	1	#per266	#per286
525	1	#per308	#per379
524	1	#per131	#per244
523	1	#per162	#per233
522	1	#per187	#per412
519	1	#per2	#per270
517	1	#pla134	#pla135
516	1	#per177	#per333
515	1	#org78	#per405
514	1	#org67	#per262
512	1	#org46	#per349
509	1	#per237	#per355
508	1	#per313	#per325
507	1	#org39	#per186
506	1	#org66	#pla116
503	1	#pla103	#pla104
532	1	#per134	#per140
534	1	#org4	#pla41
501	1	#per166	#per299
535	1	#per333	#per87
565	1	#org55	#pla127
564	1	#per195	#per425
562	1	#org88	#per3
561	1	#org80	#pla113
560	1	#per14	#pla18
558	1	#per238	#per272
557	1	#per264	#per47
555	1	#per306	#per421
554	1	#org	#per202
553	1	#per157	#per344
551	1	#per223	#per394
550	1	#org47	#per402
548	1	#per272	#pla
546	1	#per133	#per384
545	1	#org54	#org55
544	1	#per242	#per315
543	1	#per320	#per87
542	1	#per4	#pla139
541	1	#pla137	#pla64
538	1	#per320	#per420
536	1	#per195	#per318
502	1	#per337	#per383
499	1	#org83	#per134
426	1	#per128	#per16
459	1	#per195	#per292
457	1	#per172	#per174
456	1	#pla16	#pla23
455	1	#per158	#per320
454	1	#org91	#per224
453	1	#per162	#per351
452	1	#per308	#per372
451	1	#org57	#org59
450	1	#per191	#per329
449	1	#org91	#per157
447	1	#pla137	#pla5
446	1	#org71	#pla126
445	1	#per280	#per425
442	1	#per47	#per87
441	1	#org63	#pla104
440	1	#per229	#per422
436	1	#pla102	#pla17
434	1	#per144	#per428
432	1	#per191	#pla122
431	1	#pla78	#pla84
429	1	#per191	#pla123
428	1	#per247	#per386
458	1	#per327	#per384
462	1	#per131	#per258
495	1	#per374	#per413
463	1	#per195	#per356
494	1	#org70	#per153
493	1	#per160	#per180
491	1	#per219	#per359
490	1	#pla100	#pla20
489	1	#	#per333
488	1	#per32	#per4
487	1	#per185	#pla146
485	1	#per140	#per153
484	1	#per187	#per220
483	1	#org45	#per213
480	1	#per184	#per210
479	1	#per332	#per343
478	1	#org0	#per245
477	1	#per4	#pla148
476	1	#per142	#per241
475	1	#per134	#pla112
473	1	#per312	#per325
471	1	#per186	#per5
470	1	#per343	#per406
468	1	#per303	#per364
466	1	#org50	#per325
280	1	#per188	#per405
277	1	#per47	#pla18
276	1	#per162	#per330
107	1	#org43	#per181
104	1	#org49	#per128
103	1	#org78	#per297
102	1	#per17	#pla41
100	1	#per300	#per313
99	1	#pla102	#pla16
97	1	#per264	#per324
96	1	#per234	#per425
95	1	#per166	#per4
93	1	#per285	#pla122
92	1	#per182	#pla84
89	1	#per180	#per232
87	1	#per330	#per333
86	1	#org88	#per132
85	1	#per158	#per212
84	1	#per220	#per368
83	1	#per292	#per388
81	1	#per5	#pla147
80	1	#org43	#per132
79	1	#per254	#per279
78	1	#per14	#pla101
77	1	#per185	#per193
105	1	#org43	#per415
108	1	#pla17	#pla5
74	1	#per253	#per47
109	1	#per245	#pla145
135	1	#org78	#per143
134	1	#per158	#per233
133	1	#per144	#per212
131	1	#per249	#per309
130	1	#per351	#per87
129	1	#per177	#per264
128	1	#per315	#per333
127	1	#org80	#per14
126	1	#org50	#per4
125	1	#org63	#per172
124	1	#per374	#per391
121	1	#per156	#pla84
119	1	#per125	#pla136
118	1	#per160	#per214
117	1	#per144	#tim15
115	1	#per203	#per215
114	1	#per193	#per7
113	1	#per261	#per319
112	1	#per142	#per145
111	1	#per285	#per329
110	1	#org68	#per260
75	1	#org78	#per309
73	1	#per280	#per337
137	1	#per104	#per122
35	1	#per195	#per240
33	1	#org0	#per257
31	1	#per197	#per248
30	1	#per188	#per238
29	1	#per220	#pla202
28	1	#per131	#pla136
26	1	#per233	#per320
25	1	#pla105	#pla106
23	1	#org46	#per426
22	1	#org49	#org88
21	1	#per231	#per341
20	1	#per195	#per388
19	1	#org78	#per3
18	1	#per315	#per428
17	1	#per143	#pla126
14	1	#per4	#pla140
13	1	#	#per320
12	1	#per376	#per396
11	1	#per121	#pla136
10	1	#	#per212
4	1	#pla94	#pla95
3	1	#per104	#per124
34	1	#per249	#per266
36	1	#per242	#per253
72	1	#per262	#per366
37	1	#pla102	#pla81
71	1	#org60	#org61
69	1	#per396	#per402
68	1	#per144	#per253
67	1	#per212	#per233
64	1	#per14	#pla83
63	1	#per210	#per220
62	1	#per134	#per136
60	1	#per134	#per141
59	1	#org50	#per128
58	1	#org67	#pla124
57	1	#per158	#per314
52	1	#per288	#per316
51	1	#per5	#perper6
50	1	#per162	#per320
49	1	#per177	#per420
48	1	#per187	#per377
47	1	#per158	#per242
45	1	#pla106	#pla41
44	1	#per313	#per412
41	1	#per155	#per213
40	1	#org43	#per122
136	1	#org47	#per376
138	1	#per320	#per330
275	1	#org71	#per131
243	1	#per419	#per7
240	1	#per127	#per5
239	1	#per306	#per357
238	1	#per4	#pla
236	1	#per308	#per375
233	1	#per321	#per358
232	1	#org83	#pla83
231	1	#per328	#per78
230	1	#per137	#per141
229	1	#per210	#per388
228	1	#org67	#pla122
227	1	#per215	#per331
225	1	#per218	#per358
224	1	#per158	#per253
223	1	#per3	#pla115
222	1	#per377	#per417
221	1	#per162	#per314
219	1	#per155	#per342
218	1	#per210	#per367
217	1	#per158	#per333
216	1	#per	#per358
215	1	#per134	#per171
241	1	#per158	#per264
244	1	#per168	#pla41
213	1	#org39	#per185
245	1	#org63	#pla81
274	1	#pla102	#pla103
272	1	#per216	#per410
271	1	#per139	#pla84
270	1	#org47	#per396
269	1	#per158	#pla18
267	1	#per185	#pla145
266	1	#org41	#per355
265	1	#per260	#pla122
262	1	#per172	#per4
261	1	#per120	#per122
260	1	#org	#per205
259	1	#per213	#per231
258	1	#per260	#pla123
257	1	#per330	#per47
255	1	#per234	#per393
254	1	#per	#per424
253	1	#per392	#per428
250	1	#per166	#per259
249	1	#per292	#per393
248	1	#per269	#per388
247	1	#per280	#per383
214	1	#per193	#per266
211	1	#per239	#per288
139	1	#per14	#pla5
172	1	#per14	#pla9
168	1	#per14	#pla107
166	1	#per253	#per351
165	1	#pla103	#pla81
163	1	#per266	#per419
162	1	#per14	#pla127
160	1	#per205	#per4
159	1	#per215	#per426
158	1	#per109	#pla5
157	1	#per124	#per189
155	1	#per187	#per325
154	1	#per264	#per330
153	1	#per113	#pla113
152	1	#	#per428
149	1	#per162	#pla18
148	1	#org65	#per4
147	1	#per369	#per416
145	1	#org63	#pla9
144	1	#per216	#per354
143	1	#per269	#per292
142	1	#per143	#pla18
141	1	#per320	#per47
169	1	#per104	#per132
173	1	#per372	#per379
209	1	#per401	#per403
174	1	#per3	#pla133
208	1	#per285	#per366
206	1	#org94	#pla84
205	1	#per165	#per167
204	1	#per293	#per358
203	1	#org4	#org80
201	1	#org83	#per141
200	1	#org79	#pla17
199	1	#per271	#per276
197	1	#org13	#per131
196	1	#org50	#per412
193	1	#per137	#pla78
188	1	#per289	#per291
187	1	#per131	#per373
186	1	#per411	#per415
185	1	#per131	#pla143
184	1	#org49	#org50
183	1	#pla113	#pla16
182	1	#org88	#pla136
180	1	#per195	#per393
179	1	#pla17	#pla23
177	1	#pla101	#pla16
566	1	#per314	#per333
569	1	#per131	#per140
1183	1	#org40	#per423
974	1	#per266	#pla84
986	1	#per300	#per412
985	1	#per139	#pla41
984	1	#per400	#per411
983	1	#per322	#per325
982	1	#pla110	#pla84
980	1	#per355	#per406
979	1	#per300	#per312
977	1	#per309	#per405
976	1	#org63	#pla16
975	1	#per167	#per369
971	1	#per172	#per427
570	1	#org53	#org83
968	1	#org41	#per332
967	1	#429	#per424
964	1	#per14	#pla112
962	1	#per1042	#per217
960	1	#org45	#per342
958	1	#per239	#per409
957	1	#per172	#per216
956	1	#org13	#per4
954	1	#per187	#pla
953	1	#pla	#pla84
987	1	#org42	#per135
989	1	#per243	#per256
990	1	#per197	#per258
992	1	#per233	#per324
1020	1	#per315	#per351
1019	1	#per131	#per414
1017	1	#org94	#per2
1015	1	#per177	#per324
1014	1	#org42	#per121
1013	1	#per372	#per422
1010	1	#per155	#per317
1008	1	#per233	#per253
1007	1	#org88	#per152
1006	1	#org64	#per148
1005	1	#per135	#per137
1003	1	#per16	#per344
1002	1	#org93	#per104
1001	1	#per144	#per320
1000	1	#org39	#per266
999	1	#per204	#pla110
998	1	#per358	#per424
997	1	#per312	#per322
996	1	#org0	#pla98
994	1	#per177	#per47
1	1	#per125	#per135
952	1	#per125	#pla108
950	1	#per140	#pla133
949	1	#per322	#per412
903	1	#org64	#pla84
901	1	#per387	#per424
899	1	#org85	#pla137
898	1	#org68	#per262
895	1	#per228	#per383
893	1	#per14	#per170
891	1	#per131	#per354
890	1	#org41	#per406
889	1	#per277	#per371
888	1	#pla104	#pla16
887	1	#per324	#per333
886	1	#per221	#per402
885	1	#per186	#pla84
884	1	#pla109	#pla116
883	1	#pla	#pla143
882	1	#per287	#per343
881	1	#per128	#per226
880	1	#per149	#pla134
879	1	#org41	#org42
878	1	#org43	#per411
877	1	#per182	#per211
876	1	#per134	#per148
902	1	#pla107	#pla78
905	1	#per172	#per208
948	1	#per253	#per330
906	1	#org94	#pla5
947	1	#per159	#per4
945	1	#org22	#per4
943	1	#429	#per358
939	1	#per222	#per384
935	1	#org63	#per161
934	1	#per242	#per47
932	1	#per285	#pla123
931	1	#per333	#per47
930	1	#per139	#per2
929	1	#per252	#per279
928	1	#per204	#per4
927	1	#per132	#pla136
926	1	#per334	#per358
925	1	#per177	#per315
921	1	#per135	#per5
920	1	#org39	#per193
918	1	#per184	#pre210
917	1	#org4	#per145
914	1	#per234	#per356
913	1	#org53	#per401
909	1	#per165	#per219
1021	1	#per175	#per389
1022	1	#org0	#per121
1024	1	#per237	#per406
1146	1	#per177	#per242
1141	1	#per332	#per406
1140	1	#per240	#per318
1137	1	#pla97	#pla99
1135	1	#org41	#per4
1134	1	#per326	#per406
1132	1	#per308	#per422
1131	1	#per147	#per228
1128	1	#pla5	#pla9
1127	1	#per131	#per208
1126	1	#org50	#per377
1125	1	#per174	#per407
1124	1	#per2	#per263
1121	1	#org	#per279
1120	1	#per208	#pla125
1119	1	#org41	#per343
1115	1	#per14	#tim4
1114	1	#per385	#pla101
1113	1	#org60	#org63
1111	1	#per180	#per215
1110	1	#per210	#per319
1109	1	#per137	#per4
1142	1	#per158	#per315
1147	1	#per276	#per340
1106	1	#per231	#per273
1148	1	#per274	#pla
1182	1	#per233	#per47
1179	1	#pla111	#pla112
1178	1	#per253	#per87
1177	1	#per16	#pla1
1175	1	#per325	#per377
1174	1	#per228	#per238
1172	1	#per193	#per6
1169	1	#pla101	#pla17
1168	1	#per185	#per6
1167	1	#per166	#per216
1166	1	#per122	#per173
1165	1	#per225	#per415
1164	1	#pla79	#pla95
1160	1	#per420	#per428
1159	1	#per322	#per335
1157	1	#org	#per180
1156	1	#per233	#per333
1155	1	#pla101	#pla104
1152	1	#pla16	#pla84
1151	1	#org0	#org88
1150	1	#per382	#per383
1108	1	#per162	#per428
1105	1	#per153	#per263
1025	1	#org50	#per300
1064	1	#per149	#pla115
1060	1	#org61	#org63
1059	1	#org43	#per16
1058	1	#per317	#per341
1056	1	#per349	#per426
1054	1	#per273	#per296
1053	1	#per131	#per163
1051	1	#per228	#per337
1047	1	#per175	#per358
1046	1	#org42	#per246
1045	1	#per356	#per425
1043	1	#per228	#per280
1041	1	#per160	#per163
1038	1	#pla100	#pla99
1036	1	#org68	#per191
1034	1	#per2	#pla82
1033	1	#per162	#per177
1032	1	#per233	#per264
1031	1	#per3	#pla98
1029	1	#per171	#per2
1027	1	#per391	#per413
1026	1	#per314	#per324
1061	1	#per124	#per135
1066	1	#per13	#per4
1104	1	#per266	#per423
1068	1	#pla105	#pla41
1102	1	#per144	#per315
1101	1	#org50	#per104
1100	1	#per227	#pla133
1095	1	#per220	#per399
1094	1	#org50	#per312
1092	1	#per231	#pla98
1091	1	#org88	#pla133
1089	1	#org40	#per266
1088	1	#per300	#per417
1087	1	#per205	#per232
1085	1	#per213	#per341
1084	1	#per162	#per333
1083	1	#per408	#per425
1080	1	#per237	#per343
1079	1	#per233	#per351
1078	1	#per185	#per186
1076	1	#per246	#per316
1075	1	#per310	#per338
1074	1	#org78	#per188
1072	1	#org42	#per288
1071	1	#pla102	#pla23
875	1	#per182	#per4
874	1	#per253	#per374
873	1	#per3	#pla112
677	1	#pla79	#pla96
673	1	#per325	#per417
670	1	#per212	#per330
668	1	#per225	#per400
667	1	#pla16	#pla5
666	1	#per6	#pla146
665	1	#per14	#per186
663	1	#per14	#pla111
662	1	#per305	#per423
661	1	#per160	#per208
660	1	#per182	#per216
659	1	#pla64	#pla98
657	1	#pla123	#pla124
656	1	#org40	#per305
653	1	#per169	#per241
652	1	#per287	#per326
651	1	#org4	#pla113
650	1	#pla101	#pla132
648	1	#org67	#per260
645	1	#pla147	#pla5
644	1	#per121	#per122
643	1	#per163	#per203
676	1	#per238	#per382
678	1	#per133	#per217
641	1	#org63	#org66
682	1	#pla122	#pla123
710	1	#per121	#per137
709	1	#org42	#per361
708	1	#pla20	#pla97
707	1	#per191	#per366
706	1	#org63	#pla101
702	1	#per2	#pla127
700	1	#per300	#per335
699	1	#per131	#per147
698	1	#per186	#per286
697	1	#pla101	#pla103
695	1	#per325	#per412
694	1	#per324	#per47
693	1	#per47	#tim4
692	1	#org64	#per137
691	1	#pla103	#pla17
690	1	#org0	#per0
688	1	#per124	#per161
687	1	#org54	#org56
686	1	#pla103	#pla23
685	1	#per269	#per393
683	1	#org43	#per225
642	1	#per375	#per422
640	1	#org87	#per14
713	1	#per137	#pla112
606	1	#org63	#pla116
603	1	#per209	#per428
602	1	#org71	#per160
601	1	#org88	#pla147
599	1	#org63	#pla17
598	1	#131	#per131
597	1	#per154	#per243
596	1	#per220	#per274
595	1	#per185	#pla84
594	1	#per131	#per418
592	1	#org0	#pla146
591	1	#per222	#per327
590	1	#per144	#per351
588	1	#per210	#per290
587	1	#per137	#pla116
581	1	#pla108	#pla115
577	1	#per0	#per7
575	1	#per162	#per315
574	1	#per250	#per263
573	1	#389	#per358
572	1	#per109	#per157
571	1	#per128	#pla5
605	1	#per287	#per332
609	1	#per143	#pla84
639	1	#per146	#pla84
610	1	#per154	#per283
638	1	#per166	#per211
637	1	#per161	#pla108
636	1	#pla116	#pla84
634	1	#per306	#per310
633	1	#org49	#pla147
632	1	#per312	#per377
630	1	#per303	#per328
629	1	#per144	#pla18
628	1	#per185	#pla144
627	1	#per316	#per409
625	1	#per372	#per375
624	1	#per221	#per376
622	1	#org94	#per134
621	1	#per370	#per418
620	1	#pla102	#pla104
619	1	#per321	#per424
618	1	#per124	#pla136
617	1	#per173	#pla136
614	1	#org63	#per4
612	1	#per160	#per182
611	1	#per314	#per351
712	1	#per165	#per359
714	1	#per157	#per204
872	1	#per358	#per387
836	1	#org88	#per127
834	1	#per164	#pla92
833	1	#org63	#per174
832	1	#per124	#per14
831	1	#per280	#per382
830	1	#per158	#per87
829	1	#per162	#per253
828	1	#per379	#per422
824	1	#per313	#per322
822	1	#per163	#per174
818	1	#org48	#per394
817	1	#per144	#per314
816	1	#per128	#per182
815	1	#per158	#per428
814	1	#per168	#per210
813	1	#per233	#per242
812	1	#org70	#per2
811	1	#per141	#per142
810	1	#per317	#per342
809	1	#per14	#per72
808	1	#org50	#per417
807	1	#per249	#per305
835	1	#pla5	#pla86
837	1	#per14	#per141
803	1	#per310	#per357
838	1	#per160	#per407
869	1	#org45	#per155
866	1	#org42	#per239
865	1	#per247	#per347
863	1	#per135	#per161
862	1	#org78	#per249
857	1	#org63	#per137
855	1	#per315	#per47
854	1	#per212	#per315
852	1	#pla108	#pla84
851	1	#per1042	#per230
850	1	#per233	#per420
849	1	#org63	#per135
848	1	#per186	#per266
847	1	#	#per420
845	1	#per242	#per420
844	1	#per313	#per335
843	1	#per173	#per181
842	1	#per5	#pla145
841	1	#per14	#per179
840	1	#per273	#per371
839	1	#per1042	#per133
805	1	#pla104	#pla17
802	1	#per400	#per415
715	1	#org53	#per403
761	1	#per237	#per326
758	1	#per2	#pla41
757	1	#131	#per4
756	1	#per286	#per419
755	1	#org83	#per138
754	1	#per1042	#pla5
747	1	#org39	#per286
746	1	#pla112	#pla5
743	1	#per177	#per351
740	1	#per163	#per208
739	1	#pla112	#pla132
738	1	#per301	#per302
737	1	#org58	#org59
735	1	#per167	#per416
732	1	#per249	#per423
731	1	#per197	#pla
730	1	#per189	#pla5
729	1	#org41	#per137
723	1	#per3	#pla134
720	1	#org66	#per137
718	1	#org0	#per127
716	1	#per262	#pla123
759	1	#per182	#per205
768	1	#pla127	#pla128
801	1	#per127	#pla136
769	1	#per256	#per283
800	1	#per188	#per297
796	1	#per280	#per408
795	1	#org4	#per134
794	1	#per285	#per360
792	1	#per375	#per379
791	1	#per380	#per424
789	1	#per253	#per391
788	1	#org92	#pla5
787	1	#per161	#pla136
785	1	#pla125	#pla126
784	1	#per221	#per396
783	1	#per334	#per424
782	1	#per338	#per421
781	1	#per14	#per5
780	1	#per260	#per366
779	1	#org63	#pla103
777	1	#org83	#per181
775	1	#per239	#per316
772	1	#org90	#per131
771	1	#per246	#per409
770	1	#per162	#per212
1986	1	#pla113	#pla9
