,Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID,id
32674,Roma,Roma,b.ROM.001.007,12.4963655,41.902783500000005,32674,,,,32674
32682,Roma,Roma,b.ROM.001.015,12.4963655,41.902783500000005,32682,,,,32682
32909,tierra,tierra,b.ROM.009.017,0.0,-90.0,32909,,,,32909
32919,Israel,Israel,b.ROM.009.027,34.851612,31.046051000000002,32919,,,,32919
32920,tierra,tierra,b.ROM.009.028,0.0,-90.0,32920,,,,32920
32924,Israel,Israel,b.ROM.009.031,34.851612,31.046051000000002,32924,,,,32924
32926,Sión,Sión,b.ROM.009.033,35.228611111111,31.771666666667,32926,,,,32926
32927,Israel,Israel,b.ROM.010.001,34.851612,31.046051000000002,32927,,,,32927
32944,tierra,tierra,b.ROM.010.018,0.0,-90.0,32944,,,,32944
32945,Israel,Israel,b.ROM.010.019,34.851612,31.046051000000002,32945,,,,32945
32947,Israel,Israel,b.ROM.010.021,34.851612,31.046051000000002,32947,,,,32947
32949,Israel,Israel,b.ROM.011.002,34.851612,31.046051000000002,32949,,,,32949
32954,Israel,Israel,b.ROM.011.007,34.851612,31.046051000000002,32954,,,,32954
32972,Israel,Israel,b.ROM.011.025,34.851612,31.046051000000002,32972,,,,32972
32973,Israel,Israel,b.ROM.011.026,34.851612,31.046051000000002,32973,,,,32973
32974,Sión,Sión,b.ROM.011.026,35.228611111111,31.771666666667,32974,,,,32974
33061,Jerusalén,Jerusalén,b.ROM.015.019,35.21371,31.768319,33061,,,,33061
33067,España,España,b.ROM.015.024,-3.7492199999999998,40.463667,33067,,,,33067
33068,Jerusalén,Jerusalén,b.ROM.015.025,35.21371,31.768319,33068,,,,33068
33069,Jerusalén,Jerusalén,b.ROM.015.026,35.21371,31.768319,33069,,,,33069
33070,Macedonia,Macedonia,b.ROM.015.026,21.745275,41.608635,33070,,,,33070
33073,España,España,b.ROM.015.028,-3.7492199999999998,40.463667,33073,,,,33073
33076,Jerusalén,Jerusalén,b.ROM.015.031,35.21371,31.768319,33076,,,,33076
33077,Judea,Judea,b.ROM.015.031,35.2035394,31.903215399999997,33077,,,,33077
33108,Corinto,Corinto,b.1CO.001.002,22.9322383,37.9386365,33108,,,,33108
33275,tierra,tierra,b.1CO.008.005,0.0,-90.0,33275,,,,33275
33297,templo,templo,b.1CO.009.013,35.619167,33.186667,33297,,,,33297
33312,Mar Rojo,Mar Rojo,b.1CO.010.001,38.512572999999996,20.280232,33312,,,,33312
33313,Mar Rojo,Mar Rojo,b.1CO.010.002,38.512572999999996,20.280232,33313,,,,33313
33316,Sinaí,Sinaí,b.1CO.010.005,34.0,29.5,33316,,,,33316
33329,Israel,Israel,b.1CO.010.018,34.851612,31.046051000000002,33329,,,,33329
33337,tierra,tierra,b.1CO.010.026,0.0,-90.0,33337,,,,33337
33339,tierra,tierra,b.1CO.010.028,0.0,-90.0,33339,,,,33339
33494,Éfeso,Éfeso,b.1CO.015.032,27.368055199999997,37.9484155,33494,,,,33494
33523,Jerusalén,Jerusalén,b.1CO.016.003,35.21371,31.768319,33523,,,,33523
33525,Macedonia,Macedonia,b.1CO.016.005,21.745275,41.608635,33525,,,,33525
33528,Éfeso,Éfeso,b.1CO.016.008,27.368055199999997,37.9484155,33528,,,,33528
33539,Asia,Asia,b.1CO.016.019,34.126575,39.555216,33539,,,,33539
33545,Corinto,Corinto,b.2CO.001.001,22.9322383,37.9386365,33545,,,,33545
33553,Asia,Asia,b.2CO.001.008,34.126575,39.555216,33553,,,,33553
33561,Judea,Judea,b.2CO.001.016,35.2035394,31.903215399999997,33561,,,,33561
33562,Macedonia,Macedonia,b.2CO.001.016,21.745275,41.608635,33562,,,,33562
33569,Corinto,Corinto,b.2CO.001.023,22.9322383,37.9386365,33569,,,,33569
33582,Troas,Troas,b.2CO.002.012,26.158790600000003,39.75172070000001,33582,,,,33582
