,Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID
5737,,,b.DEU.009.022,,,5737,,,
5738,,,b.DEU.009.022,,,5738,,,
5739,,,b.DEU.009.022,,,5739,,,
5740,,,b.DEU.009.023,,,5740,,,
5741,,,b.DEU.009.023,,,5741,,,
5742,,,b.DEU.009.024,,,5742,,,
5743,,,b.DEU.009.025,,,5743,,,
5744,Egipto,Egipto,b.DEU.009.026,30.802497999999996,26.820553000000004,5744,,,
5745,,,b.DEU.009.027,,,5745,,,
5746,Egipto,Egipto,b.DEU.009.028,30.802497999999996,26.820553000000004,5746,,,
5747,Sinaí,Sinaí,b.DEU.009.028,34.0,29.5,5747,,,
5748,,,b.DEU.009.028,,,5748,,,
5749,,,b.DEU.009.029,,,5749,,,
5750,Sinaí,Sinaí,b.DEU.010.001,34.0,29.5,5750,,,
5751,,,b.DEU.010.002,,,5751,,,
5752,Sinaí,Sinaí,b.DEU.010.003,34.0,29.5,5752,,,
5753,Sinaí,Sinaí,b.DEU.010.004,34.0,29.5,5753,,,
5754,Sinaí,Sinaí,b.DEU.010.005,34.0,29.5,5754,,,
5755,,,b.DEU.010.006,,,5755,,,
5756,,,b.DEU.010.006,,,5756,,,
5757,,,b.DEU.010.007,,,5757,,,
5758,,,b.DEU.010.007,,,5758,,,
5759,,,b.DEU.010.008,,,5759,,,
5760,,,b.DEU.010.009,,,5760,,,
5761,Sinaí,Sinaí,b.DEU.010.010,34.0,29.5,5761,,,
5762,,,b.DEU.010.011,,,5762,,,
5763,,,b.DEU.010.012,,,5763,,,
5764,,,b.DEU.010.013,,,5764,,,
5765,tierra,tierra,b.DEU.010.014,0.0,-90.0,5765,,,
5766,,,b.DEU.010.014,,,5766,,,
5767,,,b.DEU.010.015,,,5767,,,
5768,,,b.DEU.010.016,,,5768,,,
5769,,,b.DEU.010.017,,,5769,,,
5770,,,b.DEU.010.018,,,5770,,,
5771,Egipto,Egipto,b.DEU.010.019,30.802497999999996,26.820553000000004,5771,,,
5772,,,b.DEU.010.020,,,5772,,,
5773,,,b.DEU.010.021,,,5773,,,
5774,Egipto,Egipto,b.DEU.010.022,30.802497999999996,26.820553000000004,5774,,,
5775,,,b.DEU.011.001,,,5775,,,
5776,,,b.DEU.011.002,,,5776,,,
5777,Egipto,Egipto,b.DEU.011.003,30.802497999999996,26.820553000000004,5777,,,
5778,Egipto,Egipto,b.DEU.011.004,30.802497999999996,26.820553000000004,5778,,,
5779,Mar Rojo,Mar Rojo,b.DEU.011.004,38.512572999999996,20.280232,5779,,,
5780,Sinaí,Sinaí,b.DEU.011.005,34.0,29.5,5780,,,
5781,,,b.DEU.011.005,,,5781,,,
5782,,,b.DEU.011.006,,,5782,,,
5783,,,b.DEU.011.007,,,5783,,,
5784,,,b.DEU.011.008,,,5784,,,
5785,,,b.DEU.011.009,,,5785,,,
5786,Egipto,Egipto,b.DEU.011.010,30.802497999999996,26.820553000000004,5786,,,
5787,,,b.DEU.011.010,,,5787,,,
5788,,,b.DEU.011.011,,,5788,,,
5789,,,b.DEU.011.011,,,5789,,,
5790,,,b.DEU.011.012,,,5790,,,
5791,,,b.DEU.011.013,,,5791,,,
5792,,,b.DEU.011.014,,,5792,,,
5793,Canaán,Canaán,b.DEU.011.015,35.289528,32.055556,5793,,,
5794,,,b.DEU.011.016,,,5794,,,
5795,,,b.DEU.011.017,,,5795,,,
5796,,,b.DEU.011.018,,,5796,,,
5797,,,b.DEU.011.019,,,5797,,,
5798,,,b.DEU.011.020,,,5798,,,
5799,,,b.DEU.011.021,,,5799,,,
5800,,,b.DEU.011.022,,,5800,,,
5801,,,b.DEU.011.023,,,5801,,,
5802,Éufrates,Éufrates,b.DEU.011.024,42.6289045,35.276495700000005,5802,,,
5803,Israel,Israel,b.DEU.011.024,34.851612,31.046051000000002,5803,,,
5804,Sinaí,Sinaí,b.DEU.011.024,34.0,29.5,5804,,,
5805,mar mediterráneo,mar mediterráneo,b.DEU.011.024,18.0480105,34.5531284,5805,,,
5806,Líbano,Líbano,b.DEU.011.024,35.862285,33.854721000000005,5806,,,
5807,,,b.DEU.011.025,,,5807,,,
5808,,,b.DEU.011.026,,,5808,,,
5809,,,b.DEU.011.027,,,5809,,,
5810,,,b.DEU.011.028,,,5810,,,
5811,,,b.DEU.011.029,,,5811,,,
5812,,,b.DEU.011.029,,,5812,,,
5813,,,b.DEU.011.029,,,5813,,,
5814,Canaán,Canaán,b.DEU.011.030,35.289528,32.055556,5814,,,
5815,,,b.DEU.011.030,,,5815,,,
5816,Jordán,Jordán,b.DEU.011.030,36.238414,30.585164000000002,5816,,,
5817,Galaad,Galaad,b.DEU.011.030,35.868589,32.107445,5817,,,
5818,Arabá,Arabá,b.DEU.011.030,35.175381,30.718186,5818,,,
5819,Gilgal,Gilgal,b.DEU.011.030,35.5219,32.172497,5819,,,
5820,Jordán,Jordán,b.DEU.011.031,36.238414,30.585164000000002,5820,,,
5821,,,b.DEU.011.031,,,5821,,,
5822,,,b.DEU.011.032,,,5822,,,
5823,,,b.DEU.012.001,,,5823,,,
5824,,,b.DEU.012.002,,,5824,,,
5825,,,b.DEU.012.003,,,5825,,,
5826,,,b.DEU.012.004,,,5826,,,
5827,Israel,Israel,b.DEU.012.005,34.851612,31.046051000000002,5827,,,
5828,,,b.DEU.012.006,,,5828,,,
5829,,,b.DEU.012.007,,,5829,,,
5830,,,b.DEU.012.008,,,5830,,,
5831,,,b.DEU.012.009,,,5831,,,
5832,Jordán,Jordán,b.DEU.012.010,36.238414,30.585164000000002,5832,,,
5833,,,b.DEU.012.010,,,5833,,,
5834,Israel,Israel,b.DEU.012.011,34.851612,31.046051000000002,5834,,,
5835,,,b.DEU.012.012,,,5835,,,
5836,,,b.DEU.012.013,,,5836,,,
5837,Israel,Israel,b.DEU.012.014,34.851612,31.046051000000002,5837,,,
5838,,,b.DEU.012.015,,,5838,,,
5839,,,b.DEU.012.016,,,5839,,,
5840,,,b.DEU.012.017,,,5840,,,
5841,Israel,Israel,b.DEU.012.018,34.851612,31.046051000000002,5841,,,
5842,tierra,tierra,b.DEU.012.019,0.0,-90.0,5842,,,
5843,Israel,Israel,b.DEU.012.020,34.851612,31.046051000000002,5843,,,
5844,Israel,Israel,b.DEU.012.021,34.851612,31.046051000000002,5844,,,
5845,,,b.DEU.012.022,,,5845,,,
5846,,,b.DEU.012.023,,,5846,,,
5847,,,b.DEU.012.024,,,5847,,,
5848,,,b.DEU.012.025,,,5848,,,
5849,,,b.DEU.012.026,,,5849,,,
5850,,,b.DEU.012.027,,,5850,,,
5851,,,b.DEU.012.028,,,5851,,,
5852,,,b.DEU.012.029,,,5852,,,
5853,,,b.DEU.012.030,,,5853,,,
5854,,,b.DEU.012.031,,,5854,,,
5855,,,b.DEU.012.032,,,5855,,,
5856,,,b.DEU.013.001,,,5856,,,
5857,,,b.DEU.013.002,,,5857,,,
5858,,,b.DEU.013.003,,,5858,,,
5859,,,b.DEU.013.004,,,5859,,,
5860,Egipto,Egipto,b.DEU.013.005,30.802497999999996,26.820553000000004,5860,,,
5861,,,b.DEU.013.006,,,5861,,,
5862,,,b.DEU.013.007,,,5862,,,
5863,,,b.DEU.013.008,,,5863,,,
5864,,,b.DEU.013.009,,,5864,,,
5865,Egipto,Egipto,b.DEU.013.010,30.802497999999996,26.820553000000004,5865,,,
5866,,,b.DEU.013.011,,,5866,,,
5867,Israel,Israel,b.DEU.013.012,34.851612,31.046051000000002,5867,,,
5868,Israel,Israel,b.DEU.013.013,34.851612,31.046051000000002,5868,,,
5869,,,b.DEU.013.014,,,5869,,,
5870,Israel,Israel,b.DEU.013.015,34.851612,31.046051000000002,5870,,,
5871,Israel,Israel,b.DEU.013.016,34.851612,31.046051000000002,5871,,,
5872,,,b.DEU.013.017,,,5872,,,
5873,,,b.DEU.013.018,,,5873,,,
5874,,,b.DEU.014.001,,,5874,,,
5875,tierra,tierra,b.DEU.014.002,0.0,-90.0,5875,,,
5876,,,b.DEU.014.003,,,5876,,,
5877,,,b.DEU.014.004,,,5877,,,
5878,,,b.DEU.014.005,,,5878,,,
5879,,,b.DEU.014.006,,,5879,,,
5880,,,b.DEU.014.007,,,5880,,,
5881,,,b.DEU.014.008,,,5881,,,
5882,,,b.DEU.014.009,,,5882,,,
5883,,,b.DEU.014.010,,,5883,,,
5884,,,b.DEU.014.011,,,5884,,,
5885,,,b.DEU.014.012,,,5885,,,
5886,,,b.DEU.014.013,,,5886,,,
5887,,,b.DEU.014.014,,,5887,,,
5888,,,b.DEU.014.015,,,5888,,,
5889,,,b.DEU.014.016,,,5889,,,
5890,,,b.DEU.014.017,,,5890,,,
5891,,,b.DEU.014.018,,,5891,,,
5892,,,b.DEU.014.019,,,5892,,,
5893,,,b.DEU.014.020,,,5893,,,
5894,,,b.DEU.014.021,,,5894,,,
5895,,,b.DEU.014.022,,,5895,,,
5896,,,b.DEU.014.023,,,5896,,,
5897,,,b.DEU.014.024,,,5897,,,
5898,,,b.DEU.014.025,,,5898,,,
5899,,,b.DEU.014.026,,,5899,,,
5900,Israel,Israel,b.DEU.014.027,34.851612,31.046051000000002,5900,,,
5901,Israel,Israel,b.DEU.014.028,34.851612,31.046051000000002,5901,,,
5902,Israel,Israel,b.DEU.014.029,34.851612,31.046051000000002,5902,,,
5903,,,b.DEU.015.001,,,5903,,,
5904,,,b.DEU.015.002,,,5904,,,
5905,,,b.DEU.015.003,,,5905,,,
5906,,,b.DEU.015.004,,,5906,,,
5907,,,b.DEU.015.005,,,5907,,,
5908,,,b.DEU.015.006,,,5908,,,
5909,Israel,Israel,b.DEU.015.007,34.851612,31.046051000000002,5909,,,
5910,,,b.DEU.015.007,,,5910,,,
5911,,,b.DEU.015.008,,,5911,,,
5912,,,b.DEU.015.009,,,5912,,,
5913,,,b.DEU.015.010,,,5913,,,
5914,,,b.DEU.015.011,,,5914,,,
5915,,,b.DEU.015.012,,,5915,,,
5916,,,b.DEU.015.013,,,5916,,,
5917,,,b.DEU.015.014,,,5917,,,
5918,Egipto,Egipto,b.DEU.015.015,30.802497999999996,26.820553000000004,5918,,,
5919,,,b.DEU.015.016,,,5919,,,
5920,,,b.DEU.015.017,,,5920,,,
5921,,,b.DEU.015.018,,,5921,,,
5922,,,b.DEU.015.019,,,5922,,,
5923,,,b.DEU.015.020,,,5923,,,
5924,,,b.DEU.015.021,,,5924,,,
5925,,,b.DEU.015.022,,,5925,,,
5926,,,b.DEU.015.023,,,5926,,,
5927,Egipto,Egipto,b.DEU.016.001,30.802497999999996,26.820553000000004,5927,,,
5928,Israel,Israel,b.DEU.016.002,34.851612,31.046051000000002,5928,,,
5929,Egipto,Egipto,b.DEU.016.003,30.802497999999996,26.820553000000004,5929,,,
5930,Israel,Israel,b.DEU.016.004,34.851612,31.046051000000002,5930,,,
5931,Israel,Israel,b.DEU.016.005,34.851612,31.046051000000002,5931,,,
5932,Egipto,Egipto,b.DEU.016.006,30.802497999999996,26.820553000000004,5932,,,
5933,,,b.DEU.016.007,,,5933,,,
5934,,,b.DEU.016.008,,,5934,,,
5935,,,b.DEU.016.009,,,5935,,,
5936,,,b.DEU.016.010,,,5936,,,
5937,Israel,Israel,b.DEU.016.011,34.851612,31.046051000000002,5937,,,
5938,Egipto,Egipto,b.DEU.016.012,30.802497999999996,26.820553000000004,5938,,,
5939,,,b.DEU.016.013,,,5939,,,
5940,,,b.DEU.016.014,,,5940,,,
5941,Israel,Israel,b.DEU.016.015,34.851612,31.046051000000002,5941,,,
5942,,,b.DEU.016.016,,,5942,,,
5943,,,b.DEU.016.017,,,5943,,,
5944,Israel,Israel,b.DEU.016.018,34.851612,31.046051000000002,5944,,,
5945,,,b.DEU.016.019,,,5945,,,
5946,Israel,Israel,b.DEU.016.020,34.851612,31.046051000000002,5946,,,
5947,,,b.DEU.016.021,,,5947,,,
5948,,,b.DEU.016.022,,,5948,,,
5949,,,b.DEU.017.001,,,5949,,,
5950,Israel,Israel,b.DEU.017.002,34.851612,31.046051000000002,5950,,,
5951,,,b.DEU.017.003,,,5951,,,
5952,,,b.DEU.017.004,,,5952,,,
5953,Israel,Israel,b.DEU.017.005,34.851612,31.046051000000002,5953,,,
5954,,,b.DEU.017.006,,,5954,,,
5955,,,b.DEU.017.007,,,5955,,,
5956,Israel,Israel,b.DEU.017.008,34.851612,31.046051000000002,5956,,,
5957,,,b.DEU.017.009,,,5957,,,
5958,Israel,Israel,b.DEU.017.010,34.851612,31.046051000000002,5958,,,
5959,,,b.DEU.017.011,,,5959,,,
5960,,,b.DEU.017.012,,,5960,,,
5961,,,b.DEU.017.013,,,5961,,,
5962,Israel,Israel,b.DEU.017.014,34.851612,31.046051000000002,5962,,,
5963,,,b.DEU.017.015,,,5963,,,
5964,Egipto,Egipto,b.DEU.017.016,30.802497999999996,26.820553000000004,5964,,,
5965,,,b.DEU.017.017,,,5965,,,
5966,Israel,Israel,b.DEU.017.018,34.851612,31.046051000000002,5966,,,
5967,,,b.DEU.017.019,,,5967,,,
5968,,,b.DEU.017.020,,,5968,,,
5969,,,b.DEU.018.001,,,5969,,,
5970,,,b.DEU.018.002,,,5970,,,
5971,,,b.DEU.018.003,,,5971,,,
5972,,,b.DEU.018.004,,,5972,,,
5973,,,b.DEU.018.005,,,5973,,,
5974,Israel,Israel,b.DEU.018.006,34.851612,31.046051000000002,5974,,,
5975,,,b.DEU.018.007,,,5975,,,
5976,,,b.DEU.018.008,,,5976,,,
5977,,,b.DEU.018.009,,,5977,,,
5978,,,b.DEU.018.010,,,5978,,,
5979,,,b.DEU.018.011,,,5979,,,
5980,,,b.DEU.018.012,,,5980,,,
5981,,,b.DEU.018.013,,,5981,,,
5982,,,b.DEU.018.014,,,5982,,,
5983,,,b.DEU.018.015,,,5983,,,
5984,Sinaí,Sinaí,b.DEU.018.016,34.0,29.5,5984,,,
5985,,,b.DEU.018.017,,,5985,,,
5986,,,b.DEU.018.018,,,5986,,,
5987,,,b.DEU.018.019,,,5987,,,
5988,,,b.DEU.018.020,,,5988,,,
5989,,,b.DEU.018.021,,,5989,,,
5990,,,b.DEU.018.022,,,5990,,,
5991,,,b.DEU.019.001,,,5991,,,
5992,,,b.DEU.019.002,,,5992,,,
5993,,,b.DEU.019.002,,,5993,,,
5994,,,b.DEU.019.003,,,5994,,,
5995,,,b.DEU.019.004,,,5995,,,
5996,,,b.DEU.019.005,,,5996,,,
5997,,,b.DEU.019.006,,,5997,,,
5998,,,b.DEU.019.007,,,5998,,,
5999,Israel,Israel,b.DEU.019.008,34.851612,31.046051000000002,5999,,,
6000,,,b.DEU.019.008,,,6000,,,
6001,,,b.DEU.019.009,,,6001,,,
6002,Israel,Israel,b.DEU.019.010,34.851612,31.046051000000002,6002,,,
6003,,,b.DEU.019.010,,,6003,,,
6004,,,b.DEU.019.011,,,6004,,,
6005,Israel,Israel,b.DEU.019.012,34.851612,31.046051000000002,6005,,,
6006,,,b.DEU.019.013,,,6006,,,
6007,,,b.DEU.019.014,,,6007,,,
6008,,,b.DEU.019.015,,,6008,,,
6009,,,b.DEU.019.016,,,6009,,,
6010,,,b.DEU.019.017,,,6010,,,
6011,,,b.DEU.019.018,,,6011,,,
6012,,,b.DEU.019.019,,,6012,,,
6013,,,b.DEU.019.020,,,6013,,,
6014,,,b.DEU.019.021,,,6014,,,
6015,Egipto,Egipto,b.DEU.020.001,30.802497999999996,26.820553000000004,6015,,,
6016,,,b.DEU.020.002,,,6016,,,
6017,,,b.DEU.020.003,,,6017,,,
6018,,,b.DEU.020.004,,,6018,,,
6019,,,b.DEU.020.005,,,6019,,,
6020,,,b.DEU.020.006,,,6020,,,
6021,,,b.DEU.020.007,,,6021,,,
6022,,,b.DEU.020.008,,,6022,,,
6023,,,b.DEU.020.009,,,6023,,,
6024,,,b.DEU.020.010,,,6024,,,
6025,,,b.DEU.020.011,,,6025,,,
6026,,,b.DEU.020.012,,,6026,,,
6027,,,b.DEU.020.013,,,6027,,,
6028,,,b.DEU.020.014,,,6028,,,
6029,,,b.DEU.020.015,,,6029,,,
6030,Israel,Israel,b.DEU.020.016,34.851612,31.046051000000002,6030,,,
6031,,,b.DEU.020.016,,,6031,,,
6032,,,b.DEU.020.017,,,6032,,,
6033,,,b.DEU.020.018,,,6033,,,
6034,,,b.DEU.020.019,,,6034,,,
6035,,,b.DEU.020.020,,,6035,,,
6036,,,b.DEU.021.001,,,6036,,,
6037,Israel,Israel,b.DEU.021.002,34.851612,31.046051000000002,6037,,,
6038,Israel,Israel,b.DEU.021.003,34.851612,31.046051000000002,6038,,,
6039,Israel,Israel,b.DEU.021.004,34.851612,31.046051000000002,6039,,,
6040,,,b.DEU.021.005,,,6040,,,
6041,Israel,Israel,b.DEU.021.006,34.851612,31.046051000000002,6041,,,
6042,,,b.DEU.021.007,,,6042,,,
6043,,,b.DEU.021.008,,,6043,,,
6044,,,b.DEU.021.009,,,6044,,,
6045,,,b.DEU.021.010,,,6045,,,
6046,,,b.DEU.021.011,,,6046,,,
6047,,,b.DEU.021.012,,,6047,,,
6048,,,b.DEU.021.013,,,6048,,,
6049,,,b.DEU.021.014,,,6049,,,
6050,,,b.DEU.021.015,,,6050,,,
6051,,,b.DEU.021.016,,,6051,,,
6052,,,b.DEU.021.017,,,6052,,,
6053,,,b.DEU.021.018,,,6053,,,
6054,Israel,Israel,b.DEU.021.019,34.851612,31.046051000000002,6054,,,
6055,Israel,Israel,b.DEU.021.020,34.851612,31.046051000000002,6055,,,
6056,Israel,Israel,b.DEU.021.021,34.851612,31.046051000000002,6056,,,
6057,,,b.DEU.021.022,,,6057,,,
6058,,,b.DEU.021.023,,,6058,,,
6059,,,b.DEU.022.001,,,6059,,,
6060,,,b.DEU.022.002,,,6060,,,
6061,,,b.DEU.022.003,,,6061,,,
6062,,,b.DEU.022.004,,,6062,,,
6063,,,b.DEU.022.005,,,6063,,,
6064,,,b.DEU.022.006,,,6064,,,
6065,,,b.DEU.022.007,,,6065,,,
6066,,,b.DEU.022.008,,,6066,,,
6067,,,b.DEU.022.009,,,6067,,,
6068,,,b.DEU.022.010,,,6068,,,
6069,,,b.DEU.022.011,,,6069,,,
6070,,,b.DEU.022.012,,,6070,,,
6071,,,b.DEU.022.013,,,6071,,,
6072,,,b.DEU.022.014,,,6072,,,
6073,Israel,Israel,b.DEU.022.015,34.851612,31.046051000000002,6073,,,
6074,,,b.DEU.022.016,,,6074,,,
6075,Israel,Israel,b.DEU.022.017,34.851612,31.046051000000002,6075,,,
6076,Israel,Israel,b.DEU.022.018,34.851612,31.046051000000002,6076,,,
6077,,,b.DEU.022.019,,,6077,,,
6078,,,b.DEU.022.020,,,6078,,,
6079,Israel,Israel,b.DEU.022.021,34.851612,31.046051000000002,6079,,,
6080,,,b.DEU.022.022,,,6080,,,
6081,Israel,Israel,b.DEU.022.023,34.851612,31.046051000000002,6081,,,
6082,Israel,Israel,b.DEU.022.024,34.851612,31.046051000000002,6082,,,
6083,,,b.DEU.022.025,,,6083,,,
6084,,,b.DEU.022.026,,,6084,,,
6085,,,b.DEU.022.027,,,6085,,,
6086,,,b.DEU.022.028,,,6086,,,
6087,,,b.DEU.022.029,,,6087,,,
6088,,,b.DEU.022.030,,,6088,,,
6089,,,b.DEU.023.001,,,6089,,,
6090,,,b.DEU.023.002,,,6090,,,
6091,,,b.DEU.023.003,,,6091,,,
6092,Egipto,Egipto,b.DEU.023.004,30.802497999999996,26.820553000000004,6092,,,
6093,Mesopotamia,Mesopotamia,b.DEU.023.004,43.483738,34.5337527,6093,,,
6094,,,b.DEU.023.004,,,6094,,,
6095,,,b.DEU.023.005,,,6095,,,
6096,,,b.DEU.023.006,,,6096,,,
6097,Egipto,Egipto,b.DEU.023.007,30.802497999999996,26.820553000000004,6097,,,
6098,,,b.DEU.023.008,,,6098,,,
6099,,,b.DEU.023.009,,,6099,,,
6100,,,b.DEU.023.010,,,6100,,,
6101,,,b.DEU.023.011,,,6101,,,
6102,,,b.DEU.023.012,,,6102,,,
6103,,,b.DEU.023.013,,,6103,,,
6104,Israel,Israel,b.DEU.023.014,34.851612,31.046051000000002,6104,,,
6105,,,b.DEU.023.015,,,6105,,,
6106,Israel,Israel,b.DEU.023.016,34.851612,31.046051000000002,6106,,,
6107,,,b.DEU.023.017,,,6107,,,
6108,,,b.DEU.023.018,,,6108,,,
6109,,,b.DEU.023.019,,,6109,,,
6110,Israel,Israel,b.DEU.023.020,34.851612,31.046051000000002,6110,,,
6111,,,b.DEU.023.021,,,6111,,,
6112,,,b.DEU.023.022,,,6112,,,
6113,,,b.DEU.023.023,,,6113,,,
6114,,,b.DEU.023.024,,,6114,,,
6115,,,b.DEU.023.025,,,6115,,,
6116,,,b.DEU.024.001,,,6116,,,
6117,,,b.DEU.024.002,,,6117,,,
6118,,,b.DEU.024.003,,,6118,,,
6119,Israel,Israel,b.DEU.024.004,34.851612,31.046051000000002,6119,,,
6120,,,b.DEU.024.005,,,6120,,,
6121,,,b.DEU.024.006,,,6121,,,
6122,,,b.DEU.024.007,,,6122,,,
6123,,,b.DEU.024.008,,,6123,,,
6124,Egipto,Egipto,b.DEU.024.009,30.802497999999996,26.820553000000004,6124,,,
6125,,,b.DEU.024.010,,,6125,,,
6126,,,b.DEU.024.011,,,6126,,,
6127,,,b.DEU.024.012,,,6127,,,
6128,,,b.DEU.024.013,,,6128,,,
6129,Israel,Israel,b.DEU.024.014,34.851612,31.046051000000002,6129,,,
6130,,,b.DEU.024.015,,,6130,,,
6131,,,b.DEU.024.016,,,6131,,,
6132,,,b.DEU.024.017,,,6132,,,
6133,Egipto,Egipto,b.DEU.024.018,30.802497999999996,26.820553000000004,6133,,,
6134,,,b.DEU.024.019,,,6134,,,
6135,,,b.DEU.024.020,,,6135,,,
6136,,,b.DEU.024.021,,,6136,,,
6137,Egipto,Egipto,b.DEU.024.022,30.802497999999996,26.820553000000004,6137,,,
6138,,,b.DEU.025.001,,,6138,,,
6139,,,b.DEU.025.002,,,6139,,,
6140,,,b.DEU.025.003,,,6140,,,
6141,,,b.DEU.025.004,,,6141,,,
6142,,,b.DEU.025.005,,,6142,,,
6143,,,b.DEU.025.006,,,6143,,,
6144,Israel,Israel,b.DEU.025.007,34.851612,31.046051000000002,6144,,,
6145,Israel,Israel,b.DEU.025.008,34.851612,31.046051000000002,6145,,,
6146,,,b.DEU.025.009,,,6146,,,
6147,,,b.DEU.025.010,,,6147,,,
6148,,,b.DEU.025.011,,,6148,,,
6149,,,b.DEU.025.012,,,6149,,,
6150,,,b.DEU.025.013,,,6150,,,
6151,,,b.DEU.025.014,,,6151,,,
6152,Israel,Israel,b.DEU.025.015,34.851612,31.046051000000002,6152,,,
6153,,,b.DEU.025.016,,,6153,,,
6154,Egipto,Egipto,b.DEU.025.017,30.802497999999996,26.820553000000004,6154,,,
6155,,,b.DEU.025.018,,,6155,,,
6156,Israel,Israel,b.DEU.025.019,34.851612,31.046051000000002,6156,,,
6157,Israel,Israel,b.DEU.026.001,34.851612,31.046051000000002,6157,,,
6158,Israel,Israel,b.DEU.026.002,34.851612,31.046051000000002,6158,,,
6159,Israel,Israel,b.DEU.026.003,34.851612,31.046051000000002,6159,,,
6160,,,b.DEU.026.004,,,6160,,,
6161,Egipto,Egipto,b.DEU.026.005,30.802497999999996,26.820553000000004,6161,,,
6162,,,b.DEU.026.006,,,6162,,,
6163,,,b.DEU.026.007,,,6163,,,
6164,Egipto,Egipto,b.DEU.026.008,30.802497999999996,26.820553000000004,6164,,,
6165,Israel,Israel,b.DEU.026.009,34.851612,31.046051000000002,6165,,,
6166,Israel,Israel,b.DEU.026.010,34.851612,31.046051000000002,6166,,,
6167,,,b.DEU.026.011,,,6167,,,
6168,Israel,Israel,b.DEU.026.012,34.851612,31.046051000000002,6168,,,
6169,,,b.DEU.026.013,,,6169,,,
6170,,,b.DEU.026.014,,,6170,,,
6171,,,b.DEU.026.015,,,6171,,,
6172,Israel,Israel,b.DEU.026.015,34.851612,31.046051000000002,6172,,,
6173,,,b.DEU.026.016,,,6173,,,
6174,,,b.DEU.026.017,,,6174,,,
6175,,,b.DEU.026.018,,,6175,,,
6176,,,b.DEU.026.019,,,6176,,,
6177,,,b.DEU.027.001,,,6177,,,
6178,Jordán,Jordán,b.DEU.027.002,36.238414,30.585164000000002,6178,,,
6179,,,b.DEU.027.002,,,6179,,,
6180,,,b.DEU.027.003,,,6180,,,
6181,Jordán,Jordán,b.DEU.027.004,36.238414,30.585164000000002,6181,,,
6182,,,b.DEU.027.004,,,6182,,,
6183,,,b.DEU.027.005,,,6183,,,
6184,,,b.DEU.027.006,,,6184,,,
6185,,,b.DEU.027.007,,,6185,,,
6186,,,b.DEU.027.008,,,6186,,,
6187,,,b.DEU.027.009,,,6187,,,
6188,,,b.DEU.027.010,,,6188,,,
6189,,,b.DEU.027.011,,,6189,,,
6190,Jordán,Jordán,b.DEU.027.012,36.238414,30.585164000000002,6190,,,
6191,,,b.DEU.027.012,,,6191,,,
6192,,,b.DEU.027.013,,,6192,,,
6193,,,b.DEU.027.014,,,6193,,,
6194,,,b.DEU.027.015,,,6194,,,
6195,,,b.DEU.027.016,,,6195,,,
6196,,,b.DEU.027.017,,,6196,,,
6197,,,b.DEU.027.018,,,6197,,,
6198,,,b.DEU.027.019,,,6198,,,
6199,,,b.DEU.027.020,,,6199,,,
6200,,,b.DEU.027.021,,,6200,,,
6201,,,b.DEU.027.022,,,6201,,,
6202,,,b.DEU.027.023,,,6202,,,
6203,,,b.DEU.027.024,,,6203,,,
6204,,,b.DEU.027.025,,,6204,,,
6205,,,b.DEU.027.026,,,6205,,,
6206,,,b.DEU.028.001,,,6206,,,
6207,,,b.DEU.028.002,,,6207,,,
6208,Israel,Israel,b.DEU.028.003,34.851612,31.046051000000002,6208,,,
6209,Israel,Israel,b.DEU.028.004,34.851612,31.046051000000002,6209,,,
6210,,,b.DEU.028.005,,,6210,,,
6211,,,b.DEU.028.006,,,6211,,,
6212,,,b.DEU.028.007,,,6212,,,
6213,Israel,Israel,b.DEU.028.008,34.851612,31.046051000000002,6213,,,
6214,,,b.DEU.028.009,,,6214,,,
6215,,,b.DEU.028.010,,,6215,,,
6216,Israel,Israel,b.DEU.028.011,34.851612,31.046051000000002,6216,,,
6217,Israel,Israel,b.DEU.028.012,34.851612,31.046051000000002,6217,,,
6218,,,b.DEU.028.013,,,6218,,,
6219,,,b.DEU.028.014,,,6219,,,
6220,,,b.DEU.028.015,,,6220,,,
6221,Israel,Israel,b.DEU.028.016,34.851612,31.046051000000002,6221,,,
6222,,,b.DEU.028.017,,,6222,,,
6223,,,b.DEU.028.018,,,6223,,,
6224,,,b.DEU.028.019,,,6224,,,
6225,,,b.DEU.028.020,,,6225,,,
6226,Israel,Israel,b.DEU.028.021,34.851612,31.046051000000002,6226,,,
6227,,,b.DEU.028.022,,,6227,,,
6228,,,b.DEU.028.023,,,6228,,,
6229,,,b.DEU.028.024,,,6229,,,
6230,,,b.DEU.028.025,,,6230,,,
6231,,,b.DEU.028.026,,,6231,,,
6232,Egipto,Egipto,b.DEU.028.027,30.802497999999996,26.820553000000004,6232,,,
6233,,,b.DEU.028.028,,,6233,,,
6234,,,b.DEU.028.029,,,6234,,,
6235,,,b.DEU.028.030,,,6235,,,
6236,,,b.DEU.028.031,,,6236,,,
6237,,,b.DEU.028.032,,,6237,,,
6238,,,b.DEU.028.033,,,6238,,,
6239,,,b.DEU.028.034,,,6239,,,
6240,,,b.DEU.028.035,,,6240,,,
6241,,,b.DEU.028.036,,,6241,,,
6242,,,b.DEU.028.037,,,6242,,,
6243,,,b.DEU.028.038,,,6243,,,
6244,,,b.DEU.028.039,,,6244,,,
6245,Israel,Israel,b.DEU.028.040,34.851612,31.046051000000002,6245,,,
