,Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID
12949,,,b.1CH.005.021,,,12949,,,
12950,,,b.1CH.005.022,,,12950,,,
12951,,,b.1CH.005.023,,,12951,,,
12952,Basán,Basán,b.1CH.005.023,35.909388,32.928033,12952,,,
12953,,,b.1CH.005.023,,,12953,,,
12954,,,b.1CH.005.023,,,12954,,,
12955,,,b.1CH.005.024,,,12955,,,
12956,tierra,tierra,b.1CH.005.025,0.0,-90.0,12956,,,
12957,,,b.1CH.005.026,,,12957,,,
12958,,,b.1CH.005.026,,,12958,,,
12959,,,b.1CH.005.026,,,12959,,,
12960,,,b.1CH.005.026,,,12960,,,
12961,,,b.1CH.006.001,,,12961,,,
12962,,,b.1CH.006.002,,,12962,,,
12963,,,b.1CH.006.003,,,12963,,,
12964,,,b.1CH.006.004,,,12964,,,
12965,,,b.1CH.006.005,,,12965,,,
12966,,,b.1CH.006.006,,,12966,,,
12967,,,b.1CH.006.007,,,12967,,,
12968,,,b.1CH.006.008,,,12968,,,
12969,,,b.1CH.006.009,,,12969,,,
12970,templo,templo,b.1CH.006.010,35.619167,33.186667,12970,,,
12971,Jerusalén,Jerusalén,b.1CH.006.010,35.21371,31.768319,12971,,,
12972,,,b.1CH.006.011,,,12972,,,
12973,,,b.1CH.006.012,,,12973,,,
12974,,,b.1CH.006.013,,,12974,,,
12975,,,b.1CH.006.014,,,12975,,,
12976,Jerusalén,Jerusalén,b.1CH.006.015,35.21371,31.768319,12976,,,
12977,Judea,Judea,b.1CH.006.015,35.2035394,31.903215399999997,12977,,,
12978,,,b.1CH.006.016,,,12978,,,
12979,,,b.1CH.006.017,,,12979,,,
12980,,,b.1CH.006.018,,,12980,,,
12981,,,b.1CH.006.019,,,12981,,,
12982,,,b.1CH.006.020,,,12982,,,
12983,,,b.1CH.006.021,,,12983,,,
12984,,,b.1CH.006.022,,,12984,,,
12985,,,b.1CH.006.023,,,12985,,,
12986,,,b.1CH.006.024,,,12986,,,
12987,,,b.1CH.006.025,,,12987,,,
12988,,,b.1CH.006.026,,,12988,,,
12989,,,b.1CH.006.027,,,12989,,,
12990,,,b.1CH.006.028,,,12990,,,
12991,,,b.1CH.006.029,,,12991,,,
12992,,,b.1CH.006.030,,,12992,,,
12993,,,b.1CH.006.031,,,12993,,,
12994,templo,templo,b.1CH.006.032,35.619167,33.186667,12994,,,
12995,,,b.1CH.006.032,,,12995,,,
12996,Jerusalén,Jerusalén,b.1CH.006.032,35.21371,31.768319,12996,,,
12997,,,b.1CH.006.033,,,12997,,,
12998,,,b.1CH.006.034,,,12998,,,
12999,,,b.1CH.006.035,,,12999,,,
13000,,,b.1CH.006.036,,,13000,,,
13001,,,b.1CH.006.037,,,13001,,,
13002,,,b.1CH.006.038,,,13002,,,
13003,,,b.1CH.006.039,,,13003,,,
13004,,,b.1CH.006.040,,,13004,,,
13005,,,b.1CH.006.041,,,13005,,,
13006,,,b.1CH.006.042,,,13006,,,
13007,,,b.1CH.006.043,,,13007,,,
13008,,,b.1CH.006.044,,,13008,,,
13009,,,b.1CH.006.045,,,13009,,,
13010,,,b.1CH.006.046,,,13010,,,
13011,,,b.1CH.006.047,,,13011,,,
13012,,,b.1CH.006.048,,,13012,,,
13013,tierra,tierra,b.1CH.006.049,0.0,-90.0,13013,,,
13014,,,b.1CH.006.050,,,13014,,,
13015,,,b.1CH.006.051,,,13015,,,
13016,,,b.1CH.006.052,,,13016,,,
13017,,,b.1CH.006.053,,,13017,,,
13018,,,b.1CH.006.054,,,13018,,,
13019,Hebrón,Hebrón,b.1CH.006.055,35.099826,31.532569,13019,,,
13020,Judea,Judea,b.1CH.006.055,35.2035394,31.903215399999997,13020,,,
13021,Hebrón,Hebrón,b.1CH.006.056,35.099826,31.532569,13021,,,
13022,Hebrón,Hebrón,b.1CH.006.057,35.099826,31.532569,13022,,,
13023,,,b.1CH.006.057,,,13023,,,
13024,,,b.1CH.006.057,,,13024,,,
13025,,,b.1CH.006.057,,,13025,,,
13026,Debir,Debir,b.1CH.006.058,35.00959,31.42847,13026,,,
13027,,,b.1CH.006.058,,,13027,,,
13028,,,b.1CH.006.059,,,13028,,,
13029,,,b.1CH.006.059,,,13029,,,
13030,,,b.1CH.006.060,,,13030,,,
13031,Benjamín,Benjamín,b.1CH.006.060,35.1649,31.78981,13031,,,
13032,,,b.1CH.006.060,,,13032,,,
13033,,,b.1CH.006.060,,,13033,,,
13034,,,b.1CH.006.060,,,13034,,,
13035,,,b.1CH.006.061,,,13035,,,
13036,Basán,Basán,b.1CH.006.062,35.909388,32.928033,13036,,,
13037,,,b.1CH.006.062,,,13037,,,
13038,,,b.1CH.006.063,,,13038,,,
13039,Israel,Israel,b.1CH.006.064,34.851612,31.046051000000002,13039,,,
13040,,,b.1CH.006.064,,,13040,,,
13041,,,b.1CH.006.065,,,13041,,,
13042,,,b.1CH.006.066,,,13042,,,
13043,Efraín,Efraín,b.1CH.006.066,35.289528,32.055556,13043,,,
13044,Siquem,Siquem,b.1CH.006.067,35.266111,32.216111,13044,,,
13045,Efraín,Efraín,b.1CH.006.067,35.289528,32.055556,13045,,,
13046,,,b.1CH.006.067,,,13046,,,
13047,,,b.1CH.006.068,,,13047,,,
13048,,,b.1CH.006.068,,,13048,,,
13049,,,b.1CH.006.069,,,13049,,,
13050,,,b.1CH.006.069,,,13050,,,
13051,,,b.1CH.006.069,,,13051,,,
13052,,,b.1CH.006.069,,,13052,,,
13053,,,b.1CH.006.069,,,13053,,,
13054,,,b.1CH.006.070,,,13054,,,
13055,,,b.1CH.006.070,,,13055,,,
13056,Basán,Basán,b.1CH.006.071,35.909388,32.928033,13056,,,
13057,,,b.1CH.006.071,,,13057,,,
13058,,,b.1CH.006.071,,,13058,,,
13059,,,b.1CH.006.072,,,13059,,,
13060,,,b.1CH.006.072,,,13060,,,
13061,,,b.1CH.006.073,,,13061,,,
13062,,,b.1CH.006.073,,,13062,,,
13063,,,b.1CH.006.073,,,13063,,,
13064,,,b.1CH.006.073,,,13064,,,
13065,,,b.1CH.006.074,,,13065,,,
13066,,,b.1CH.006.074,,,13066,,,
13067,,,b.1CH.006.075,,,13067,,,
13068,,,b.1CH.006.075,,,13068,,,
13069,,,b.1CH.006.075,,,13069,,,
13070,,,b.1CH.006.075,,,13070,,,
13071,,,b.1CH.006.076,,,13071,,,
13072,,,b.1CH.006.076,,,13072,,,
13073,,,b.1CH.006.076,,,13073,,,
13074,Galilea,Galilea,b.1CH.006.076,35.5879975,32.8244321,13074,,,
13075,Rimón,Rimón,b.1CH.006.077,35.29401,31.92465,13075,,,
13076,Tabor,Tabor,b.1CH.006.077,35.39065,32.68207,13076,,,
13077,Jordán,Jordán,b.1CH.006.078,36.238414,30.585164000000002,13077,,,
13078,Jericó,Jericó,b.1CH.006.078,35.4617583,31.8611058,13078,,,
13079,,,b.1CH.006.078,,,13079,,,
13080,,,b.1CH.006.078,,,13080,,,
13081,,,b.1CH.006.078,,,13081,,,
13082,,,b.1CH.006.079,,,13082,,,
13083,,,b.1CH.006.079,,,13083,,,
13084,,,b.1CH.006.079,,,13084,,,
13085,,,b.1CH.006.079,,,13085,,,
13086,Galaad,Galaad,b.1CH.006.080,35.868589,32.107445,13086,,,
13087,,,b.1CH.006.080,,,13087,,,
13088,,,b.1CH.006.080,,,13088,,,
13089,,,b.1CH.006.081,,,13089,,,
13090,Hesbón,Hesbón,b.1CH.006.081,35.797826,31.771516,13090,,,
13091,,,b.1CH.006.081,,,13091,,,
13092,,,b.1CH.006.081,,,13092,,,
13093,,,b.1CH.007.001,,,13093,,,
13094,,,b.1CH.007.002,,,13094,,,
13095,,,b.1CH.007.003,,,13095,,,
13096,,,b.1CH.007.004,,,13096,,,
13097,,,b.1CH.007.005,,,13097,,,
13098,,,b.1CH.007.006,,,13098,,,
13099,,,b.1CH.007.007,,,13099,,,
13100,,,b.1CH.007.008,,,13100,,,
13101,,,b.1CH.007.009,,,13101,,,
13102,,,b.1CH.007.010,,,13102,,,
13103,,,b.1CH.007.011,,,13103,,,
13104,,,b.1CH.007.012,,,13104,,,
13105,,,b.1CH.007.013,,,13105,,,
13106,Galaad,Galaad,b.1CH.007.014,35.868589,32.107445,13106,,,
13107,,,b.1CH.007.015,,,13107,,,
13108,,,b.1CH.007.016,,,13108,,,
13109,,,b.1CH.007.017,,,13109,,,
13110,,,b.1CH.007.018,,,13110,,,
13111,,,b.1CH.007.019,,,13111,,,
13112,,,b.1CH.007.020,,,13112,,,
13113,Gat,Gat,b.1CH.007.021,34.846944,31.699722,13113,,,
13114,,,b.1CH.007.022,,,13114,,,
13115,,,b.1CH.007.023,,,13115,,,
13116,,,b.1CH.007.024,,,13116,,,
13117,,,b.1CH.007.024,,,13117,,,
13118,,,b.1CH.007.025,,,13118,,,
13119,,,b.1CH.007.026,,,13119,,,
13120,,,b.1CH.007.027,,,13120,,,
13121,Gaza,Gaza,b.1CH.007.028,34.3088255,31.354676300000005,13121,,,
13122,Bet-el,Bet-el,b.1CH.007.028,35.222734,31.9416,13122,,,
13123,Siquem,Siquem,b.1CH.007.028,35.266111,32.216111,13123,,,
13124,,,b.1CH.007.028,,,13124,,,
13125,,,b.1CH.007.028,,,13125,,,
13126,Manasés,Manasés,b.1CH.007.029,35.52114,32.213448,13126,,,
13127,,,b.1CH.007.029,,,13127,,,
13128,,,b.1CH.007.029,,,13128,,,
13129,,,b.1CH.007.029,,,13129,,,
13130,,,b.1CH.007.029,,,13130,,,
13131,,,b.1CH.007.030,,,13131,,,
13132,,,b.1CH.007.031,,,13132,,,
13133,,,b.1CH.007.032,,,13133,,,
13134,,,b.1CH.007.033,,,13134,,,
13135,,,b.1CH.007.034,,,13135,,,
13136,,,b.1CH.007.035,,,13136,,,
13137,,,b.1CH.007.036,,,13137,,,
13138,,,b.1CH.007.037,,,13138,,,
13139,,,b.1CH.007.038,,,13139,,,
13140,,,b.1CH.007.039,,,13140,,,
13141,,,b.1CH.007.040,,,13141,,,
13142,,,b.1CH.008.001,,,13142,,,
13143,,,b.1CH.008.002,,,13143,,,
13144,,,b.1CH.008.003,,,13144,,,
13145,,,b.1CH.008.004,,,13145,,,
13146,,,b.1CH.008.005,,,13146,,,
13147,,,b.1CH.008.006,,,13147,,,
13148,,,b.1CH.008.007,,,13148,,,
13149,campos de Moab,campos de Moab,b.1CH.008.008,35.6184,31.0003,13149,,,
13150,,,b.1CH.008.009,,,13150,,,
13151,,,b.1CH.008.010,,,13151,,,
13152,,,b.1CH.008.011,,,13152,,,
13153,,,b.1CH.008.012,,,13153,,,
13154,,,b.1CH.008.012,,,13154,,,
13155,,,b.1CH.008.013,,,13155,,,
13156,Gat,Gat,b.1CH.008.013,34.846944,31.699722,13156,,,
13157,,,b.1CH.008.014,,,13157,,,
13158,,,b.1CH.008.015,,,13158,,,
13159,,,b.1CH.008.016,,,13159,,,
13160,,,b.1CH.008.017,,,13160,,,
13161,,,b.1CH.008.018,,,13161,,,
13162,,,b.1CH.008.019,,,13162,,,
13163,,,b.1CH.008.020,,,13163,,,
13164,,,b.1CH.008.021,,,13164,,,
13165,,,b.1CH.008.022,,,13165,,,
13166,,,b.1CH.008.023,,,13166,,,
13167,,,b.1CH.008.024,,,13167,,,
13168,,,b.1CH.008.025,,,13168,,,
13169,,,b.1CH.008.026,,,13169,,,
13170,,,b.1CH.008.027,,,13170,,,
13171,Jerusalén,Jerusalén,b.1CH.008.028,35.21371,31.768319,13171,,,
13172,Gabaón,Gabaón,b.1CH.008.029,35.183351,31.847451,13172,,,
13173,,,b.1CH.008.030,,,13173,,,
13174,,,b.1CH.008.031,,,13174,,,
13175,Jerusalén,Jerusalén,b.1CH.008.032,35.21371,31.768319,13175,,,
13176,,,b.1CH.008.033,,,13176,,,
13177,,,b.1CH.008.034,,,13177,,,
13178,,,b.1CH.008.035,,,13178,,,
13179,,,b.1CH.008.036,,,13179,,,
13180,,,b.1CH.008.037,,,13180,,,
13181,,,b.1CH.008.038,,,13181,,,
13182,,,b.1CH.008.039,,,13182,,,
13183,,,b.1CH.008.040,,,13183,,,
13184,Babilonia,Babilonia,b.1CH.009.001,44.431644,32.541781,13184,,,
13185,templo,templo,b.1CH.009.002,35.619167,33.186667,13185,,,
13186,Jerusalén,Jerusalén,b.1CH.009.002,35.21371,31.768319,13186,,,
13187,Jerusalén,Jerusalén,b.1CH.009.003,35.21371,31.768319,13187,,,
13188,,,b.1CH.009.004,,,13188,,,
13189,,,b.1CH.009.005,,,13189,,,
13190,,,b.1CH.009.006,,,13190,,,
13191,,,b.1CH.009.007,,,13191,,,
13192,,,b.1CH.009.008,,,13192,,,
13193,,,b.1CH.009.009,,,13193,,,
13194,,,b.1CH.009.010,,,13194,,,
13195,templo,templo,b.1CH.009.011,35.619167,33.186667,13195,,,
13196,,,b.1CH.009.012,,,13196,,,
13197,templo,templo,b.1CH.009.013,35.619167,33.186667,13197,,,
13198,,,b.1CH.009.014,,,13198,,,
13199,,,b.1CH.009.015,,,13199,,,
13200,,,b.1CH.009.016,,,13200,,,
13201,,,b.1CH.009.017,,,13201,,,
13202,,,b.1CH.009.018,,,13202,,,
13203,,,b.1CH.009.019,,,13203,,,
13204,,,b.1CH.009.020,,,13204,,,
13205,,,b.1CH.009.021,,,13205,,,
13206,,,b.1CH.009.022,,,13206,,,
13207,templo,templo,b.1CH.009.023,35.619167,33.186667,13207,,,
13208,,,b.1CH.009.023,,,13208,,,
13209,,,b.1CH.009.024,,,13209,,,
13210,,,b.1CH.009.025,,,13210,,,
13211,templo,templo,b.1CH.009.026,35.619167,33.186667,13211,,,
13212,templo,templo,b.1CH.009.027,35.619167,33.186667,13212,,,
13213,,,b.1CH.009.028,,,13213,,,
13214,templo,templo,b.1CH.009.029,35.619167,33.186667,13214,,,
13215,,,b.1CH.009.030,,,13215,,,
13216,,,b.1CH.009.031,,,13216,,,
13217,,,b.1CH.009.032,,,13217,,,
13218,templo,templo,b.1CH.009.033,35.619167,33.186667,13218,,,
13219,Jerusalén,Jerusalén,b.1CH.009.034,35.21371,31.768319,13219,,,
13220,Gabaón,Gabaón,b.1CH.009.035,35.183351,31.847451,13220,,,
13221,,,b.1CH.009.036,,,13221,,,
13222,,,b.1CH.009.037,,,13222,,,
13223,Jerusalén,Jerusalén,b.1CH.009.038,35.21371,31.768319,13223,,,
13224,,,b.1CH.009.039,,,13224,,,
13225,,,b.1CH.009.040,,,13225,,,
13226,,,b.1CH.009.041,,,13226,,,
13227,,,b.1CH.009.042,,,13227,,,
13228,,,b.1CH.009.043,,,13228,,,
13229,,,b.1CH.009.044,,,13229,,,
13230,,,b.1CH.010.001,,,13230,,,
13231,,,b.1CH.010.002,,,13231,,,
13232,,,b.1CH.010.003,,,13232,,,
13233,,,b.1CH.010.004,,,13233,,,
13234,,,b.1CH.010.005,,,13234,,,
13235,,,b.1CH.010.006,,,13235,,,
13236,Jerusalén,Jerusalén,b.1CH.010.007,35.21371,31.768319,13236,,,
13237,,,b.1CH.010.007,,,13237,,,
13238,,,b.1CH.010.008,,,13238,,,
13239,tierra,tierra,b.1CH.010.009,0.0,-90.0,13239,,,
13240,,,b.1CH.010.010,,,13240,,,
13241,Galaad,Galaad,b.1CH.010.011,35.868589,32.107445,13241,,,
13242,,,b.1CH.010.011,,,13242,,,
13243,,,b.1CH.010.012,,,13243,,,
13244,,,b.1CH.010.013,,,13244,,,
13245,Israel,Israel,b.1CH.010.014,34.851612,31.046051000000002,13245,,,
13246,Hebrón,Hebrón,b.1CH.011.001,35.099826,31.532569,13246,,,
13247,Israel,Israel,b.1CH.011.002,34.851612,31.046051000000002,13247,,,
13248,Hebrón,Hebrón,b.1CH.011.003,35.099826,31.532569,13248,,,
13249,Israel,Israel,b.1CH.011.003,34.851612,31.046051000000002,13249,,,
13250,Jerusalén,Jerusalén,b.1CH.011.004,35.21371,31.768319,13250,,,
13251,,,b.1CH.011.004,,,13251,,,
13252,Sión,Sión,b.1CH.011.005,35.228611111111,31.771666666667,13252,,,
13253,,,b.1CH.011.005,,,13253,,,
13254,,,b.1CH.011.005,,,13254,,,
13255,,,b.1CH.011.006,,,13255,,,
13256,,,b.1CH.011.007,,,13256,,,
13257,Jerusalén,Jerusalén,b.1CH.011.008,35.21371,31.768319,13257,,,
13258,,,b.1CH.011.008,,,13258,,,
13259,,,b.1CH.011.008,,,13259,,,
13260,,,b.1CH.011.009,,,13260,,,
13261,Israel,Israel,b.1CH.011.010,34.851612,31.046051000000002,13261,,,
13262,,,b.1CH.011.011,,,13262,,,
13263,,,b.1CH.011.012,,,13263,,,
13264,,,b.1CH.011.013,,,13264,,,
13265,,,b.1CH.011.014,,,13265,,,
13266,,,b.1CH.011.015,,,13266,,,
13267,,,b.1CH.011.015,,,13267,,,
13268,Belén,Belén,b.1CH.011.016,35.2024425,31.7053821,13268,,,
13269,,,b.1CH.011.016,,,13269,,,
13270,Belén,Belén,b.1CH.011.017,35.2024425,31.7053821,13270,,,
13271,Belén,Belén,b.1CH.011.018,35.2024425,31.7053821,13271,,,
13272,tierra de los filisteos,tierra de los filisteos,b.1CH.011.018,34.566667,31.666667,13272,,,
13273,,,b.1CH.011.019,,,13273,,,
13274,,,b.1CH.011.020,,,13274,,,
13275,,,b.1CH.011.021,,,13275,,,
13276,,,b.1CH.011.022,,,13276,,,
13277,,,b.1CH.011.023,,,13277,,,
13278,,,b.1CH.011.024,,,13278,,,
13279,,,b.1CH.011.025,,,13279,,,
13280,Belén,Belén,b.1CH.011.026,35.2024425,31.7053821,13280,,,
13281,,,b.1CH.011.027,,,13281,,,
13282,,,b.1CH.011.028,,,13282,,,
13283,,,b.1CH.011.029,,,13283,,,
13284,,,b.1CH.011.030,,,13284,,,
13285,Gabaa,Gabaa,b.1CH.011.031,35.230833,31.823039,13285,,,
13286,,,b.1CH.011.032,,,13286,,,
13287,,,b.1CH.011.033,,,13287,,,
13288,,,b.1CH.011.034,,,13288,,,
13289,,,b.1CH.011.035,,,13289,,,
13290,,,b.1CH.011.036,,,13290,,,
13291,,,b.1CH.011.037,,,13291,,,
13292,,,b.1CH.011.038,,,13292,,,
13293,,,b.1CH.011.039,,,13293,,,
13294,,,b.1CH.011.040,,,13294,,,
13295,,,b.1CH.011.041,,,13295,,,
13296,,,b.1CH.011.042,,,13296,,,
13297,,,b.1CH.011.043,,,13297,,,
13298,,,b.1CH.011.044,,,13298,,,
13299,,,b.1CH.011.045,,,13299,,,
13300,,,b.1CH.011.046,,,13300,,,
13301,,,b.1CH.011.047,,,13301,,,
13302,,,b.1CH.012.001,,,13302,,,
13303,Efraín,Efraín,b.1CH.012.002,35.289528,32.055556,13303,,,
13304,Benjamín,Benjamín,b.1CH.012.002,35.1649,31.78981,13304,,,
13305,,,b.1CH.012.003,,,13305,,,
13306,,,b.1CH.012.004,,,13306,,,
13307,,,b.1CH.012.005,,,13307,,,
13308,,,b.1CH.012.006,,,13308,,,
13309,,,b.1CH.012.007,,,13309,,,
13310,Israel,Israel,b.1CH.012.008,34.851612,31.046051000000002,13310,,,
13311,Sinaí,Sinaí,b.1CH.012.008,34.0,29.5,13311,,,
13312,,,b.1CH.012.009,,,13312,,,
13313,,,b.1CH.012.010,,,13313,,,
13314,,,b.1CH.012.011,,,13314,,,
13315,,,b.1CH.012.012,,,13315,,,
13316,,,b.1CH.012.013,,,13316,,,
13317,Gad,Gad,b.1CH.012.014,35.797279,31.971978,13317,,,
13318,,,b.1CH.012.015,,,13318,,,
13319,Jordán,Jordán,b.1CH.012.015,36.238414,30.585164000000002,13319,,,
13320,Israel,Israel,b.1CH.012.015,34.851612,31.046051000000002,13320,,,
13321,,,b.1CH.012.015,,,13321,,,
13322,Israel,Israel,b.1CH.012.016,34.851612,31.046051000000002,13322,,,
13323,Judea,Judea,b.1CH.012.016,35.2035394,31.903215399999997,13323,,,
13324,,,b.1CH.012.017,,,13324,,,
13325,,,b.1CH.012.018,,,13325,,,
13326,,,b.1CH.012.019,,,13326,,,
13327,,,b.1CH.012.020,,,13327,,,
13328,,,b.1CH.012.021,,,13328,,,
13329,,,b.1CH.012.022,,,13329,,,
13330,Hebrón,Hebrón,b.1CH.012.023,35.099826,31.532569,13330,,,
13331,Persia,Persia,b.1CH.012.023,53.68804599999999,32.427908,13331,,,
13332,Judea,Judea,b.1CH.012.024,35.2035394,31.903215399999997,13332,,,
13333,,,b.1CH.012.025,,,13333,,,
13334,,,b.1CH.012.026,,,13334,,,
13335,,,b.1CH.012.027,,,13335,,,
13336,templo,templo,b.1CH.012.028,35.619167,33.186667,13336,,,
13337,templo,templo,b.1CH.012.029,35.619167,33.186667,13337,,,
13338,,,b.1CH.012.030,,,13338,,,
13339,,,b.1CH.012.031,,,13339,,,
13340,Israel,Israel,b.1CH.012.032,34.851612,31.046051000000002,13340,,,
13341,Zabulón,Zabulón,b.1CH.012.033,35.117095,32.7932395,13341,,,
13342,Neftalí,Neftalí,b.1CH.012.034,35.553944,33.028429,13342,,,
13343,Dan,Dan,b.1CH.012.035,34.79275,31.913148,13343,,,
13344,Aser,Aser,b.1CH.012.036,35.241856,33.171148,13344,,,
13345,Jordán,Jordán,b.1CH.012.037,36.238414,30.585164000000002,13345,,,
13346,,,b.1CH.012.037,,,13346,,,
13347,Hebrón,Hebrón,b.1CH.012.038,35.099826,31.532569,13347,,,
13348,Israel,Israel,b.1CH.012.038,34.851612,31.046051000000002,13348,,,
13349,,,b.1CH.012.039,,,13349,,,
13350,Israel,Israel,b.1CH.012.040,34.851612,31.046051000000002,13350,,,
13351,Neftalí,Neftalí,b.1CH.012.040,35.553944,33.028429,13351,,,
13352,Zabulón,Zabulón,b.1CH.012.040,35.117095,32.7932395,13352,,,
13353,,,b.1CH.013.001,,,13353,,,
13354,Israel,Israel,b.1CH.013.002,34.851612,31.046051000000002,13354,,,
13355,,,b.1CH.013.002,,,13355,,,
13356,,,b.1CH.013.003,,,13356,,,
13357,,,b.1CH.013.004,,,13357,,,
13358,Egipto,Egipto,b.1CH.013.005,30.802497999999996,26.820553000000004,13358,,,
13359,Hamat,Hamat,b.1CH.013.005,36.75,35.133333,13359,,,
13360,,,b.1CH.013.005,,,13360,,,
13361,,,b.1CH.013.005,,,13361,,,
13362,Judea,Judea,b.1CH.013.006,35.2035394,31.903215399999997,13362,,,
13363,,,b.1CH.013.006,,,13363,,,
13364,,,b.1CH.013.006,,,13364,,,
13365,,,b.1CH.013.007,,,13365,,,
13366,,,b.1CH.013.008,,,13366,,,
13367,,,b.1CH.013.009,,,13367,,,
13368,,,b.1CH.013.010,,,13368,,,
13369,,,b.1CH.013.011,,,13369,,,
13370,,,b.1CH.013.012,,,13370,,,
13371,,,b.1CH.013.013,,,13371,,,
13372,,,b.1CH.013.014,,,13372,,,
13373,Tiro,Tiro,b.1CH.014.001,35.2037641,33.2704888,13373,,,
13374,Israel,Israel,b.1CH.014.002,34.851612,31.046051000000002,13374,,,
13375,Jerusalén,Jerusalén,b.1CH.014.003,35.21371,31.768319,13375,,,
13376,Jerusalén,Jerusalén,b.1CH.014.004,35.21371,31.768319,13376,,,
13377,,,b.1CH.014.005,,,13377,,,
13378,,,b.1CH.014.006,,,13378,,,
13379,,,b.1CH.014.007,,,13379,,,
13380,Israel,Israel,b.1CH.014.008,34.851612,31.046051000000002,13380,,,
13381,,,b.1CH.014.009,,,13381,,,
13382,,,b.1CH.014.010,,,13382,,,
13383,,,b.1CH.014.011,,,13383,,,
13384,,,b.1CH.014.012,,,13384,,,
13385,,,b.1CH.014.013,,,13385,,,
13386,,,b.1CH.014.014,,,13386,,,
13387,,,b.1CH.014.015,,,13387,,,
13388,Gabaón,Gabaón,b.1CH.014.016,35.183351,31.847451,13388,,,
13389,,,b.1CH.014.016,,,13389,,,
13390,Gabaón,Gabaón,b.1CH.014.017,35.183351,31.847451,13390,,,
13391,,,b.1CH.014.017,,,13391,,,
13392,,,b.1CH.015.001,,,13392,,,
13393,,,b.1CH.015.001,,,13393,,,
13394,,,b.1CH.015.002,,,13394,,,
13395,,,b.1CH.015.003,,,13395,,,
13396,Jerusalén,Jerusalén,b.1CH.015.003,35.21371,31.768319,13396,,,
13397,,,b.1CH.015.004,,,13397,,,
13398,,,b.1CH.015.005,,,13398,,,
13399,,,b.1CH.015.006,,,13399,,,
13400,,,b.1CH.015.007,,,13400,,,
13401,,,b.1CH.015.008,,,13401,,,
13402,Hebrón,Hebrón,b.1CH.015.009,35.099826,31.532569,13402,,,
13403,,,b.1CH.015.010,,,13403,,,
13404,,,b.1CH.015.011,,,13404,,,
13405,Israel,Israel,b.1CH.015.012,34.851612,31.046051000000002,13405,,,
13406,,,b.1CH.015.012,,,13406,,,
13407,,,b.1CH.015.013,,,13407,,,
13408,Israel,Israel,b.1CH.015.014,34.851612,31.046051000000002,13408,,,
13409,,,b.1CH.015.015,,,13409,,,
13410,,,b.1CH.015.016,,,13410,,,
13411,,,b.1CH.015.017,,,13411,,,
13412,,,b.1CH.015.018,,,13412,,,
13413,,,b.1CH.015.019,,,13413,,,
13414,,,b.1CH.015.020,,,13414,,,
13415,,,b.1CH.015.021,,,13415,,,
13416,,,b.1CH.015.022,,,13416,,,
13417,,,b.1CH.015.023,,,13417,,,
13418,,,b.1CH.015.024,,,13418,,,
13419,Israel,Israel,b.1CH.015.025,34.851612,31.046051000000002,13419,,,
13420,,,b.1CH.015.026,,,13420,,,
13421,,,b.1CH.015.027,,,13421,,,
13422,,,b.1CH.015.028,,,13422,,,
13423,,,b.1CH.015.029,,,13423,,,
13424,,,b.1CH.016.001,,,13424,,,
13425,,,b.1CH.016.002,,,13425,,,
13426,,,b.1CH.016.003,,,13426,,,
13427,Israel,Israel,b.1CH.016.004,34.851612,31.046051000000002,13427,,,
13428,,,b.1CH.016.005,,,13428,,,
13429,,,b.1CH.016.006,,,13429,,,
13430,,,b.1CH.016.007,,,13430,,,
13431,,,b.1CH.016.008,,,13431,,,
13432,,,b.1CH.016.009,,,13432,,,
13433,,,b.1CH.016.010,,,13433,,,
13434,,,b.1CH.016.011,,,13434,,,
13435,,,b.1CH.016.012,,,13435,,,
13436,Israel,Israel,b.1CH.016.013,34.851612,31.046051000000002,13436,,,
13437,tierra,tierra,b.1CH.016.014,0.0,-90.0,13437,,,
13438,,,b.1CH.016.015,,,13438,,,
13439,,,b.1CH.016.016,,,13439,,,
13440,,,b.1CH.016.017,,,13440,,,
13441,Canaán,Canaán,b.1CH.016.018,35.289528,32.055556,13441,,,
13442,,,b.1CH.016.019,,,13442,,,
13443,,,b.1CH.016.020,,,13443,,,
13444,,,b.1CH.016.021,,,13444,,,
13445,,,b.1CH.016.022,,,13445,,,
13446,,,b.1CH.016.023,,,13446,,,
13447,,,b.1CH.016.024,,,13447,,,
13448,,,b.1CH.016.025,,,13448,,,
13449,,,b.1CH.016.026,,,13449,,,
13450,,,b.1CH.016.027,,,13450,,,
13451,,,b.1CH.016.028,,,13451,,,
13452,,,b.1CH.016.029,,,13452,,,
13453,tierra,tierra,b.1CH.016.030,0.0,-90.0,13453,,,
13454,tierra,tierra,b.1CH.016.031,0.0,-90.0,13454,,,
13455,,,b.1CH.016.032,,,13455,,,
13456,tierra,tierra,b.1CH.016.033,0.0,-90.0,13456,,,
13457,,,b.1CH.016.034,,,13457,,,
13458,,,b.1CH.016.035,,,13458,,,
13459,,,b.1CH.016.036,,,13459,,,
13460,,,b.1CH.016.037,,,13460,,,
13461,,,b.1CH.016.038,,,13461,,,
13462,,,b.1CH.016.039,,,13462,,,
13463,Gabaón,Gabaón,b.1CH.016.039,35.183351,31.847451,13463,,,
13464,,,b.1CH.016.040,,,13464,,,
13465,,,b.1CH.016.041,,,13465,,,
13466,,,b.1CH.016.042,,,13466,,,
13467,,,b.1CH.016.043,,,13467,,,
