	weight	source	target
558	1	#per174	#pla84
613	1	#per300	#per438
612	1	#per300	#per312
627	1	#per327	#per384
643	1	#org79	#org80
644	1	#per202	#per435
181	1	#per14	#pla39
165	1	#per202	#per398
168	1	#org0	#per87
628	1	#per377	#per412
629	1	#per234	#per408
631	1	#per351	#per420
632	1	#per109	#per122
2177	1	#org94	#per2
2173	1	#per215	#per426
2171	1	#per128	#per131
2170	1	#org0	#per323
2169	1	#per218	#per358
2165	1	#per72	#pla84
2164	1	#per267	#perper178
2225	1	#per122	#per415
1037	1	#per302	#per307
1365	1	#per216	#pla84
2731	1	#per168	#per184
182	1	#org42	#per120
639	1	#per14	#pla4
638	1	#pla101	#pla17
183	1	#pla41	#pla5
184	1	#per257	#pla41
633	1	#per4	#pla140
671	1	#per225	#per400
169	1	#per324	#per87
668	1	#org79	#pla17
610	1	#pla104	#pla17
578	1	#pla113	#pla5
577	1	#per182	#per214
576	1	#per125	#pla108
199	1	#per143	#pla126
574	1	#per139	#per2
571	1	#per193	#pla84
570	1	#per274	#pla
569	1	#per280	#per382
568	1	#org42	#per288
205	1	#pla77	#pla91
198	1	#per	#per424
565	1	#per357	#per421
563	1	#per375	#per379
208	1	#per5	#pla5
561	1	#per222	#pla125
209	1	#per131	#per354
559	1	#per314	#per324
607	1	#per121	#per122
164	1	#org0	#per43
666	1	#org88	#per146
611	1	#per355	#per406
665	1	#pla104	#pla81
664	1	#org	#per252
663	1	#org54	#org56
662	1	#per144	#tim15
661	1	#per14	#per395
171	1	#per404	#per87
172	1	#per158	#per233
173	1	#per273	#pla145
174	1	#pla127	#pla132
657	1	#per233	#per320
175	1	#org0	#per162
653	1	#per133	#per17
652	1	#pla113	#pla41
651	1	#per276	#pla144
650	1	#per288	#per434
646	1	#per132	#per41
180	1	#per272	#per276
163	1	#per1	#per4
734	1	#org43	#org91
2717	1	#per320	#per87
328	1	#per175	#per424
341	1	#per128	#per248
339	1	#org60	#org63
337	1	#org78	#per156
304	1	#per184	#per210
336	1	#org72	#per14
333	1	#pla137	#pla5
331	1	#pla110	#pla18
329	1	#org78	#per356
301	1	#per167	#per369
313	1	#per328	#per78
326	1	#org63	#org77
324	1	#per284	#per302
323	1	#per281	#pla84
322	1	#org63	#per159
309	1	#per196	#per201
310	1	#org94	#per196
319	1	#per146	#per3
318	1	#per366	#pla97
302	1	#per133	#per5
285	1	#per146	#per182
369	1	#org49	#per128
258	1	#org65	#pla134
263	1	#pla101	#pla81
418	1	#pla103	#pla81
264	1	#per242	#per314
265	1	#per5	#pla147
417	1	#pla64	#pla98
416	1	#per214	#per4
415	1	#org0	#tim3
414	1	#org48	#per439
412	1	#per351	#per87
411	1	#org13	#per131
410	1	#per301	#per307
266	1	#per126	#per402
267	1	#pla20	#pla90
268	1	#org46	#per349
269	1	#org54	#org55
404	1	#per306	#per310
284	1	#org78	#pla18
316	1	#per128	#per377
312	1	#per234	#per324
700	1	#per126	#per173
432	1	#pla107	#pla133
350	1	#org68	#per191
349	1	#per134	#pla78
297	1	#org	#per202
300	1	#per165	#per416
346	1	#per3	#pla110
368	1	#org90	#per414
214	1	#org63	#pla136
430	1	#per158	#per314
222	1	#org50	#per325
325	1	#per124	#pla108
517	1	#per233	#per333
515	1	#per246	#per409
514	1	#per162	#pla18
513	1	#org63	#pla81
512	1	#org48	#per127
511	1	#per120	#per122
510	1	#per203	#per346
508	1	#pla17	#pla9
351	1	#per412	#per417
352	1	#per266	#pla84
354	1	#per274	#per435
355	1	#per260	#pla122
343	1	#org45	#per317
344	1	#per269	#per292
345	1	#pla39	#pla77
287	1	#per172	#per182
367	1	#per113	#per191
288	1	#per314	#per333
291	1	#org55	#pla127
292	1	#per239	#per246
362	1	#per326	#per355
361	1	#per32	#pla137
360	1	#per315	#per47
359	1	#per364	#per78
358	1	#per231	#pla64
357	1	#org94	#per134
293	1	#per208	#per303
294	1	#per290	#per367
295	1	#per314	#per420
262	1	#org53	#org83
421	1	#per342	#per432
422	1	#per242	#per324
143	1	#per287	#per332
687	1	#per276	#pla
705	1	#org41	#per326
706	1	#org77	#pla420
709	1	#org75	#org76
733	1	#per249	#per270
141	1	#org71	#per229
731	1	#org64	#per134
730	1	#per131	#per140
145	1	#per314	#per320
260	1	#per238	#per297
146	1	#pla85	#pla86
147	1	#per193	#per245
148	1	#per314	#per428
724	1	#per288	#per361
723	1	#per238	#pla144
720	1	#org88	#org91
149	1	#org46	#per215
719	1	#org78	#per408
674	1	#pla108	#pla84
162	1	#per121	#per157
675	1	#org42	#per135
678	1	#per208	#per364
699	1	#pla111	#pla112
697	1	#per148	#per353
696	1	#per297	#per405
695	1	#per420	#per87
694	1	#per272	#pla144
693	1	#per285	#pla122
160	1	#org47	#per126
691	1	#per231	#per271
689	1	#org63	#pla148
158	1	#org4	#per104
688	1	#per135	#per149
684	1	#per205	#per4
683	1	#per185	#perper6
682	1	#org42	#per316
681	1	#org66	#pla84
161	1	#org86	#pla41
679	1	#per2	#pla135
150	1	#pla94	#pla96
152	1	#org70	#per104
717	1	#org83	#pla134
399	1	#pla5	#pla64
382	1	#org42	#per239
276	1	#org78	#pla78
277	1	#per131	#per218
278	1	#per148	#pla16
279	1	#per158	#per320
378	1	#per104	#per122
376	1	#pla101	#pla41
374	1	#org22	#pla147
373	1	#per109	#per152
371	1	#per208	#per328
383	1	#per177	#per47
400	1	#org68	#per260
401	1	#per324	#per428
270	1	#per127	#pla136
427	1	#per253	#per413
425	1	#per2	#pre14
259	1	#per215	#per331
385	1	#per158	#per333
386	1	#per233	#per324
153	1	#per14	#pla132
387	1	#per249	#per305
714	1	#per371	#pla145
712	1	#org57	#org59
154	1	#442	#per424
156	1	#org0	#pla138
710	1	#442	#per358
735	1	#per188	#per270
794	1	#per358	#per387
551	1	#org0	#per304
550	1	#per315	#per428
272	1	#org60	#org62
274	1	#per144	#per253
397	1	#org63	#per281
396	1	#per280	#per408
395	1	#org67	#per2
393	1	#per134	#pla112
389	1	#per260	#pla16
388	1	#org94	#per195
2181	1	#per411	#per415
2183	1	#per104	#perper178
2184	1	#pla17	#pla5
2004	1	#org22	#org49
2043	1	#per366	#pla117
2021	1	#per133	#per327
2019	1	#per293	#per358
2018	1	#per246	#per316
2017	1	#per172	#per216
2015	1	#per133	#per2
2014	1	#per104	#per120
2011	1	#per260	#pla123
2003	1	#per237	#per343
2097	1	#per191	#pla122
2001	1	#org55	#per104
2000	1	#per254	#per279
1998	1	#per202	#pla202
1997	1	#per394	#per439
1996	1	#org67	#org68
2020	1	#org65	#per281
1995	1	#per220	#per388
2045	1	#org68	#per262
2022	1	#per2	#pla132
2023	1	#org	#org0
2024	1	#per13	#per4
2026	1	#per144	#per212
2591	1	#per343	#per355
2588	1	#per291	#per294
2587	1	#per5	#pla84
2584	1	#per128	#per325
2630	1	#org39	#per5
1896	1	#per366	#pla118
2328	1	#per128	#per412
2326	1	#per243	#per283
2042	1	#per262	#per366
2040	1	#per132	#pla107
2038	1	#per177	#per420
2035	1	#per249	#per266
2034	1	#org40	#per249
2033	1	#per104	#pla1
2030	1	#per131	#per414
2028	1	#pla113	#pla9
2027	1	#per132	#per134
2048	1	#org72	#pla420
2096	1	#per203	#per215
2185	1	#per161	#pla84
1932	1	#org53	#org87
2057	1	#per133	#per201
2056	1	#org80	#org81
2055	1	#per193	#perper6
2054	1	#org63	#org75
2076	1	#per146	#per158
1992	1	#pla132	#pla86
1990	1	#org43	#per16
1989	1	#pla120	#pla121
1931	1	#per236	#per420
2094	1	#per203	#per331
1930	1	#per366	#pla119
1929	1	#per261	#per319
1926	1	#org65	#per14
1925	1	#per144	#per420
1923	1	#per141	#pla82
1922	1	#per113	#per262
1921	1	#org78	#per309
1920	1	#org74	#per2
2058	1	#per189	#per4
2062	1	#per234	#per292
2063	1	#per150	#pla41
2064	1	#per292	#per435
2093	1	#per193	#per266
2091	1	#per135	#per136
2089	1	#org88	#pla125
2088	1	#per158	#per177
2087	1	#org41	#org42
2085	1	#per219	#per359
2083	1	#per127	#per223
2082	1	#per308	#per379
2081	1	#per428	#per47
2080	1	#per262	#pla122
2046	1	#per269	#per324
2079	1	#per274	#pla144
2075	1	#pla101	#pla104
2074	1	#per16	#pla136
2069	1	#org87	#pla101
2067	1	#per238	#per272
2065	1	#per330	#per428
2594	1	#per242	#per291
2595	1	#per121	#per434
2596	1	#per376	#per396
2577	1	#per128	#per313
2682	1	#org63	#per160
2681	1	#per120	#per237
2680	1	#per177	#per253
2635	1	#per113	#pla119
2331	1	#per5	#per7
2634	1	#pla90	#pla99
2629	1	#per186	#perper6
2578	1	#per104	#per281
2576	1	#per281	#per4
2598	1	#org64	#per14
2575	1	#per146	#per354
2573	1	#org67	#per14
2571	1	#org4	#per152
2570	1	#per187	#per435
2569	1	#org63	#pla102
2568	1	#per262	#pla123
2567	1	#per127	#per14
2566	1	#org41	#per332
2684	1	#per14	#tim4
2685	1	#per122	#per400
2686	1	#per1042	#per230
2687	1	#pla109	#pla116
2716	1	#org88	#per204
2715	1	#per186	#per419
2712	1	#per140	#per153
2711	1	#pla17	#pla84
2710	1	#per264	#per315
2708	1	#per72	#pla4
2706	1	#per182	#per410
2704	1	#per113	#per285
2702	1	#per269	#per436
2701	1	#per312	#per412
2699	1	#per181	#per2
2695	1	#per186	#pla84
2693	1	#per208	#per78
2691	1	#per238	#per309
2690	1	#org50	#per313
2689	1	#per154	#per256
2688	1	#pla39	#pla89
2565	1	#per121	#per409
2564	1	#org67	#per260
2579	1	#org63	#per172
2625	1	#per182	#pla84
2623	1	#per128	#per322
2622	1	#pla23	#pla81
2621	1	#per341	#per441
2620	1	#per188	#per297
2619	1	#per14	#per157
2617	1	#per377	#per417
2616	1	#per400	#per411
2615	1	#org80	#pla41
2614	1	#pla124	#pla16
2613	1	#org66	#per137
2612	1	#per387	#per424
2611	1	#per312	#per417
2609	1	#pla108	#pla136
2608	1	#org50	#per412
2605	1	#per134	#per159
2604	1	#per259	#per433
2601	1	#429	#per358
2624	1	#per249	#per405
2626	1	#org47	#per221
2562	1	#per322	#per377
2627	1	#per264	#per420
2559	1	#org0	#pla83
2557	1	#org67	#pla122
2555	1	#per4	#pla155
2554	1	#per154	#per243
2553	1	#per270	#per297
2552	1	#org83	#per181
2549	1	#org88	#per344
2548	1	#per271	#per340
2547	1	#per275	#pla145
2546	1	#org47	#per402
2545	1	#per322	#per325
2544	1	#per177	#per315
2543	1	#per212	#per324
2560	1	#per151	#per365
2581	1	#per164	#per243
2582	1	#org85	#pla137
2583	1	#per320	#per47
1919	1	#per163	#per229
1918	1	#per141	#per41
1916	1	#per151	#per336
2227	1	#per330	#per351
2292	1	#per162	#pere314
2291	1	#per213	#per3
2289	1	#org134	#per14
2288	1	#per131	#per370
2287	1	#per197	#pla
2285	1	#per288	#per409
2228	1	#per215	#per346
2327	1	#org78	#per425
2224	1	#pla101	#pla132
2325	1	#per221	#per396
2153	1	#per379	#per422
2152	1	#per335	#per412
2151	1	#per213	#pla134
2148	1	#per134	#per353
2146	1	#per238	#per249
2144	1	#per238	#per337
2143	1	#per128	#per312
2139	1	#per313	#per335
2294	1	#org134	#org78
2295	1	#pla17	#pla81
2297	1	#org88	#pla41
2298	1	#pla125	#pla126
2323	1	#per14	#pla142
2322	1	#per323	#per336
2321	1	#per280	#per383
2320	1	#per326	#per343
2319	1	#per226	#per435
2317	1	#org0	#per132
2314	1	#per191	#per329
2313	1	#per143	#pla133
2312	1	#org93	#per4
2311	1	#per120	#per157
2310	1	#org88	#pla143
2309	1	#per104	#pla110
2307	1	#per239	#per288
2306	1	#per187	#pla143
2303	1	#per397	#pla110
2301	1	#per308	#per422
2300	1	#per131	#per202
2137	1	#per171	#per41
2136	1	#per185	#pla84
2130	1	#per135	#pla
2163	1	#org41	#per121
2220	1	#per270	#per405
2219	1	#per285	#pla16
2218	1	#per205	#per232
2217	1	#per144	#per264
2216	1	#per14	#pla138
2215	1	#org53	#per401
2209	1	#per233	#per420
2208	1	#per305	#per423
2207	1	#per188	#per309
2206	1	#per390	#pla143
2205	1	#per0	#per7
2200	1	#per137	#pla112
2198	1	#org78	#per443
2195	1	#per185	#per286
2194	1	#per124	#pla84
2192	1	#per159	#pla84
2186	1	#per127	#per5
2221	1	#per313	#per438
2161	1	#per154	#per283
2127	1	#per173	#per181
2160	1	#org81	#per272
2126	1	#per404	#per436
2154	1	#per164	#per256
2125	1	#per213	#per342
2123	1	#per133	#per222
2121	1	#org67	#per262
2120	1	#per419	#per5
2119	1	#pla105	#pla106
2118	1	#per165	#per87
2117	1	#per147	#per414
2116	1	#per253	#per428
2112	1	#per113	#pla120
2111	1	#per186	#per266
2108	1	#per163	#per219
2107	1	#pla89	#pla90
2106	1	#pla95	#pla96
2104	1	#per315	#per320
2124	1	#per266	#per7
2324	1	#per231	#per273
2284	1	#per238	#per382
1933	1	#per334	#per424
1972	1	#per124	#per441
1984	1	#per2	#pla127
1981	1	#org44	#per152
1978	1	#per388	#pla86
1977	1	#per315	#per333
1976	1	#per253	#per351
1975	1	#org42	#per132
1974	1	#per113	#pla16
1973	1	#per136	#per146
1971	1	#org86	#per136
2283	1	#per148	#per171
1969	1	#per324	#per333
1966	1	#org55	#org56
1965	1	#per313	#per417
1964	1	#per160	#per182
1963	1	#per228	#per238
1962	1	#per172	#per208
1959	1	#per151	#per323
1958	1	#per360	#pla97
1985	1	#per120	#per355
1986	1	#131	#per131
1987	1	#per228	#per245
1937	1	#per240	#per318
1915	1	#per342	#per441
1912	1	#org72	#per2
1911	1	#per238	#pla
1910	1	#389	#per424
1909	1	#org43	#per415
1908	1	#org50	#per322
1907	1	#org74	#per14
1906	1	#per324	#pla88
1905	1	#per242	#per330
1904	1	#per214	#pla
1903	1	#per109	#per161
1902	1	#org53	#per363
1900	1	#per14	#pla82
1899	1	#per159	#per41
1913	1	#org44	#org93
1934	1	#per144	#per333
1936	1	#org88	#per127
1955	1	#per325	#per412
1952	1	#per297	#per309
1947	1	#per2	#pla110
2263	1	#per177	#tim15
2281	1	#pla101	#pla127
2261	1	#per213	#per432
2259	1	#org86	#per128
2258	1	#per266	#per286
2254	1	#per104	#pla155
2251	1	#per155	#per441
2249	1	#org91	#per224
2247	1	#per306	#per421
2244	1	#per269	#per393
2243	1	#pla131	#pla420
2241	1	#per186	#per286
2239	1	#per320	#per330
2238	1	#org63	#pla103
2235	1	#pla	#pla144
2233	1	#per2	#pla82
2260	1	#per212	#per420
2282	1	#org55	#org88
2262	1	#per142	#per154
2264	1	#per172	#pla
1946	1	#per145	#pla39
2267	1	#per325	#per438
1941	1	#per233	#per351
1940	1	#per234	#per356
1939	1	#per277	#pla145
1938	1	#per162	#per324
2099	1	#per14	#per178
2100	1	#per350	#per371
2101	1	#org41	#per406
2102	1	#per109	#per305
2279	1	#pla16	#pla81
2278	1	#org69	#pla128
2277	1	#per125	#per16
2276	1	#per154	#per164
2274	1	#per124	#per152
2273	1	#pla112	#pla5
2272	1	#org	#pla84
2271	1	#org67	#per285
2269	1	#per240	#per442
505	1	#per271	#pla64
