	weight	source	target
950	1	#org45	#per155
1008	1	#per168	#per330
1009	1	#per185	#per419
87	1	#per232	#per279
852	1	#per157	#per344
84	1	#pla79	#pla96
860	1	#per211	#per4
75	1	#per229	#per375
14	1	#per177	#per428
871	1	#per174	#per407
887	1	#per133	#per217
870	1	#org50	#per300
76	1	#org0	#per185
77	1	#per113	#pla118
78	1	#per124	#pla5
868	1	#per2	#per365
470	1	#per128	#per182
999	1	#per233	#per264
866	1	#per211	#per433
1007	1	#per160	#per216
851	1	#per221	#per376
1006	1	#org67	#org74
86	1	#org55	#per4
886	1	#per2	#pla109
885	1	#per253	#per320
988	1	#per140	#per373
884	1	#per369	#per87
996	1	#per113	#per260
23	1	#per317	#per432
15	1	#per143	#pla18
873	1	#per401	#per403
1001	1	#org47	#per376
1002	1	#per313	#per325
855	1	#org0	#pla4
854	1	#per332	#per343
85	1	#per128	#per300
853	1	#per286	#per5
1004	1	#org0	#pla145
856	1	#pla41	#pre14
1005	1	#pla84	#pla9
469	1	#per14	#per181
539	1	#org0	#per169
471	1	#per310	#per357
219	1	#org66	#per2
541	1	#org42	#per173
540	1	#per187	#per226
220	1	#pla90	#pla98
538	1	#per185	#per245
537	1	#per324	#per435
535	1	#org45	#per124
534	1	#per331	#per346
533	1	#org41	#per343
531	1	#per126	#per5
529	1	#per2	#per323
1035	1	#per339	#per4
526	1	#per187	#per368
221	1	#per17	#pla41
525	1	#per239	#per409
524	1	#pla105	#pla41
488	1	#per1042	#per217
431	1	#per213	#per341
542	1	#per234	#per443
544	1	#per122	#per14
485	1	#per32	#per4
218	1	#pla97	#pla99
501	1	#per286	#pla84
863	1	#org90	#per147
224	1	#per133	#per235
499	1	#pla64	#pla90
227	1	#org13	#per3
498	1	#per322	#per417
497	1	#per242	#per294
228	1	#per133	#pla134
493	1	#per202	#per279
230	1	#per186	#per245
503	1	#org39	#per186
520	1	#per253	#per391
521	1	#org87	#per14
522	1	#per158	#per242
549	1	#org83	#per149
215	1	#per4	#pla18
217	1	#per126	#pla136
233	1	#per408	#per443
459	1	#per229	#per422
243	1	#org4	#per145
433	1	#org85	#pla86
461	1	#per155	#per213
462	1	#per335	#per377
463	1	#pla102	#pla81
235	1	#per356	#per425
484	1	#org72	#org73
483	1	#per241	#pla77
236	1	#per144	#per168
481	1	#per202	#per274
480	1	#per168	#per233
479	1	#org49	#org50
238	1	#per125	#pla84
478	1	#pla97	#pla98
239	1	#per47	#pla18
476	1	#per2	#per336
474	1	#per320	#per420
473	1	#org39	#per419
241	1	#org55	#org69
446	1	#per332	#per406
435	1	#org68	#pla124
245	1	#per4	#pla139
438	1	#per238	#per270
455	1	#per14	#pla115
246	1	#per274	#per378
453	1	#org94	#per14
247	1	#per264	#per302
451	1	#org63	#pla17
248	1	#per125	#pla136
250	1	#per133	#per3
448	1	#per296	#per371
460	1	#org	#per205
447	1	#pla79	#pla95
444	1	#org4	#pla78
251	1	#per316	#per409
253	1	#per303	#per328
442	1	#per296	#per350
254	1	#per239	#per316
441	1	#per134	#per141
256	1	#per128	#per438
81	1	#pla100	#pla99
824	1	#per153	#per395
82	1	#per143	#pla5
93	1	#org78	#pla133
808	1	#per14	#pla139
106	1	#per144	#per324
837	1	#per137	#per141
1015	1	#per246	#per434
807	1	#pla16	#pla9
3	1	#org65	#pla147
4	1	#per277	#per424
1030	1	#per160	#per163
95	1	#per334	#per358
83	1	#per245	#perper6
820	1	#per191	#pla123
1027	1	#per296	#pla145
823	1	#per135	#pla134
94	1	#org76	#per2
1026	1	#per128	#per226
98	1	#per14	#pla114
99	1	#per141	#per3
1024	1	#pla104	#pla23
1016	1	#per104	#per339
809	1	#per306	#per357
6	1	#pla16	#pla84
5	1	#per188	#per249
53	1	#per393	#per436
10	1	#per120	#per287
872	1	#per109	#per157
1017	1	#per151	#per2
832	1	#pla126	#pla5
92	1	#per210	#pre210
814	1	#per137	#pla78
813	1	#org63	#per174
1019	1	#per128	#per258
812	1	#org0	#pla101
91	1	#per264	#per301
1018	1	#per174	#per214
96	1	#per261	#per290
104	1	#per204	#pla1
816	1	#per16	#pla
810	1	#per330	#per333
835	1	#per113	#pla121
102	1	#per287	#per355
825	1	#pla122	#pla124
826	1	#per343	#per406
802	1	#per280	#per337
845	1	#per182	#per216
800	1	#per228	#per280
1011	1	#org53	#per227
840	1	#per225	#per411
1010	1	#per350	#pla145
796	1	#org63	#pla23
7	1	#per124	#per189
1032	1	#per216	#per354
1014	1	#per385	#pla101
8	1	#per158	#pla18
842	1	#org73	#per2
9	1	#per126	#per161
848	1	#per352	#per391
844	1	#per135	#per344
2	1	#org63	#per216
843	1	#pla135	#pla84
1630	1	#per126	#per376
801	1	#org85	#org88
1	1	#per204	#per4
827	1	#per158	#per351
846	1	#per256	#per283
1023	1	#per247	#per386
828	1	#per242	#per289
1029	1	#per313	#per322
829	1	#per272	#per274
1021	1	#per131	#per410
103	1	#org40	#per305
1020	1	#per354	#per410
818	1	#org84	#org88
831	1	#org0	#per158
806	1	#per124	#per342
839	1	#org0	#per121
821	1	#per121	#per316
1034	1	#per212	#per315
1033	1	#per274	#pla202
847	1	#per139	#pla116
1012	1	#per197	#per4
803	1	#per214	#per433
911	1	#per143	#pla84
973	1	#org88	#per339
28	1	#per238	#per383
52	1	#per304	#per436
959	1	#per395	#pla97
925	1	#per274	#per276
935	1	#per109	#per189
937	1	#pla137	#pla64
939	1	#pla131	#pla64
949	1	#org42	#per4
947	1	#per249	#per297
946	1	#org85	#pla90
945	1	#org67	#per191
41	1	#per335	#per438
944	1	#per259	#pla
952	1	#per121	#per132
943	1	#per109	#per72
38	1	#pla112	#pla127
42	1	#per174	#per216
942	1	#per273	#per277
43	1	#per168	#pre210
922	1	#per158	#per428
957	1	#per166	#per299
953	1	#org4	#pla110
924	1	#per120	#per181
862	1	#per212	#per314
861	1	#per319	#per367
874	1	#org4	#pla
849	1	#per295	#per427
24	1	#per303	#per78
25	1	#per140	#per149
933	1	#per140	#pla133
932	1	#per238	#per405
35	1	#per159	#per323
48	1	#org43	#org88
956	1	#org84	#per14
928	1	#org0	#per144
927	1	#org43	#per411
934	1	#per260	#per366
926	1	#per158	#per330
33	1	#per131	#per147
51	1	#per127	#per161
37	1	#org4	#per72
44	1	#org65	#pla148
971	1	#org50	#per377
897	1	#per314	#per47
979	1	#per14	#per196
907	1	#per142	#per169
59	1	#pla106	#pla41
974	1	#org94	#per4
920	1	#per266	#per5
919	1	#org134	#per2
31	1	#org45	#per441
964	1	#per210	#per319
965	1	#org43	#per181
916	1	#per242	#per87
55	1	#per1	#per5
966	1	#per381	#per72
967	1	#per125	#per426
30	1	#org48	#per223
969	1	#per239	#per361
970	1	#per360	#pla119
913	1	#per165	#per369
896	1	#per196	#pla5
898	1	#pla101	#pla103
45	1	#org91	#per16
899	1	#org76	#org77
46	1	#per167	#per87
961	1	#org70	#pla84
64	1	#per14	#pre14
962	1	#org63	#per137
32	1	#pla94	#pla97
60	1	#per388	#per399
976	1	#per391	#per413
977	1	#per140	#per182
905	1	#per205	#per254
904	1	#per238	#per280
61	1	#per322	#per335
62	1	#per431	#pla41
975	1	#per330	#per47
902	1	#org0	#per171
63	1	#per155	#per432
27	1	#org74	#pla420
900	1	#per333	#per87
502	1	#per324	#per47
0	1	#org48	#per394
519	1	#per133	#per384
1312	1	#per142	#pla91
1444	1	#per177	#per242
1381	1	#per277	#per296
1486	1	#per309	#per405
1379	1	#per212	#per47
1374	1	#per417	#per438
1318	1	#per104	#pla148
1315	1	#per231	#per275
1313	1	#org42	#per434
1311	1	#per4	#pla1
1294	1	#per237	#per355
1308	1	#org0	#per128
1305	1	#org58	#org59
1304	1	#per120	#per406
1302	1	#per132	#per32
1299	1	#per275	#per350
1298	1	#per4	#pla138
1297	1	#org40	#per423
1296	1	#org39	#per286
1445	1	#pla147	#pla155
1446	1	#org68	#per285
1448	1	#per420	#per47
1450	1	#per144	#per242
1472	1	#org13	#per149
1471	1	#per222	#per327
1469	1	#per262	#pla16
1468	1	#per128	#per197
1467	1	#pla	#pla110
1466	1	#org75	#org77
1465	1	#per14	#pla113
1463	1	#per253	#per47
1462	1	#per104	#per121
1460	1	#org39	#pla84
1459	1	#per134	#pla135
1456	1	#per238	#per276
1455	1	#org46	#per426
1454	1	#per131	#per222
1453	1	#per318	#per442
1452	1	#org80	#pla113
1451	1	#pla103	#pla121
1319	1	#per147	#pla145
1289	1	#per285	#per366
1330	1	#org94	#pla5
1346	1	#per304	#per404
1363	1	#pla107	#pla78
1360	1	#per286	#per419
1358	1	#per375	#per422
1355	1	#per369	#per416
1353	1	#per329	#pla117
1351	1	#per306	#per338
1348	1	#per210	#per290
1347	1	#org	#per16
1345	1	#org134	#per3
1288	1	#per332	#per355
1344	1	#per177	#per320
1343	1	#per253	#per374
1342	1	#per253	#per264
1341	1	#per315	#per87
1336	1	#per164	#per283
1335	1	#per218	#per373
1334	1	#per320	#per324
1333	1	#per104	#per17
1366	1	#org53	#pla133
1367	1	#per169	#per43
1368	1	#per352	#per413
1369	1	#per395	#pla41
1286	1	#per337	#per382
1283	1	#org0	#per122
1282	1	#per216	#per410
1281	1	#per262	#per329
1280	1	#org0	#per0
1279	1	#org39	#per193
1278	1	#pla41	#pla77
1277	1	#per321	#per424
1275	1	#per275	#per277
1274	1	#per187	#per390
1273	1	#per395	#pla118
1291	1	#per242	#per47
1320	1	#per173	#pla136
1321	1	#per359	#per437
1324	1	#per2	#per373
1373	1	#org78	#pla84
1370	1	#per177	#per324
1473	1	#per228	#pla145
1475	1	#org50	#per417
1476	1	#per378	#pla
1129	1	#org39	#per7
1138	1	#per182	#pla
1137	1	#per210	#per388
1136	1	#per120	#per326
1135	1	#per131	#per390
1134	1	#per301	#per302
1132	1	#per310	#per421
1131	1	#per193	#per286
1130	1	#per14	#per189
1126	1	#org43	#per400
1478	1	#org13	#per2
1121	1	#per185	#pla145
1120	1	#per184	#pla41
1119	1	#pla1	#pla84
1116	1	#org55	#pla128
1115	1	#per229	#per372
1112	1	#per124	#per317
1111	1	#per338	#per421
1110	1	#org40	#per266
1142	1	#per2	#per436
1144	1	#429	#per424
1145	1	#per131	#pla110
1146	1	#per2	#per353
1057	1	#org0	#per436
1056	1	#pla1	#pla136
1054	1	#org0	#per336
1053	1	#org63	#per135
1050	1	#per239	#per434
1049	1	#per253	#per87
1048	1	#per238	#per274
1042	1	#org88	#per1
1041	1	#org71	#per203
1065	1	#per152	#pla4
1095	1	#per312	#per322
1097	1	#per131	#pla143
1098	1	#per324	#pla87
1155	1	#per233	#per242
1153	1	#per392	#per428
1152	1	#per316	#per434
1149	1	#per193	#per7
1109	1	#per113	#pla117
1104	1	#per121	#per246
1101	1	#org94	#pla134
1405	1	#per222	#per384
1399	1	#per109	#per204
1398	1	#per396	#per402
1397	1	#per218	#per424
1395	1	#org13	#pla4
1391	1	#per134	#per4
1390	1	#424	#per424
1387	1	#per140	#pla18
1386	1	#org41	#per135
1384	1	#per292	#per436
1383	1	#per326	#per406
1407	1	#per14	#per190
1439	1	#org4	#pla77
1440	1	#per215	#per349
1443	1	#org77	#per2
1484	1	#per16	#per344
1480	1	#per145	#per43
1479	1	#per138	#pla41
1402	1	#org40	#per4
1406	1	#per360	#pla117
1265	1	#per154	#per47
1409	1	#per280	#per425
1266	1	#per4	#pla148
1269	1	#per324	#per436
1271	1	#org41	#per287
1436	1	#per228	#per382
1435	1	#per109	#per249
1434	1	#pla101	#pla5
1433	1	#pla100	#pla20
1432	1	#per126	#per396
1431	1	#per354	#per4
1430	1	#pla79	#pla94
1428	1	#per264	#per284
1426	1	#per2	#per270
1418	1	#per416	#per87
1416	1	#per131	#per252
1415	1	#pla102	#pla121
1414	1	#pla127	#pla128
1438	1	#per253	#per333
1332	1	#per232	#per398
1327	1	#org41	#per132
2725	1	#per172	#per427
2409	1	#per142	#per166
2422	1	#org50	#per312
2421	1	#org88	#pla136
2418	1	#per167	#per416
2417	1	#per104	#pla115
2415	1	#org63	#org76
2413	1	#per277	#per371
2412	1	#per14	#pla64
2411	1	#per189	#pla5
2406	1	#org75	#per14
2392	1	#per223	#per394
2402	1	#pla5	#pla9
2401	1	#per209	#per392
2400	1	#org80	#per272
2399	1	#per142	#pla92
2398	1	#per372	#per375
2397	1	#per121	#pla136
2396	1	#org4	#pla132
2394	1	#pla86	#pla90
2423	1	#per162	#per168
2424	1	#pla101	#pla23
2426	1	#per140	#per424
2428	1	#pla95	#pla97
2353	1	#per329	#pla121
2348	1	#org79	#per14
2346	1	#per264	#per324
2345	1	#per212	#per233
2344	1	#org73	#pla420
2343	1	#per144	#per315
2342	1	#org88	#per136
2339	1	#org70	#per250
2338	1	#per109	#per423
2337	1	#per162	#per253
2335	1	#pla109	#pla84
2334	1	#per6	#perper6
2355	1	#per273	#per296
2380	1	#per177	#per212
2382	1	#org64	#pla107
2383	1	#per14	#per257
2429	1	#per207	#pla18
2393	1	#per395	#pla117
2391	1	#per127	#per394
1326	1	#per312	#per313
2641	1	#org	#per254
2655	1	#per124	#per155
2653	1	#pla101	#pla102
2651	1	#per124	#per213
2648	1	#per14	#per251
2646	1	#per155	#per341
2645	1	#per276	#per378
2643	1	#per395	#pla124
2642	1	#per231	#pla98
2640	1	#org41	#per173
2387	1	#per142	#pla77
2639	1	#org69	#pla127
2638	1	#org45	#per341
2636	1	#org94	#per17
2656	1	#per264	#per47
2677	1	#per253	#per314
2678	1	#per120	#per343
2679	1	#org41	#per4
2729	1	#per237	#per332
2657	1	#per14	#per186
2675	1	#per134	#per213
2658	1	#per312	#per335
2659	1	#per136	#per41
2385	1	#per210	#per399
2384	1	#per313	#per412
2538	1	#per372	#per422
2539	1	#org86	#pla5
2540	1	#per252	#per279
2541	1	#per243	#per256
2674	1	#per14	#pla91
2673	1	#per147	#per245
2670	1	#org70	#per263
2669	1	#per14	#pla
2668	1	#per131	#per373
2667	1	#per195	#pla84
2665	1	#per329	#pla118
2664	1	#per436	#per87
2662	1	#per161	#pla136
2661	1	#per317	#per441
2660	1	#pla41	#pla97
2354	1	#pla5	#pla86
2356	1	#pla110	#pla112
2379	1	#per205	#per252
2449	1	#per14	#per195
2464	1	#389	#per358
2463	1	#per4	#pla23
2462	1	#per120	#pla136
2460	1	#org0	#per257
2459	1	#per178	#perper178
2453	1	#pla90	#pla97
2451	1	#per292	#per393
2450	1	#org78	#per405
2448	1	#per104	#pla134
2357	1	#per104	#pla143
2442	1	#per14	#pla137
2440	1	#per155	#per342
2466	1	#per177	#per333
2438	1	#pla148	#pla84
2491	1	#per329	#pla119
2494	1	#per266	#per419
2537	1	#per210	#pla41
2536	1	#per168	#per176
2465	1	#org63	#pla101
2467	1	#per238	#per378
2488	1	#org66	#org88
2469	1	#per125	#per14
1325	1	#per213	#per441
1377	1	#per264	#per87
1040	1	#org66	#per124
1895	1	#per146	#per420
1898	1	#per168	#per87
2487	1	#org66	#per4
2484	1	#org90	#per131
2483	1	#pla116	#pla84
2482	1	#org50	#per16
2481	1	#per162	#per315
2480	1	#per13	#per157
2478	1	#per188	#per405
2476	1	#per419	#pla84
2474	1	#pla102	#pla104
2473	1	#per3	#pla112
2472	1	#org0	#per151
2471	1	#per134	#per135
2535	1	#per210	#per367
2534	1	#per185	#per7
2533	1	#per312	#per438
2502	1	#org0	#per141
2499	1	#org88	#pla155
2518	1	#org68	#pla122
2436	1	#org50	#per104
2433	1	#per264	#per307
2431	1	#org0	#per181
2376	1	#per109	#pla15
2375	1	#per212	#per87
2374	1	#per269	#per435
2373	1	#per363	#per403
2370	1	#per124	#per341
2366	1	#per261	#per367
2365	1	#org78	#per249
2364	1	#per124	#per432
2363	1	#per131	#per254
2362	1	#per229	#per379
2361	1	#per341	#per432
2360	1	#per377	#per438
2501	1	#per159	#per365
2503	1	#per225	#per415
2531	1	#pla420	#pla5
2505	1	#org63	#pla420
2529	1	#per133	#per230
2525	1	#per282	#per4
2524	1	#per376	#per402
2523	1	#per275	#per371
2522	1	#pla17	#pla23
2521	1	#per162	#per314
2520	1	#per338	#per357
2493	1	#per159	#per336
2519	1	#pla94	#pla95
2516	1	#per273	#per371
2515	1	#per245	#pla145
2514	1	#per211	#pla
2512	1	#per221	#per402
2510	1	#per279	#pla
2509	1	#per168	#pla41
2508	1	#per16	#per3
2506	1	#per324	#per351
1058	1	#per312	#per377
1059	1	#per260	#per360
1062	1	#per356	#per443
1555	1	#per142	#per209
1568	1	#per125	#per215
1567	1	#per144	#per428
1566	1	#org42	#per409
1565	1	#per324	#per330
1562	1	#per329	#pla97
1558	1	#per315	#per330
1557	1	#org50	#per335
1556	1	#per164	#pla92
1552	1	#org78	#per270
1684	1	#pla16	#pla41
1551	1	#org78	#per280
1549	1	#org67	#pla420
1548	1	#org83	#per41
1547	1	#per113	#pla97
1545	1	#org4	#pla139
1543	1	#per47	#per87
1541	1	#org88	#per72
1540	1	#per151	#per159
1569	1	#per313	#per377
1570	1	#per140	#per213
1571	1	#per360	#pla118
1573	1	#per253	#per352
1500	1	#org88	#pla115
1499	1	#per223	#per439
1498	1	#per160	#per180
1496	1	#pla132	#pla90
1494	1	#per191	#per366
1493	1	#per163	#per174
1510	1	#pla122	#pla123
1534	1	#org49	#pla147
1536	1	#pla41	#pre210
1537	1	#per314	#per315
1588	1	#org88	#per152
1587	1	#pla129	#pla80
1584	1	#org0	#pla98
1583	1	#per128	#per244
1581	1	#per3	#pla115
1578	1	#per300	#per377
1575	1	#pla123	#pla124
1683	1	#per212	#per330
1687	1	#per139	#pla109
1063	1	#per323	#per365
1848	1	#per335	#per417
1801	1	#per285	#pla123
1800	1	#org0	#per154
1799	1	#org88	#per134
1798	1	#per14	#per179
1796	1	#per226	#per368
1795	1	#org0	#per125
1792	1	#per237	#per287
1813	1	#org61	#org62
1849	1	#per175	#per429
1689	1	#per419	#per7
1852	1	#per160	#per407
1892	1	#per144	#pla18
1891	1	#per325	#per377
1890	1	#pla103	#pla23
1889	1	#per263	#per395
1888	1	#per131	#per163
1887	1	#per128	#per417
1886	1	#per121	#per181
1804	1	#org78	#per297
1807	1	#per141	#per353
1808	1	#org45	#per213
1809	1	#per134	#per171
1845	1	#org63	#pla108
1844	1	#per174	#per205
1840	1	#per14	#pla111
1836	1	#per1042	#per235
1833	1	#per14	#per170
1830	1	#per182	#per205
1829	1	#per237	#per326
1826	1	#per234	#per425
1825	1	#org63	#per132
1824	1	#per144	#per320
1822	1	#per14	#pla112
1821	1	#per144	#per351
1820	1	#org42	#per361
1846	1	#per160	#per197
1817	1	#per324	#pla41
1812	1	#per304	#per87
1811	1	#org88	#pla23
1501	1	#per264	#per314
1503	1	#per400	#per415
1504	1	#per435	#per436
1633	1	#pla103	#pla104
1601	1	#per374	#per391
1599	1	#per113	#pla17
1598	1	#per285	#per329
1597	1	#per326	#per332
1596	1	#per249	#per423
1595	1	#per4	#per433
1612	1	#per228	#per337
1594	1	#per435	#pla202
1638	1	#per322	#per438
1505	1	#per412	#per438
1682	1	#per182	#per211
1680	1	#pla114	#pla127
1679	1	#per372	#per379
1678	1	#org66	#pla116
1677	1	#per287	#per326
1676	1	#per361	#per409
1675	1	#per300	#per313
1673	1	#pla101	#pla16
1603	1	#per2	#pla131
1604	1	#per333	#per420
1605	1	#pla20	#pla98
1607	1	#org45	#per342
1628	1	#per191	#pla16
1627	1	#org88	#per245
1626	1	#per321	#per358
1625	1	#org65	#org70
1624	1	#org0	#pla79
1622	1	#per163	#per222
1621	1	#per140	#per358
1619	1	#org75	#per2
1618	1	#424	#per358
1616	1	#org71	#per131
1615	1	#per184	#pre210
1614	1	#per260	#per329
1631	1	#per330	#per420
1613	1	#per289	#per294
1611	1	#pla64	#pla89
1609	1	#per122	#per173
1608	1	#per271	#pla98
1671	1	#per174	#per211
1670	1	#per128	#per335
1669	1	#org60	#org61
1589	1	#per157	#per204
1527	1	#per142	#per164
1526	1	#org45	#per432
1524	1	#pla16	#pla5
1523	1	#per210	#per220
1522	1	#per325	#per417
1521	1	#per378	#pla144
1520	1	#per361	#per434
1518	1	#pla	#pla143
1517	1	#per171	#per353
1516	1	#131	#per4
1515	1	#org4	#per159
1513	1	#org84	#per4
1533	1	#per1042	#pla5
1512	1	#per122	#per225
1508	1	#org61	#org63
1507	1	#per104	#pla9
1506	1	#per351	#per47
1528	1	#per163	#per208
1592	1	#org63	#pla16
1668	1	#per234	#per393
1593	1	#org46	#per125
1666	1	#per2	#per304
1637	1	#pla112	#pla116
1665	1	#per163	#per203
1663	1	#per162	#per420
1662	1	#per168	#per210
1661	1	#org68	#pla123
1660	1	#per185	#pla144
1659	1	#per113	#pla103
1658	1	#pla87	#pla88
1656	1	#pla98	#pla99
1654	1	#per337	#per383
1646	1	#per347	#per386
1644	1	#org73	#per14
1642	1	#per124	#per72
1640	1	#per317	#per341
1639	1	#pla96	#pla97
1664	1	#org86	#per131
1884	1	#per160	#per208
1883	1	#per7	#pla84
1882	1	#per180	#per215
1162	1	#org0	#per35
1172	1	#pla115	#pla135
1171	1	#per212	#per253
1170	1	#per333	#per47
1169	1	#per14	#pla136
1167	1	#per374	#per413
1165	1	#per131	#per418
1164	1	#per185	#per266
1163	1	#org64	#per137
1186	1	#per180	#per4
1788	1	#per213	#per317
1161	1	#org71	#per174
1218	1	#per149	#pla135
1220	1	#per104	#pla136
1264	1	#pla131	#pla5
1262	1	#per242	#per420
1260	1	#per139	#pla41
1259	1	#per292	#per324
1257	1	#per193	#per419
1173	1	#org41	#per355
1174	1	#org0	#per156
1181	1	#per121	#per361
1183	1	#org0	#per365
1487	1	#pla104	#pla16
1485	1	#per220	#per399
1213	1	#org44	#per104
1211	1	#per271	#per276
1209	1	#per246	#per288
1207	1	#per293	#per424
1205	1	#per124	#pla136
1203	1	#per204	#pla110
1202	1	#per209	#per428
1201	1	#org	#per109
1200	1	#org91	#per157
1199	1	#org43	#per157
1196	1	#pla108	#pla115
1195	1	#org83	#per138
1193	1	#per3	#pla41
1217	1	#org42	#per246
1187	1	#org63	#per433
1254	1	#pla16	#pla23
1253	1	#per266	#per305
1252	1	#per121	#per35
1241	1	#org67	#pla123
1157	1	#org78	#per238
1156	1	#org	#per232
1093	1	#per2	#per213
1092	1	#per227	#pla133
1090	1	#per280	#per356
1089	1	#org63	#org78
1088	1	#per233	#per315
1084	1	#per272	#per378
1080	1	#org47	#per396
1079	1	#pla145	#pla146
1078	1	#org50	#per438
1075	1	#per104	#per132
1072	1	#per382	#per383
1071	1	#per388	#pla85
1068	1	#per390	#pla
1094	1	#per122	#per411
1067	1	#per113	#pla102
1158	1	#org71	#per163
1221	1	#per215	#per370
1250	1	#per389	#per429
1222	1	#per287	#per343
1249	1	#per126	#per221
1248	1	#per152	#pla84
1245	1	#per425	#per443
1244	1	#per288	#per316
1219	1	#per432	#per441
1242	1	#org	#per180
1240	1	#per287	#per406
1238	1	#org76	#per14
1236	1	#per131	#per159
1232	1	#org53	#per403
1231	1	#per420	#per428
1230	1	#per273	#per350
1229	1	#per155	#per317
1228	1	#pla102	#pla23
1227	1	#per246	#per361
1226	1	#per131	#per232
1224	1	#pla20	#pla97
1893	1	#per127	#pla23
1739	1	#per5	#perper6
1881	1	#org71	#pla126
1723	1	#per109	#per266
1784	1	#per284	#per307
1732	1	#org75	#pla420
1731	1	#per135	#per35
1730	1	#per322	#per412
1729	1	#per395	#pla119
1728	1	#org63	#pla116
1726	1	#per186	#per7
1725	1	#org43	#per132
1721	1	#per14	#per154
1740	1	#org82	#per268
1719	1	#per1042	#per133
1718	1	#org49	#per16
1713	1	#per349	#per426
1712	1	#per125	#per349
1733	1	#per303	#per364
1711	1	#per280	#per443
1709	1	#per127	#per439
1708	1	#per175	#per358
1789	1	#pla39	#pla64
1489	1	#per	#per358
1790	1	#per219	#pla125
1856	1	#per312	#per325
1879	1	#org13	#pla134
1878	1	#org22	#per104
1877	1	#per272	#pla
1876	1	#per336	#per365
1875	1	#per136	#per397
1874	1	#org76	#pla420
1873	1	#org93	#per381
1872	1	#org83	#per140
1871	1	#per131	#pla142
1869	1	#per310	#per338
1868	1	#per165	#per167
1865	1	#per104	#per381
1864	1	#per257	#per324
1863	1	#org0	#per120
1860	1	#org63	#pla9
1859	1	#org67	#pla124
1857	1	#pla41	#pla96
1705	1	#per136	#pla110
1703	1	#per158	#per264
1700	1	#org62	#org63
1767	1	#per181	#per224
1763	1	#org0	#per404
1762	1	#per247	#per347
1760	1	#per237	#per406
1758	1	#org63	#pla104
1757	1	#per324	#per393
1756	1	#per172	#per295
1755	1	#per153	#per213
1751	1	#org0	#per159
1750	1	#per153	#pla84
1749	1	#org83	#pla80
1748	1	#per431	#pla130
1747	1	#org0	#org65
1746	1	#per233	#per47
1745	1	#org83	#pla129
1744	1	#per229	#per308
1743	1	#org78	#per188
1742	1	#per140	#pla134
1764	1	#per233	#per253
1771	1	#per285	#per360
1699	1	#per234	#per436
1774	1	#per249	#per309
1697	1	#per152	#per381
1696	1	#per440	#per47
1695	1	#pla41	#pla95
1694	1	#per366	#pla121
1692	1	#per266	#per423
1691	1	#per275	#per296
1690	1	#pla113	#pla121
1710	1	#per188	#per238
1734	1	#per253	#per330
1735	1	#per191	#per360
1736	1	#per216	#per433
1782	1	#per202	#per205
1781	1	#per136	#pla107
1779	1	#org44	#per72
1777	1	#org41	#per237
1776	1	#per185	#pla146
1775	1	#per177	#per351
2727	1	#per133	#pla133
2723	1	#per5	#pla146
507	1	#per380	#per424
552	1	#per120	#per132
587	1	#org65	#pla9
586	1	#per14	#pla127
195	1	#per408	#per425
585	1	#per339	#pla5
584	1	#org39	#per266
583	1	#per393	#per435
196	1	#per352	#per374
608	1	#org78	#per234
672	1	#per363	#per401
129	1	#per174	#per433
673	1	#per325	#per335
763	1	#per276	#per340
762	1	#org0	#per127
761	1	#per228	#per383
758	1	#org91	#per132
757	1	#org88	#pla133
128	1	#per158	#per87
755	1	#per13	#per16
588	1	#per300	#per417
589	1	#pla5	#pla90
590	1	#org70	#per2
591	1	#pla39	#pla90
213	1	#per241	#per43
206	1	#per207	#pla41
579	1	#per14	#pla131
581	1	#per300	#per335
582	1	#per370	#per418
606	1	#per264	#per330
604	1	#per215	#per279
603	1	#per196	#per267
602	1	#per158	#per212
601	1	#per124	#per16
600	1	#per131	#per219
599	1	#org70	#per153
598	1	#pla101	#pla112
597	1	#org50	#per4
191	1	#per2	#per218
594	1	#org83	#pla83
593	1	#per121	#per288
754	1	#org134	#per134
752	1	#per262	#per360
736	1	#131	#per3
776	1	#per2	#pla64
786	1	#per277	#per358
785	1	#per168	#pere314
784	1	#org66	#per125
783	1	#per121	#per239
782	1	#per289	#per291
116	1	#per14	#per141
119	1	#per308	#per372
777	1	#per132	#per181
775	1	#per131	#per187
765	1	#per133	#per339
120	1	#per158	#per236
121	1	#org44	#per381
122	1	#pla112	#pla132
123	1	#per182	#per218
772	1	#org	#per259
771	1	#pla101	#pla133
126	1	#per234	#per269
737	1	#per356	#per408
115	1	#per300	#per325
787	1	#per233	#per428
790	1	#pla132	#pla5
113	1	#per169	#per241
751	1	#per315	#per351
130	1	#per138	#pla133
131	1	#org85	#pla132
133	1	#per234	#per435
137	1	#org83	#pla41
745	1	#per2	#per87
744	1	#org57	#org58
743	1	#per219	#per437
740	1	#org63	#pla41
138	1	#per270	#per309
738	1	#per14	#pla130
750	1	#per242	#per315
766	1	#per358	#per380
768	1	#per409	#per434
769	1	#per177	#per264
111	1	#org91	#per122
112	1	#per316	#per361
212	1	#pla420	#pla64
211	1	#per172	#per4
556	1	#per132	#per171
615	1	#per189	#pla84
642	1	#org85	#per5
187	1	#per308	#per375
626	1	#per131	#per2
625	1	#per208	#pla125
620	1	#per234	#per280
618	1	#per104	#per1042
617	1	#org84	#per213
616	1	#per290	#per319
614	1	#per113	#pla113
