Source,Target,Weight
#per336,#pla117,0
#per336,#pla118,0
#per336,#pla119,0
#per336,#pla12,0
#per336,#pla120,0
#per336,#pla121,0
#per336,#pla13,0
#per336,#pla14,0
#per336,#pla15,0
#per336,#pla16,0
#per336,#pla17,0
#per336,#pla18,0
#per336,#pla19,0
#per336,#pla2,0
#per336,#pla20,0
#per336,#pla21,0
#per336,#pla22,0
#per336,#pla23,0
#per336,#pla24,0
#per336,#pla25,0
#per336,#pla26,0
#per336,#pla27,0
#per336,#pla28,0
#per336,#pla29,0
#per336,#pla3,0
#per336,#pla30,0
#per336,#pla31,0
#per336,#pla32,0
#per336,#pla33,0
#per336,#pla34,0
#per336,#pla35,0
#per336,#pla36,0
#per336,#pla37,0
#per336,#pla38,0
#per336,#pla39,0
#per336,#pla4,0
#per336,#pla40,0
#per336,#pla41,0
#per336,#pla42,0
#per336,#pla43,0
#per336,#pla44,0
#per336,#pla45,0
#per336,#pla46,0
#per336,#pla47,0
#per336,#pla48,0
#per336,#pla49,0
#per336,#pla5,0
#per336,#pla50,0
#per336,#pla51,0
#per336,#pla52,0
#per336,#pla53,0
#per336,#pla54,0
#per336,#pla55,0
#per336,#pla56,0
#per336,#pla57,0
#per336,#pla58,0
#per336,#pla59,0
#per336,#pla6,0
#per336,#pla60,0
#per336,#pla61,0
#per336,#pla62,0
#per336,#pla63,0
#per336,#pla64,0
#per336,#pla65,0
#per336,#pla66,0
#per336,#pla67,0
#per336,#pla68,0
#per336,#pla69,0
#per336,#pla7,0
#per336,#pla70,0
#per336,#pla71,0
#per336,#pla72,0
#per336,#pla73,0
#per336,#pla74,0
#per336,#pla75,0
#per336,#pla76,0
#per336,#pla77,0
#per336,#pla78,0
#per336,#pla79,0
#per336,#pla8,0
#per336,#pla80,0
#per336,#pla81,0
#per336,#pla82,0
#per336,#pla83,0
#per336,#pla84,0
#per336,#pla85,0
#per336,#pla86,0
#per336,#pla87,0
#per336,#pla88,0
#per336,#pla89,0
#per336,#pla9,0
#per336,#pla90,0
#per336,#pla91,0
#per336,#pla92,0
#per336,#pla93,0
#per336,#pla94,0
#per336,#pla95,0
#per336,#pla96,0
#per336,#pla97,0
#per336,#pla98,0
#per336,#pla99,0
#per336,#tim1,0
#per336,#tim10,0
#per336,#tim11,0
#per336,#tim12,0
#per336,#tim13,0
#per336,#tim14,0
#per336,#tim15,0
#per336,#tim16,0
#per336,#tim17,0
#per336,#tim18,0
#per336,#tim19,0
#per336,#tim2,0
#per336,#tim20,0
#per336,#tim21,0
#per336,#tim22,0
#per336,#tim23,0
#per336,#tim24,0
#per336,#tim25,0
#per336,#tim26,0
#per336,#tim27,0
#per336,#tim28,0
#per336,#tim3,0
#per336,#tim4,0
#per336,#tim5,0
#per336,#tim6,0
#per336,#tim7,0
#per336,#tim8,0
#per336,#tim9,0
#per336,#wor1,0
#per336,#wor2,0
#per336,#wor3,0
#per336,#wor4,0
#per336,#wor5,0
#per336,#wor6,0
#per336,#wor7,0
#per336,#wor8,0
#per337,#org0,0
#per337,#org1,0
#per337,#org10,0
#per337,#org11,0
#per337,#org12,0
#per337,#org13,0
#per337,#org14,0
#per337,#org15,0
#per337,#org16,0
#per337,#org17,0
#per337,#org18,0
#per337,#org19,0
#per337,#org2,0
#per337,#org20,0
#per337,#org21,0
#per337,#org22,0
#per337,#org23,0
#per337,#org24,0
#per337,#org25,0
#per337,#org26,0
#per337,#org27,0
#per337,#org28,0
#per337,#org29,0
#per337,#org3,0
#per337,#org30,0
#per337,#org31,0
#per337,#org32,0
#per337,#org33,0
#per337,#org34,0
#per337,#org35,0
#per337,#org36,0
#per337,#org37,0
#per337,#org38,0
#per337,#org39,0
#per337,#org4,0
#per337,#org40,0
#per337,#org41,0
#per337,#org42,0
#per337,#org43,0
#per337,#org44,0
#per337,#org45,0
#per337,#org46,0
#per337,#org47,0
#per337,#org48,0
#per337,#org49,0
#per337,#org5,0
#per337,#org50,0
#per337,#org51,0
#per337,#org52,0
#per337,#org53,0
#per337,#org54,0
#per337,#org55,0
#per337,#org56,0
#per337,#org57,0
#per337,#org58,0
#per337,#org59,0
#per337,#org6,0
#per337,#org60,0
#per337,#org61,0
#per337,#org62,0
#per337,#org63,0
#per337,#org64,0
#per337,#org65,0
#per337,#org66,0
#per337,#org7,0
#per337,#org8,0
#per337,#org9,0
#per337,#per338,0
#per337,#per339,0
#per337,#per340,0
#per337,#per341,0
#per337,#per342,0
#per337,#per343,0
#per337,#per344,0
#per337,#per345,0
#per337,#per346,0
#per337,#per347,0
#per337,#per348,0
#per337,#per349,0
#per337,#per350,0
#per337,#per351,0
#per337,#per352,0
#per337,#per353,0
#per337,#per354,0
#per337,#per355,0
#per337,#per356,0
#per337,#per357,0
#per337,#per358,0
#per337,#per359,0
#per337,#per360,0
#per337,#per361,0
#per337,#per362,0
#per337,#per363,0
#per337,#per364,0
#per337,#per365,0
#per337,#per366,0
#per337,#per367,0
#per337,#per368,0
#per337,#per369,0
#per337,#per370,0
#per337,#per371,0
#per337,#per372,0
#per337,#per373,0
#per337,#per374,0
#per337,#per375,0
#per337,#per376,0
#per337,#per377,0
#per337,#per378,0
#per337,#per379,0
#per337,#per380,0
#per337,#per381,0
#per337,#per382,0
#per337,#per383,0
#per337,#per384,0
#per337,#per385,0
#per337,#per386,0
#per337,#per387,0
#per337,#per388,0
#per337,#per389,0
#per337,#per390,0
#per337,#per391,0
#per337,#per392,0
#per337,#per393,0
#per337,#per394,0
#per337,#per395,0
#per337,#per396,0
#per337,#per397,0
#per337,#per398,0
#per337,#per399,0
#per337,#per400,0
#per337,#per401,0
#per337,#per402,0
#per337,#per403,0
#per337,#per404,0
#per337,#per405,0
#per337,#per406,0
#per337,#per407,0
#per337,#per408,0
#per337,#per409,0
#per337,#per410,0
#per337,#per411,0
#per337,#per412,0
#per337,#per413,0
#per337,#per414,0
#per337,#per415,0
#per337,#per416,0
#per337,#per417,0
#per337,#per418,0
#per337,#per419,0
#per337,#per420,0
#per337,#per421,0
#per337,#per422,0
#per337,#per423,0
#per337,#per424,0
#per337,#per425,0
#per337,#per426,0
#per337,#per427,0
#per337,#per428,0
#per337,#per429,0
#per337,#per430,0
#per337,#per431,0
#per337,#per432,0
#per337,#per433,0
#per337,#per434,0
#per337,#per435,0
#per337,#per436,0
#per337,#per437,0
#per337,#per438,0
#per337,#per439,0
#per337,#per440,0
#per337,#per441,0
#per337,#per442,0
#per337,#per443,0
#per337,#per444,0
#per337,#per445,0
#per337,#per446,0
#per337,#per447,0
#per337,#per448,0
#per337,#per449,0
#per337,#per450,0
#per337,#per451,0
#per337,#per452,0
#per337,#per453,0
#per337,#per454,0
#per337,#per455,0
#per337,#per456,0
#per337,#per457,0
#per337,#per458,0
#per337,#per459,0
#per337,#per460,0
#per337,#per461,0
#per337,#per462,0
#per337,#per463,0
#per337,#per464,0
#per337,#per465,0
#per337,#per466,0
#per337,#pla1,0
#per337,#pla10,0
#per337,#pla100,0
#per337,#pla101,0
#per337,#pla102,0
#per337,#pla103,0
#per337,#pla104,0
#per337,#pla105,0
#per337,#pla106,0
#per337,#pla107,0
#per337,#pla108,0
#per337,#pla109,0
#per337,#pla11,0
#per337,#pla110,0
#per337,#pla111,0
#per337,#pla112,0
#per337,#pla113,0
#per337,#pla114,0
#per337,#pla115,0
#per337,#pla116,0
#per337,#pla117,0
#per337,#pla118,0
#per337,#pla119,0
#per337,#pla12,0
#per337,#pla120,0
#per337,#pla121,0
#per337,#pla13,0
#per337,#pla14,0
#per337,#pla15,0
#per337,#pla16,0
#per337,#pla17,0
#per337,#pla18,0
#per337,#pla19,0
#per337,#pla2,0
#per337,#pla20,0
#per337,#pla21,0
#per337,#pla22,0
#per337,#pla23,0
#per337,#pla24,0
#per337,#pla25,0
#per337,#pla26,0
#per337,#pla27,0
#per337,#pla28,0
#per337,#pla29,0
#per337,#pla3,0
#per337,#pla30,0
#per337,#pla31,0
#per337,#pla32,0
#per337,#pla33,0
#per337,#pla34,0
#per337,#pla35,0
#per337,#pla36,0
#per337,#pla37,0
#per337,#pla38,0
#per337,#pla39,0
#per337,#pla4,0
#per337,#pla40,0
#per337,#pla41,0
#per337,#pla42,0
#per337,#pla43,0
#per337,#pla44,0
#per337,#pla45,0
#per337,#pla46,0
#per337,#pla47,0
#per337,#pla48,0
#per337,#pla49,0
#per337,#pla5,0
#per337,#pla50,0
#per337,#pla51,0
#per337,#pla52,0
#per337,#pla53,0
#per337,#pla54,0
#per337,#pla55,0
#per337,#pla56,0
#per337,#pla57,0
#per337,#pla58,0
#per337,#pla59,0
#per337,#pla6,0
#per337,#pla60,0
#per337,#pla61,0
#per337,#pla62,0
#per337,#pla63,0
#per337,#pla64,0
#per337,#pla65,0
#per337,#pla66,0
#per337,#pla67,0
#per337,#pla68,0
#per337,#pla69,0
#per337,#pla7,0
#per337,#pla70,0
#per337,#pla71,0
#per337,#pla72,0
#per337,#pla73,0
#per337,#pla74,0
#per337,#pla75,0
#per337,#pla76,0
#per337,#pla77,0
#per337,#pla78,0
#per337,#pla79,0
#per337,#pla8,0
#per337,#pla80,0
#per337,#pla81,0
#per337,#pla82,0
#per337,#pla83,0
#per337,#pla84,0
#per337,#pla85,0
#per337,#pla86,0
#per337,#pla87,0
#per337,#pla88,0
#per337,#pla89,0
#per337,#pla9,0
#per337,#pla90,0
#per337,#pla91,0
#per337,#pla92,0
#per337,#pla93,0
#per337,#pla94,0
#per337,#pla95,0
#per337,#pla96,0
#per337,#pla97,0
#per337,#pla98,0
#per337,#pla99,0
#per337,#tim1,0
#per337,#tim10,0
#per337,#tim11,0
#per337,#tim12,0
#per337,#tim13,0
#per337,#tim14,0
#per337,#tim15,0
#per337,#tim16,0
#per337,#tim17,0
#per337,#tim18,0
#per337,#tim19,0
#per337,#tim2,0
#per337,#tim20,0
#per337,#tim21,0
#per337,#tim22,0
#per337,#tim23,0
#per337,#tim24,0
#per337,#tim25,0
#per337,#tim26,0
#per337,#tim27,0
#per337,#tim28,0
#per337,#tim3,0
#per337,#tim4,0
#per337,#tim5,0
#per337,#tim6,0
#per337,#tim7,0
#per337,#tim8,0
#per337,#tim9,0
#per337,#wor1,0
#per337,#wor2,0
#per337,#wor3,0
#per337,#wor4,0
#per337,#wor5,0
#per337,#wor6,0
#per337,#wor7,0
#per337,#wor8,0
#per338,#org0,0
#per338,#org1,0
#per338,#org10,0
#per338,#org11,0
#per338,#org12,0
#per338,#org13,0
#per338,#org14,0
#per338,#org15,0
#per338,#org16,0
#per338,#org17,0
#per338,#org18,0
#per338,#org19,0
#per338,#org2,0
#per338,#org20,0
#per338,#org21,0
#per338,#org22,0
#per338,#org23,0
#per338,#org24,0
#per338,#org25,0
#per338,#org26,0
#per338,#org27,0
#per338,#org28,0
#per338,#org29,0
#per338,#org3,0
#per338,#org30,0
#per338,#org31,0
#per338,#org32,0
#per338,#org33,0
#per338,#org34,0
#per338,#org35,0
#per338,#org36,0
#per338,#org37,0
#per338,#org38,0
#per338,#org39,0
#per338,#org4,0
#per338,#org40,0
#per338,#org41,0
#per338,#org42,0
#per338,#org43,0
#per338,#org44,0
#per338,#org45,0
#per338,#org46,0
#per338,#org47,0
#per338,#org48,0
#per338,#org49,0
#per338,#org5,0
#per338,#org50,0
#per338,#org51,0
#per338,#org52,0
#per338,#org53,0
#per338,#org54,0
#per338,#org55,0
#per338,#org56,0
#per338,#org57,0
#per338,#org58,0
#per338,#org59,0
#per338,#org6,0
#per338,#org60,0
#per338,#org61,0
#per338,#org62,0
#per338,#org63,0
#per338,#org64,0
#per338,#org65,0
#per338,#org66,0
#per338,#org7,0
#per338,#org8,0
#per338,#org9,0
#per338,#per339,0
#per338,#per340,0
#per338,#per341,0
#per338,#per342,0
#per338,#per343,0
#per338,#per344,0
#per338,#per345,0
#per338,#per346,0
#per338,#per347,0
#per338,#per348,0
#per338,#per349,0
#per338,#per350,0
#per338,#per351,0
#per338,#per352,0
#per338,#per353,0
#per338,#per354,0
#per338,#per355,0
#per338,#per356,0
#per338,#per357,0
#per338,#per358,0
#per338,#per359,0
#per338,#per360,0
#per338,#per361,0
#per338,#per362,0
#per338,#per363,0
#per338,#per364,0
#per338,#per365,0
#per338,#per366,0
#per338,#per367,0
#per338,#per368,0
#per338,#per369,0
#per338,#per370,0
#per338,#per371,0
#per338,#per372,0
#per338,#per373,0
#per338,#per374,0
#per338,#per375,0
#per338,#per376,0
#per338,#per377,0
#per338,#per378,0
#per338,#per379,0
#per338,#per380,0
#per338,#per381,0
#per338,#per382,0
#per338,#per383,0
#per338,#per384,0
#per338,#per385,0
#per338,#per386,0
#per338,#per387,0
#per338,#per388,0
#per338,#per389,0
#per338,#per390,0
#per338,#per391,0
#per338,#per392,0
#per338,#per393,0
#per338,#per394,0
#per338,#per395,0
#per338,#per396,0
#per338,#per397,0
#per338,#per398,0
#per338,#per399,0
#per338,#per400,0
#per338,#per401,0
#per338,#per402,0
#per338,#per403,0
#per338,#per404,0
#per338,#per405,0
#per338,#per406,0
#per338,#per407,0
#per338,#per408,0
#per338,#per409,0
#per338,#per410,0
#per338,#per411,0
#per338,#per412,0
#per338,#per413,0
#per338,#per414,0
#per338,#per415,0
#per338,#per416,0
#per338,#per417,0
#per338,#per418,0
#per338,#per419,0
#per338,#per420,0
#per338,#per421,0
#per338,#per422,0
#per338,#per423,0
#per338,#per424,0
#per338,#per425,0
#per338,#per426,0
#per338,#per427,0
#per338,#per428,0
#per338,#per429,0
#per338,#per430,0
#per338,#per431,0
#per338,#per432,0
#per338,#per433,0
#per338,#per434,0
#per338,#per435,0
#per338,#per436,0
#per338,#per437,0
#per338,#per438,0
#per338,#per439,0
#per338,#per440,0
#per338,#per441,0
#per338,#per442,0
#per338,#per443,0
#per338,#per444,0
#per338,#per445,0
#per338,#per446,0
#per338,#per447,0
#per338,#per448,0
#per338,#per449,0
#per338,#per450,0
#per338,#per451,0
#per338,#per452,0
#per338,#per453,0
#per338,#per454,0
#per338,#per455,0
#per338,#per456,0
#per338,#per457,0
#per338,#per458,0
#per338,#per459,0
#per338,#per460,0
#per338,#per461,0
#per338,#per462,0
#per338,#per463,0
#per338,#per464,0
#per338,#per465,0
#per338,#per466,0
#per338,#pla1,0
#per338,#pla10,0
#per338,#pla100,0
#per338,#pla101,0
#per338,#pla102,0
#per338,#pla103,0
#per338,#pla104,0
#per338,#pla105,0
#per338,#pla106,0
#per338,#pla107,0
#per338,#pla108,0
#per338,#pla109,0
#per338,#pla11,0
#per338,#pla110,0
#per338,#pla111,0
#per338,#pla112,0
#per338,#pla113,0
#per338,#pla114,0
#per338,#pla115,0
#per338,#pla116,0
#per338,#pla117,0
#per338,#pla118,0
#per338,#pla119,0
#per338,#pla12,0
#per338,#pla120,0
#per338,#pla121,0
#per338,#pla13,0
#per338,#pla14,0
#per338,#pla15,0
#per338,#pla16,0
#per338,#pla17,0
#per338,#pla18,0
#per338,#pla19,0
#per338,#pla2,0
#per338,#pla20,0
#per338,#pla21,0
#per338,#pla22,0
#per338,#pla23,0
#per338,#pla24,0
#per338,#pla25,0
#per338,#pla26,0
#per338,#pla27,0
#per338,#pla28,0
#per338,#pla29,0
#per338,#pla3,0
#per338,#pla30,0
#per338,#pla31,0
#per338,#pla32,0
#per338,#pla33,0
#per338,#pla34,0
#per338,#pla35,0
#per338,#pla36,0
#per338,#pla37,0
#per338,#pla38,0
#per338,#pla39,0
#per338,#pla4,0
#per338,#pla40,0
#per338,#pla41,0
#per338,#pla42,0
#per338,#pla43,0
#per338,#pla44,0
#per338,#pla45,0
#per338,#pla46,0
#per338,#pla47,0
#per338,#pla48,0
#per338,#pla49,0
#per338,#pla5,0
#per338,#pla50,0
#per338,#pla51,0
#per338,#pla52,0
#per338,#pla53,0
#per338,#pla54,0
#per338,#pla55,0
#per338,#pla56,0
#per338,#pla57,0
#per338,#pla58,0
#per338,#pla59,0
#per338,#pla6,0
#per338,#pla60,0
#per338,#pla61,0
#per338,#pla62,0
#per338,#pla63,0
#per338,#pla64,0
#per338,#pla65,0
#per338,#pla66,0
#per338,#pla67,0
#per338,#pla68,0
#per338,#pla69,0
#per338,#pla7,0
#per338,#pla70,0
#per338,#pla71,0
#per338,#pla72,0
#per338,#pla73,0
#per338,#pla74,0
#per338,#pla75,0
#per338,#pla76,0
#per338,#pla77,0
#per338,#pla78,0
#per338,#pla79,0
#per338,#pla8,0
#per338,#pla80,0
#per338,#pla81,0
#per338,#pla82,0
#per338,#pla83,0
#per338,#pla84,0
#per338,#pla85,0
#per338,#pla86,0
#per338,#pla87,0
#per338,#pla88,0
#per338,#pla89,0
#per338,#pla9,0
#per338,#pla90,0
#per338,#pla91,0
#per338,#pla92,0
#per338,#pla93,0
#per338,#pla94,0
#per338,#pla95,0
#per338,#pla96,0
#per338,#pla97,0
#per338,#pla98,0
#per338,#pla99,0
#per338,#tim1,0
#per338,#tim10,0
#per338,#tim11,0
#per338,#tim12,0
#per338,#tim13,0
#per338,#tim14,0
#per338,#tim15,0
#per338,#tim16,0
#per338,#tim17,0
#per338,#tim18,0
#per338,#tim19,0
#per338,#tim2,0
#per338,#tim20,0
#per338,#tim21,0
#per338,#tim22,0
#per338,#tim23,0
#per338,#tim24,0
#per338,#tim25,0
#per338,#tim26,0
#per338,#tim27,0
#per338,#tim28,0
#per338,#tim3,0
#per338,#tim4,0
#per338,#tim5,0
#per338,#tim6,0
#per338,#tim7,0
#per338,#tim8,0
#per338,#tim9,0
#per338,#wor1,0
#per338,#wor2,0
#per338,#wor3,0
#per338,#wor4,0
#per338,#wor5,0
#per338,#wor6,0
#per338,#wor7,0
#per338,#wor8,0
#per339,#org0,0
#per339,#org1,0
#per339,#org10,0
#per339,#org11,0
#per339,#org12,0
#per339,#org13,0
#per339,#org14,0
#per339,#org15,0
#per339,#org16,0
#per339,#org17,0
#per339,#org18,0
#per339,#org19,0
#per339,#org2,0
#per339,#org20,0
#per339,#org21,0
#per339,#org22,0
#per339,#org23,0
#per339,#org24,0
#per339,#org25,0
#per339,#org26,0
#per339,#org27,0
#per339,#org28,0
#per339,#org29,0
#per339,#org3,0
#per339,#org30,0
#per339,#org31,0
#per339,#org32,0
#per339,#org33,0
#per339,#org34,0
#per339,#org35,0
#per339,#org36,0
#per339,#org37,0
#per339,#org38,0
#per339,#org39,0
#per339,#org4,0
#per339,#org40,0
#per339,#org41,0
#per339,#org42,0
#per339,#org43,0
#per339,#org44,0
#per339,#org45,0
#per339,#org46,0
#per339,#org47,0
#per339,#org48,0
#per339,#org49,0
#per339,#org5,0
#per339,#org50,0
#per339,#org51,0
#per339,#org52,0
#per339,#org53,0
#per339,#org54,0
#per339,#org55,0
#per339,#org56,0
#per339,#org57,0
#per339,#org58,0
#per339,#org59,0
#per339,#org6,0
#per339,#org60,0
#per339,#org61,0
#per339,#org62,0
#per339,#org63,0
#per339,#org64,0
#per339,#org65,0
#per339,#org66,0
#per339,#org7,0
#per339,#org8,0
#per339,#org9,0
#per339,#per340,0
#per339,#per341,0
#per339,#per342,0
#per339,#per343,0
#per339,#per344,0
#per339,#per345,0
#per339,#per346,0
#per339,#per347,0
#per339,#per348,0
#per339,#per349,0
#per339,#per350,0
#per339,#per351,0
#per339,#per352,0
#per339,#per353,0
#per339,#per354,0
#per339,#per355,0
#per339,#per356,0
#per339,#per357,0
#per339,#per358,0
#per339,#per359,0
#per339,#per360,0
#per339,#per361,0
#per339,#per362,0
#per339,#per363,0
#per339,#per364,0
#per339,#per365,0
#per339,#per366,0
#per339,#per367,0
#per339,#per368,0
#per339,#per369,0
#per339,#per370,0
#per339,#per371,0
#per339,#per372,0
#per339,#per373,0
#per339,#per374,0
#per339,#per375,0
#per339,#per376,0
#per339,#per377,0
#per339,#per378,0
#per339,#per379,0
#per339,#per380,0
#per339,#per381,0
#per339,#per382,0
#per339,#per383,0
#per339,#per384,0
#per339,#per385,0
#per339,#per386,0
#per339,#per387,0
#per339,#per388,0
#per339,#per389,0
#per339,#per390,0
#per339,#per391,0
#per339,#per392,0
#per339,#per393,0
#per339,#per394,0
#per339,#per395,0
#per339,#per396,0
#per339,#per397,0
#per339,#per398,0
#per339,#per399,0
#per339,#per400,0
#per339,#per401,0
#per339,#per402,0
#per339,#per403,0
#per339,#per404,0
#per339,#per405,0
#per339,#per406,0
#per339,#per407,0
#per339,#per408,0
#per339,#per409,0
#per339,#per410,0
#per339,#per411,0
#per339,#per412,0
#per339,#per413,0
#per339,#per414,0
#per339,#per415,0
#per339,#per416,0
#per339,#per417,0
#per339,#per418,0
#per339,#per419,0
#per339,#per420,0
#per339,#per421,0
#per339,#per422,0
#per339,#per423,0
#per339,#per424,0
#per339,#per425,0
#per339,#per426,0
#per339,#per427,0
#per339,#per428,0
#per339,#per429,0
#per339,#per430,0
#per339,#per431,0
#per339,#per432,0
#per339,#per433,0
#per339,#per434,0
#per339,#per435,0
#per339,#per436,0
#per339,#per437,0
#per339,#per438,0
#per339,#per439,0
#per339,#per440,0
#per339,#per441,0
#per339,#per442,0
#per339,#per443,0
#per339,#per444,0
#per339,#per445,0
#per339,#per446,0
#per339,#per447,0
#per339,#per448,0
#per339,#per449,0
#per339,#per450,0
#per339,#per451,0
#per339,#per452,0
#per339,#per453,0
#per339,#per454,0
#per339,#per455,0
#per339,#per456,0
#per339,#per457,0
#per339,#per458,0
#per339,#per459,0
#per339,#per460,0
#per339,#per461,0
#per339,#per462,0
#per339,#per463,0
#per339,#per464,0
#per339,#per465,0
#per339,#per466,0
#per339,#pla1,0
#per339,#pla10,0
#per339,#pla100,0
#per339,#pla101,0
#per339,#pla102,0
#per339,#pla103,0
#per339,#pla104,0
#per339,#pla105,0
#per339,#pla106,0
#per339,#pla107,0
#per339,#pla108,0
#per339,#pla109,0
#per339,#pla11,0
#per339,#pla110,0
#per339,#pla111,0
#per339,#pla112,0
#per339,#pla113,0
#per339,#pla114,0
#per339,#pla115,0
#per339,#pla116,0
#per339,#pla117,0
#per339,#pla118,0
#per339,#pla119,0
#per339,#pla12,0
#per339,#pla120,0
#per339,#pla121,0
#per339,#pla13,0
#per339,#pla14,0
#per339,#pla15,0
#per339,#pla16,0
#per339,#pla17,0
#per339,#pla18,0
#per339,#pla19,0
#per339,#pla2,0
#per339,#pla20,0
#per339,#pla21,0
#per339,#pla22,0
#per339,#pla23,0
#per339,#pla24,0
#per339,#pla25,0
#per339,#pla26,0
#per339,#pla27,0
#per339,#pla28,0
#per339,#pla29,0
#per339,#pla3,0
#per339,#pla30,0
#per339,#pla31,0
#per339,#pla32,0
#per339,#pla33,0
#per339,#pla34,0
#per339,#pla35,0
#per339,#pla36,0
#per339,#pla37,0
#per339,#pla38,0
#per339,#pla39,0
#per339,#pla4,0
#per339,#pla40,0
#per339,#pla41,0
#per339,#pla42,0
#per339,#pla43,0
#per339,#pla44,0
#per339,#pla45,0
#per339,#pla46,0
#per339,#pla47,0
#per339,#pla48,0
#per339,#pla49,0
#per339,#pla5,0
#per339,#pla50,0
#per339,#pla51,0
#per339,#pla52,0
#per339,#pla53,0
#per339,#pla54,0
#per339,#pla55,0
#per339,#pla56,0
#per339,#pla57,0
#per339,#pla58,0
#per339,#pla59,0
#per339,#pla6,0
#per339,#pla60,0
#per339,#pla61,0
#per339,#pla62,0
#per339,#pla63,0
#per339,#pla64,0
#per339,#pla65,0
#per339,#pla66,0
#per339,#pla67,0
#per339,#pla68,0
#per339,#pla69,0
#per339,#pla7,0
#per339,#pla70,0
#per339,#pla71,0
#per339,#pla72,0
#per339,#pla73,0
#per339,#pla74,0
#per339,#pla75,0
#per339,#pla76,0
#per339,#pla77,0
#per339,#pla78,0
#per339,#pla79,0
#per339,#pla8,0
#per339,#pla80,0
#per339,#pla81,0
#per339,#pla82,0
#per339,#pla83,0
#per339,#pla84,0
#per339,#pla85,0
#per339,#pla86,0
#per339,#pla87,0
#per339,#pla88,0
#per339,#pla89,0
#per339,#pla9,0
#per339,#pla90,0
#per339,#pla91,0
#per339,#pla92,0
#per339,#pla93,0
#per339,#pla94,0
#per339,#pla95,0
#per339,#pla96,0
#per339,#pla97,0
#per339,#pla98,0
#per339,#pla99,0
#per339,#tim1,0
#per339,#tim10,0
#per339,#tim11,0
#per339,#tim12,0
#per339,#tim13,0
#per339,#tim14,0
#per339,#tim15,0
#per339,#tim16,0
#per339,#tim17,0
#per339,#tim18,0
#per339,#tim19,0
#per339,#tim2,0
#per339,#tim20,0
#per339,#tim21,0
#per339,#tim22,0
#per339,#tim23,0
#per339,#tim24,0
#per339,#tim25,0
#per339,#tim26,0
#per339,#tim27,0
#per339,#tim28,0
#per339,#tim3,0
#per339,#tim4,0
#per339,#tim5,0
#per339,#tim6,0
#per339,#tim7,0
#per339,#tim8,0
#per339,#tim9,0
#per339,#wor1,0
#per339,#wor2,0
#per339,#wor3,0
#per339,#wor4,0
#per339,#wor5,0
#per339,#wor6,0
#per339,#wor7,0
#per339,#wor8,0
#per34,#org0,0
#per34,#org1,0
#per34,#org10,0
#per34,#org11,0
#per34,#org12,0
#per34,#org13,0
#per34,#org14,0
#per34,#org15,0
#per34,#org16,0
#per34,#org17,0
#per34,#org18,0
#per34,#org19,0
#per34,#org2,0
#per34,#org20,0
#per34,#org21,0
#per34,#org22,0
#per34,#org23,0
#per34,#org24,0
#per34,#org25,0
#per34,#org26,0
#per34,#org27,0
#per34,#org28,0
#per34,#org29,0
#per34,#org3,0
#per34,#org30,0
#per34,#org31,0
#per34,#org32,0
#per34,#org33,0
#per34,#org34,0
#per34,#org35,0
#per34,#org36,0
#per34,#org37,0
#per34,#org38,0
#per34,#org39,0
#per34,#org4,0
#per34,#org40,0
#per34,#org41,0
#per34,#org42,0
#per34,#org43,0
#per34,#org44,0
#per34,#org45,0
#per34,#org46,0
#per34,#org47,0
#per34,#org48,0
#per34,#org49,0
#per34,#org5,0
#per34,#org50,0
#per34,#org51,0
#per34,#org52,0
#per34,#org53,0
#per34,#org54,0
#per34,#org55,0
#per34,#org56,0
#per34,#org57,0
#per34,#org58,0
#per34,#org59,0
#per34,#org6,0
#per34,#org60,0
#per34,#org61,0
#per34,#org62,0
#per34,#org63,0
#per34,#org64,0
#per34,#org65,0
#per34,#org66,0
#per34,#org7,0
#per34,#org8,0
#per34,#org9,0
#per34,#per100,0
#per34,#per101,0
#per34,#per102,0
#per34,#per103,0
#per34,#per104,0
#per34,#per105,0
#per34,#per106,0
#per34,#per107,0
#per34,#per108,0
#per34,#per109,0
#per34,#per110,0
#per34,#per111,0
#per34,#per112,0
#per34,#per113,0
#per34,#per114,0
#per34,#per115,0
#per34,#per116,0
#per34,#per117,0
#per34,#per118,0
#per34,#per119,0
#per34,#per120,0
#per34,#per121,0
#per34,#per122,0
#per34,#per123,0
#per34,#per124,0
#per34,#per125,0
#per34,#per126,0
#per34,#per127,0
#per34,#per128,0
#per34,#per129,0
#per34,#per130,0
#per34,#per131,0
#per34,#per132,0
#per34,#per133,0
#per34,#per134,0
#per34,#per135,0
#per34,#per136,0
#per34,#per137,0
#per34,#per138,0
#per34,#per139,0
#per34,#per140,0
#per34,#per141,0
#per34,#per142,0
#per34,#per143,0
#per34,#per144,0
#per34,#per145,0
#per34,#per146,0
#per34,#per147,0
#per34,#per148,0
#per34,#per149,0
#per34,#per150,0
#per34,#per151,0
#per34,#per152,0
#per34,#per153,0
#per34,#per154,0
#per34,#per155,0
#per34,#per156,0
#per34,#per157,0
#per34,#per158,0
#per34,#per159,0
#per34,#per160,0
#per34,#per161,0
#per34,#per162,0
#per34,#per163,0
#per34,#per164,0
#per34,#per165,0
#per34,#per166,0
#per34,#per167,0
#per34,#per168,0
#per34,#per169,0
#per34,#per170,0
#per34,#per171,0
#per34,#per172,0
#per34,#per173,0
#per34,#per174,0
#per34,#per175,0
#per34,#per176,0
#per34,#per177,0
