id	string	freq	number_entities	low_string	string_len	type
#pla295	Tebas	4	0	tebas	5	pla
#org184	magistrados	4	0	magistrados	11	org
#pla41	naciones	4	0	naciones	8	pla
#org70	jóvenes	4	0	jóvenes	7	org
#org100	gobernantes	4	0	gobernantes	11	org
#per150	padre	4	0	padre	5	per
#per772	Joiada	4	0	joiada	6	per
#org24	valientes	4	0	valientes	9	org
#org184	jueces	4	0	jueces	6	org
#pla296	Fut	4	0	fut	3	pla
#per603	Abiú	4	0	abiú	4	per
#org19	malhechores	4	0	malhechores	11	org
#per101	Judas	4	0	judas	5	per
#per1	siervo	4	0	siervo	6	per
#org100	grandes	4	0	grandes	7	org
#pla345	Naiot	4	0	naiot	5	pla
#per14	Dios de nuestra salvación	4	0	dios de nuestra salvación	25	per
#per90	Salmón	4	0	salmón	6	per
#org70	pueblo muy terco	4	0	pueblo muy terco	16	org
#org15	Paralítico	4	0	paralítico	10	org
#pla121	Sidim	4	0	sidim	5	pla
#org215	hijos de  Coat	4	0	hijos de  coat	14	org
#per949	rey de  Laquis	4	0	rey de  laquis	14	per
#per6	ramera	4	0	ramera	6	per
#per1011	ceneo	4	0	ceneo	5	per
#org4	varón	4	0	varón	5	org
#pla350	desierto de  Zif	4	0	desierto de  zif	16	pla
#org13	hijos de  Israel	4	0	hijos de  israel	16	org
#wor7	tablas	4	0	tablas	6	wor
#org138	hijos	4	0	hijos	5	org
#per1	raíz	4	0	raíz	4	per
#org70	habitantes de  Jerusalén	4	0	habitantes de  jerusalén	24	org
#org144	mensajero	4	0	mensajero	9	org
#org147	treinta	4	0	treinta	7	org
#per1067	siervo	4	0	siervo	6	per
#org70	solo hombre	4	0	solo hombre	11	org
#per1043	levita	4	0	levita	6	per
#org93	tribu de  Efraín	4	0	tribu de  efraín	16	org
#org3	discípulo	4	0	discípulo	9	org
#org63	hijas de  Canaán	4	0	hijas de  canaán	16	org
#org42	tribu de  Aser	4	0	tribu de  aser	14	org
#per93	nuera	4	0	nuera	5	per
#per1	rey de los  Judíos	4	0	rey de los  judíos	18	per
#per34	hijo de  Simón	4	0	hijo de  simón	14	per
#org24	guardia	4	0	guardia	7	org
#org102	desnudo	4	0	desnudo	7	org
#per1084	Joiacim	4	0	joiacim	7	per
#per640	Beor	4	0	beor	4	per
#org147	tres valientes	4	0	tres valientes	14	org
#org70	trescientos hombres	4	0	trescientos hombres	19	org
#org94	siervos	4	0	siervos	7	org
#org21	ramera	4	0	ramera	6	org
#org144	siervos del  rey	4	0	siervos del  rey	16	org
#pla84	lugar	4	0	lugar	5	pla
#per26	hombre	4	0	hombre	6	per
#per1032	Jotam	4	0	jotam	5	per
#per426	Coat	4	0	coat	4	per
#tim11	fiesta	4	0	fiesta	6	tim
#per1077	Binúi	4	0	binúi	5	per
#per14	Padre de nuestro  Señor   Jesucristo	4	0	padre de nuestro  señor   jesucristo	36	per
#org95	juez	4	0	juez	4	org
#pla30	lugar santo	4	0	lugar santo	11	pla
#per761	Uza	4	0	uza	3	per
#per451	Nacor	4	0	nacor	5	per
#tim20	Abib	4	0	abib	4	tim
#org157	peleteos	4	0	peleteos	8	org
#org21	prostitutas	4	0	prostitutas	11	org
#org46	señor	4	0	señor	5	org
#pla273	Mar Salado	4	0	mar salado	10	pla
#per847	Zofar	4	0	zofar	5	per
#per1	Rey	4	0	rey	3	per
#per149	heteo	4	0	heteo	5	per
#org183	hombres	4	0	hombres	7	org
#per992	hombre	4	0	hombre	6	per
#per710	Ahinoam	4	0	ahinoam	7	per
#per1	justo	4	0	justo	5	per
#per481	joven Samuel	4	0	joven samuel	12	per
#per1	Santo	4	0	santo	5	per
#org70	pueblo de la  tierra	4	0	pueblo de la  tierra	20	org
#per1108	Hilcías	4	0	hilcías	7	per
#pla239	mar	4	0	mar	3	pla
#per638	Balac	4	0	balac	5	per
#org70	pueblo del  país	4	0	pueblo del  país	16	org
#per727	siervo	4	0	siervo	6	per
#org81	Moab	4	0	moab	4	org
#per161	hermana	4	0	hermana	7	per
#per172	hija de  Aná	4	0	hija de  aná	12	per
#per208	Disón	4	0	disón	5	per
#pla493	Quiriat-sefer	4	0	quiriat-sefer	13	pla
#per919	rey de los  amorreos	4	0	rey de los  amorreos	20	per
#per93	mujer	4	0	mujer	5	per
#pla316	tierra	4	0	tierra	6	pla
#per718	hijo de tu  señor	4	0	hijo de tu  señor	17	per
#pla192	Derbe	4	0	derbe	5	pla
#org70 #org17	hijos	4	1	hijos	5	org
#per15	Jeremías	4	0	jeremías	8	per
#pla258	Sin	4	0	sin	3	pla
#per746	Aja	4	0	aja	3	per
#per690	hijo de  Abinoam	4	0	hijo de  abinoam	16	per
#pla395	Maaca	4	0	maaca	5	pla
#pla20	ciudad	4	0	ciudad	6	pla
#per589	Hebrón	4	0	hebrón	6	per
#per186	hermano	4	0	hermano	7	per
#per14	Dios de tu  padre	4	0	dios de tu  padre	17	per
#pla298	Temán	4	0	temán	5	pla
#pla240	isla	4	0	isla	4	pla
#pla500	Dor	4	0	dor	3	pla
#per639	hijo de  Beor	4	0	hijo de  beor	13	per
#org66	ferezeos	4	0	ferezeos	8	org
#org46	hermanos	4	0	hermanos	8	org
#per32	Alfeo	4	0	alfeo	5	per
#org196	rey de  Hai	4	0	rey de  hai	11	org
#org19	león	4	0	león	4	org
#tim2	Día del juicio	4	0	día del juicio	14	tim
#org91	cinco hombres	4	0	cinco hombres	13	org
#org70	oveja	4	0	oveja	5	org
#per106	hermano	4	0	hermano	7	per
#per748	Recab	4	0	recab	5	per
#per14	Dios de los  dioses	4	0	dios de los  dioses	19	per
#org37	hombres	4	0	hombres	7	org
#per791	Jonatán	4	0	jonatán	7	per
#wor1	Ley de  Moisés	4	0	ley de  moisés	14	wor
#wor4	rollo	4	0	rollo	5	wor
#per511	Simón	4	0	simón	5	per
#per17	Espíritu del  Señor	4	0	espíritu del  señor	19	per
#org19	hijos de  Dios	4	0	hijos de  dios	14	org
#org40	rubenitas	4	0	rubenitas	9	org
#pla511	Edrei	4	0	edrei	5	pla
#org19	homicida	4	0	homicida	8	org
#per771	hijo de  Joiada	4	0	hijo de  joiada	15	per
#per35	ángel de  Dios	4	0	ángel de  dios	14	per
#org122	hija	4	0	hija	4	org
#org100	ricos	4	0	ricos	5	org
#per71	Ezequías	4	0	ezequías	8	per
#per504	carga	4	0	carga	5	per
#pla145	Timnat	4	0	timnat	6	pla
#org37	mujeres	4	0	mujeres	7	org
#per1008	madre	4	0	madre	5	per
#per14	nube	4	0	nube	4	per
#per704	edomita	4	0	edomita	7	per
#org44	Manasés	4	0	manasés	7	org
#per1091	Hasub	4	0	hasub	5	per
#org100	hombres	4	0	hombres	7	org
#pla381	Milo	4	0	milo	4	pla
#org19	inicuos	4	0	inicuos	7	org
#org4	ejército del  cielo	4	0	ejército del  cielo	19	org
#per745	hija de  Aja	4	0	hija de  aja	12	per
#pla102	Adma	4	0	adma	4	pla
#per88	Aminadab	4	0	aminadab	8	per
#per70	Acaz	4	0	acaz	4	per
#org80	dos hijas	4	0	dos hijas	9	org
#per1	Dios	4	0	dios	4	per
#pla82	Mesopotamia	4	0	mesopotamia	11	pla
#per945	rey de  Hebrón	4	0	rey de  hebrón	14	per
#per1010	Abinoam	4	0	abinoam	7	per
#per2	siervo	4	0	siervo	6	per
#per918	Cenaz	4	0	cenaz	5	per
#per69	Jotam	4	0	jotam	5	per
#pla198	Galacia	4	0	galacia	7	pla
#per20	maligno	4	0	maligno	7	per
#per991	padre	4	0	padre	5	per
#org80	hijas	4	0	hijas	5	org
#per959	mujer	4	0	mujer	5	per
#per990	hijo	4	0	hijo	4	per
#org24	mensajeros	4	0	mensajeros	10	org
#per653	hija	4	0	hija	4	per
#org86	descendencia	4	0	descendencia	12	org
#per202	Temán	4	0	temán	5	per
#org143	gobernantes	4	0	gobernantes	11	org
#per546	Aristarco	4	0	aristarco	9	per
#org44	familias	4	0	familias	8	org
#pla499	Cineret	4	0	cineret	7	pla
#pla37	pretorio	4	0	pretorio	8	pla
#per950	alto dignatario de la  sinagoga	4	0	alto dignatario de la  sinagoga	31	per
#pla178	Tarso	4	0	tarso	5	pla
#org144	hombres	4	0	hombres	7	org
#org102	hambrientos	4	0	hambrientos	11	org
#per5	siervo	4	0	siervo	6	per
#pla482	Acor	4	0	acor	4	pla
#org0	pueblo de la  tierra	4	0	pueblo de la  tierra	20	org
#per1	pastor	4	0	pastor	6	per
#org227	macho cabrío	4	0	macho cabrío	12	org
#org53	incircuncisos	4	0	incircuncisos	13	org
#pla233	Creta	4	0	creta	5	pla
#per1080	Acub	4	0	acub	4	per
#tim2	día del juicio	4	0	día del juicio	14	tim
#per847	naamatita	4	0	naamatita	9	per
#org18	Bienaventurado	4	0	bienaventurado	14	org
#per25	discípulo	4	0	discípulo	9	per
#pla382	ciudad de  David	4	0	ciudad de  david	16	pla
#org4	ejércitos	4	0	ejércitos	9	org
#org70	hija de  Sión	4	0	hija de  sión	13	org
#per1273	Jeremías	4	0	jeremías	8	per
#org190	hombres	4	0	hombres	7	org
#per14	león	4	0	león	4	per
#org45	Simeón	4	0	simeón	6	org
#org88	casa de su  padre	4	0	casa de su  padre	17	org
#per1073	Imer	4	0	imer	4	per
#per919	rey de  Hesbón	4	0	rey de  hesbón	14	per
#pla510	Astarot	4	0	astarot	7	pla
#per203	Lotán	4	0	lotán	5	per
#pla153	mares	4	0	mares	5	pla
#per14	castillo	4	0	castillo	8	per
#org0	vivos	4	0	vivos	5	org
#org131	siervas	4	0	siervas	7	org
#org24	oficiales	4	0	oficiales	9	org
#per200	Serug	4	0	serug	5	per
#per205	Coré	4	0	coré	4	per
#org48	tribu de  Zabulón	4	0	tribu de  zabulón	17	org
#per1202	Seraías	4	0	seraías	7	per
#per35	Rey	4	0	rey	3	per
#org101	angustiadores	4	0	angustiadores	13	org
#per574	profeta	4	0	profeta	7	per
#org71	horeos	4	0	horeos	6	org
#per1316	Judá	4	0	judá	4	per
#org39	tribu de los  hijos de  Judá	4	0	tribu de los  hijos de  judá	28	org
#org6	espíritu malo de parte de  Dios	4	0	espíritu malo de parte de  dios	31	org
#per714	hijo de  Sarvia	4	0	hijo de  sarvia	15	per
#per903	Cefas	4	0	cefas	5	per
#org24	gente	4	0	gente	5	org
#pla4	territorio de  Israel	4	0	territorio de  israel	21	pla
#per708	hijo de  Jefone	4	0	hijo de  jefone	15	per
#pla2	ciudades de  Judá	4	0	ciudades de  judá	17	pla
#pla101	tierra	4	0	tierra	6	pla
#pla506	arroyo	4	0	arroyo	6	pla
#per943	rey de  Jarmut	4	0	rey de  jarmut	14	per
#pla4	montes de  Israel	4	0	montes de  israel	17	pla
#org118	griego	4	0	griego	6	org
#org70	santos	4	0	santos	6	org
#per14	Dios vivo	4	0	dios vivo	9	per
#per1070	Joiarib	4	0	joiarib	7	per
#org70	hija	4	0	hija	4	org
#org40	tribu de  Rubén	4	0	tribu de  rubén	15	org
#org24	capitanes	4	0	capitanes	9	org
#pla428	Dedán	4	0	dedán	5	pla
#pla732	ciudad	4	0	ciudad	6	pla
#pla5	Judá	4	0	judá	4	pla
#per16	hija	4	0	hija	4	per
#per978	Oseas	4	0	oseas	5	per
#per199	Reu	4	0	reu	3	per
#pla695	Zanoa	4	0	zanoa	5	pla
#per1	primero	4	0	primero	7	per
#per136	hija de  Betuel	4	0	hija de  betuel	15	per
#org25	ancianos del pueblo	4	0	ancianos del pueblo	19	org
#org222	sabios	4	0	sabios	6	org
#org18	gente	4	0	gente	5	org
#per17	Consolador	4	0	consolador	10	per
#per916	hijo de  Cenaz	4	0	hijo de  cenaz	14	per
#pla378	Bahurim	4	0	bahurim	7	pla
#per207	mujer	4	0	mujer	5	per
#pla355	En-gadi	4	0	en-gadi	7	pla
#per522	rey de  Israel	4	0	rey de  israel	14	per
#per915	mujer	4	0	mujer	5	per
#org8	siervos	4	0	siervos	7	org
#per1093	Amarías	4	0	amarías	7	per
#org140	principales de los  filisteos	4	0	principales de los  filisteos	29	org
#per1082	Meremot	4	0	meremot	7	per
#pla126	Parán	4	0	parán	5	pla
#pla116	lugar	3	0	lugar	5	pla
#org100	señor	3	0	señor	5	org
#per496	Amram	3	0	amram	5	per
#org4	Ángel de  Jehová	3	0	ángel de  jehová	16	org
#pla312	Eben-ezer	3	0	eben-ezer	9	pla
#pla77	huerto de Edén	3	0	huerto de edén	14	pla
#per475	Leviatán	3	0	leviatán	8	per
#per1123	Abías	3	0	abías	5	per
#org4	cuatro ángeles	3	0	cuatro ángeles	14	org
#per241	Eva	3	0	eva	3	per
#per30	Dídimo	3	0	dídimo	6	per
#pla4	lugares	3	0	lugares	7	pla
#per1079	Pahat-moab	3	0	pahat-moab	10	per
#pla78	Ur	3	0	ur	2	pla
#per6	mujer	3	0	mujer	5	per
#per663	rey de  Gat	3	0	rey de  gat	11	per
#org80	yernos	3	0	yernos	6	org
#org135	hijos de los  asirios	3	0	hijos de los  asirios	21	org
#per72	primogénito	3	0	primogénito	11	per
#per773	hijo de  Amiel	3	0	hijo de  amiel	14	per
#per1114	Talmón	3	0	talmón	6	per
#org63	varón	3	0	varón	5	org
#per731	hijo de  Gera	3	0	hijo de  gera	13	per
#per14	Roca	3	0	roca	4	per
#per1031	madre	3	0	madre	5	per
#per11	virgen	3	0	virgen	6	per
#org24	centuriones	3	0	centuriones	11	org
#org234	hermanos	3	0	hermanos	8	org
#pla16	lugar	3	0	lugar	5	pla
#per784	hermano de  David	3	0	hermano de  david	17	per
#per1134	Baruc	3	0	baruc	5	per
#per691	caudillo	3	0	caudillo	8	per
#pla392	Lo-debar	3	0	lo-debar	8	pla
#org8	santos profetas	3	0	santos profetas	15	org
#pla256	Mara	3	0	mara	4	pla
#org200	rey	3	0	rey	3	org
#org115	romanos	3	0	romanos	7	org
#per112	Anás	3	0	anás	4	per
#wor9	cartas	3	0	cartas	6	wor
#org103	dios ajeno	3	0	dios ajeno	10	org
#pla494	Cades-barnea	3	0	cades-barnea	12	pla
#per39	hijo	3	0	hijo	4	per
#per131	hijo mayor	3	0	hijo mayor	10	per
#per1	Hijo de  David	3	0	hijo de  david	14	per
#per734	joven	3	0	joven	5	per
#per144 #per158 #per162	hijos de  Noé	3	2	hijos de  noé	13	per
#per1235	Buni	3	0	buni	4	per
#pla352	Haquila	3	0	haquila	7	pla
#org70	seiscientos hombres	3	0	seiscientos hombres	19	org
#pla254	Migdol	3	0	migdol	6	pla
#per1119	Selemías	3	0	selemías	8	per
#org46	casa de tu  padre	3	0	casa de tu  padre	17	org
#per1086	Berequías	3	0	berequías	9	per
#org37	jóvenes	3	0	jóvenes	7	org
#per749	beerotita	3	0	beerotita	9	per
#per654	señor	3	0	señor	5	per
#org194	hermanos	3	0	hermanos	8	org
#org100	nobles	3	0	nobles	6	org
#per42	Augusto	3	0	augusto	7	per
#pla712	Bet-seán	3	0	bet-seán	8	pla
#per74	Josías	3	0	josías	6	per
#org18	templo de  Dios	3	0	templo de  dios	15	org
#org0	ancianos	3	0	ancianos	8	org
#org6	espíritu	3	0	espíritu	8	org
#tim11	fiesta de los Tabernáculos	3	0	fiesta de los tabernáculos	26	tim
#per84	padre	3	0	padre	5	per
#org235	abiezeritas	3	0	abiezeritas	11	org
#org15	mudo	3	0	mudo	4	org
#per1	Omega	3	0	omega	5	per
#per245	adulamita	3	0	adulamita	9	per
#per1105	Urías	3	0	urías	5	per
#org0	familias	3	0	familias	8	org
#pla4	montes	3	0	montes	6	pla
#pla166	Ponto	3	0	ponto	5	pla
#pla213	Italia	3	0	italia	6	pla
#per218	Nebaiot	3	0	nebaiot	7	per
#per496	padre	3	0	padre	5	per
#pla4	Jacob	3	0	jacob	5	pla
#per173	sierva de  Lea	3	0	sierva de  lea	14	per
#wor1	libro de la ley de  Moisés	3	0	libro de la ley de  moisés	26	wor
#per58	mujer	3	0	mujer	5	per
#org131	hijos	3	0	hijos	5	org
#org18	hermana	3	0	hermana	7	org
#pla159	desierto	3	0	desierto	8	pla
#per664	hermano	3	0	hermano	7	per
#org18	íntegro	3	0	íntegro	7	org
#tim9	sábados	3	0	sábados	7	tim
#org217	hijos de  Merari	3	0	hijos de  merari	16	org
#per662	paladín	3	0	paladín	7	per
#tim2	Días	3	0	días	4	tim
#org194	padre	3	0	padre	5	org
#per157 #per173	dos siervas	3	1	dos siervas	11	per
#pla525	Dibón	3	0	dibón	5	pla
#pla115	tierra	3	0	tierra	6	pla
#org194	madre	3	0	madre	5	org
#per570	rey	3	0	rey	3	per
#per499 #per614	hijos	3	1	hijos	5	per
#per670	Penina	3	0	penina	6	per
#pla20	Satanás	3	0	satanás	7	pla
#org166	sabeos	3	0	sabeos	6	org
#per749	Rimón	3	0	rimón	5	per
#per133	rey	3	0	rey	3	per
#pla3	tierra	3	0	tierra	6	pla
#per994	marido	3	0	marido	6	per
#org83	hombres	3	0	hombres	7	org
#org12	siete sacerdotes	3	0	siete sacerdotes	16	org
#org39	familias	3	0	familias	8	org
#org244	rey de los  amonitas	3	0	rey de los  amonitas	20	org
#per219	Disán	3	0	disán	5	per
#per842	Gad	3	0	gad	3	per
#org109	hijos	3	0	hijos	5	org
#org15	leproso	3	0	leproso	7	org
#pla359	Endor	3	0	endor	5	pla
#per1128	Micaía	3	0	micaía	6	per
#per615	hijo de  Uri	3	0	hijo de  uri	12	per
#per47 #per46 #per845	tres hombres	3	2	tres hombres	12	per
#per16	madre	3	0	madre	5	per
#per230	hija de  Potifera	3	0	hija de  potifera	17	per
#org19	hombres	3	0	hombres	7	org
#org0	mortal	3	0	mortal	6	org
#per104	joven	3	0	joven	5	per
#tim1	día	3	0	día	3	tim
#tim6	fiesta de los Panes sin levadura	3	0	fiesta de los panes sin levadura	32	tim
#org132	hijos de  Aarón	3	0	hijos de  aarón	15	org
#pla3	ciudades	3	0	ciudades	8	pla
#org37	hermana	3	0	hermana	7	org
#org109	familia	3	0	familia	7	org
#pla158	Ofir	3	0	ofir	4	pla
#org22	tribus de los  hijos de  Israel	3	0	tribus de los  hijos de  israel	31	org
#per349	Merari	3	0	merari	6	per
#pla4	pueblo	3	0	pueblo	6	pla
#per25	cuerpo	3	0	cuerpo	6	per
#per1166	Maluc	3	0	maluc	5	per
#per26	hijo	3	0	hijo	4	per
#wor1	Ley del  Señor	3	0	ley del  señor	14	wor
#org65	cuadrilleros	3	0	cuadrilleros	12	org
#per604	hijo de  Aarón	3	0	hijo de  aarón	14	per
#org0	pueblos de la  tierra	3	0	pueblos de la  tierra	21	org
#per558	gobernador	3	0	gobernador	10	per
#pla553	Merari	3	0	merari	6	pla
#org146	familia	3	0	familia	7	org
#wor1	libro de la ley de  Dios	3	0	libro de la ley de  dios	24	wor
#pla3	hija de  Sión	3	0	hija de  sión	13	pla
#per982	Gomer	3	0	gomer	5	per
#per14	Dios de mi  señor   Abraham	3	0	dios de mi  señor   abraham	27	per
#pla115	ciudad	3	0	ciudad	6	pla
#pla40	Decápolis	3	0	decápolis	9	pla
#per1	buen pastor	3	0	buen pastor	11	per
#org238	hijos del oriente	3	0	hijos del oriente	17	org
#per87	Aram	3	0	aram	4	per
#pla5	ciudad	3	0	ciudad	6	pla
#tim20	mes de  Abib	3	0	mes de  abib	12	tim
#per131	tierra de  Edom	3	0	tierra de  edom	15	per
#per132	hermano de su  madre	3	0	hermano de su  madre	20	per
#per790	hijo de  Sadoc	3	0	hijo de  sadoc	14	per
#per20	príncipe de este mundo	3	0	príncipe de este mundo	22	per
#pla503	Baal-gad	3	0	baal-gad	8	pla
#org9	herodianos	3	0	herodianos	10	org
#org70	capataces de los  hijos de  Israel	3	0	capataces de los  hijos de  israel	34	org
#pla15	sepulcro	3	0	sepulcro	8	pla
#pla400	Tecoa	3	0	tecoa	5	pla
#per777	padre	3	0	padre	5	per
#pla698	Bet-arabá	3	0	bet-arabá	9	pla
#tim2	día final	3	0	día final	9	tim
#per20	Beelzebul	3	0	beelzebul	9	per
#per1	último	3	0	último	6	per
#pla134	oriente de  Mamre	3	0	oriente de  mamre	17	pla
#per14	Jehová de los  ejércitos	3	0	jehová de los  ejércitos	24	per
#pla215	Acaya	3	0	acaya	5	pla
#per18	hijo	3	0	hijo	4	per
#tim17	Pentecostés	3	0	pentecostés	11	tim
#per230	Asenat	3	0	asenat	6	per
#org21	mujer	3	0	mujer	5	org
#per173	sierva	3	0	sierva	6	per
#org37	iglesia de  Dios	3	0	iglesia de  dios	16	org
#pla799	Ono	3	0	ono	3	pla
#per653	mujer	3	0	mujer	5	per
#per582	mujer	3	0	mujer	5	per
#per209	Zila	3	0	zila	4	per
#org16	vecinos	3	0	vecinos	7	org
#org70	hijos de tu  nación	3	0	hijos de tu  nación	19	org
#pla410	Gaas	3	0	gaas	4	pla
#per222	Ezer	3	0	ezer	4	per
#per14	que está sentado en el trono	3	0	que está sentado en el trono	28	per
#pla321	tierra de  Benjamín	3	0	tierra de  benjamín	19	pla
#per229	Sobal	3	0	sobal	5	per
#per61	José	3	0	josé	4	per
#org100	cuarta bestia	3	0	cuarta bestia	13	org
#pla498	Acsaf	3	0	acsaf	5	pla
#per846 #per847 #per851	amigos	3	2	amigos	6	per
#pla131	Nilo	3	0	nilo	4	pla
#per485	mujer	3	0	mujer	5	per
#per923	ramera	3	0	ramera	6	per
#per1110	Hasum	3	0	hasum	5	per
#pla86	Havila	3	0	havila	6	pla
#tim5	Fiesta	3	0	fiesta	6	tim
#per45	Berequías	3	0	berequías	9	per
#per134	señora	3	0	señora	6	per
#org14	profetas	3	0	profetas	8	org
#per1130	Pasur	3	0	pasur	5	per
#per60	José	3	0	josé	4	per
#pla297	Libia	3	0	libia	5	pla
#org0	mundo entero	3	0	mundo entero	12	org
#org109 #per658 #per700 #per701	hermanos	3	3	hermanos	8	org
#per14	Dios de los ejércitos	3	0	dios de los ejércitos	21	per
#org70	Hermanos	3	0	hermanos	8	org
#per773	Maquir	3	0	maquir	6	per
#org102	débiles	3	0	débiles	7	org
#org144	gente	3	0	gente	5	org
#org147	gente	3	0	gente	5	org
#pla252	Etam	3	0	etam	4	pla
#org53	enemigos	3	0	enemigos	8	org
#per481	hijo	3	0	hijo	4	per
#wor1	libro	3	0	libro	5	wor
#pla61	Tiatira	3	0	tiatira	7	pla
#per1003	mujer de  Heber	3	0	mujer de  heber	15	per
#per132	hermano	3	0	hermano	7	per
#org15	cojo	3	0	cojo	4	org
#pla335	Gabaa de  Benjamín	3	0	gabaa de  benjamín	18	pla
#per605	Itamar	3	0	itamar	6	per
#pla316	Filistea	3	0	filistea	8	pla
#org172	habitantes de  Jerusalén	3	0	habitantes de  jerusalén	24	org
#per849	mujer	3	0	mujer	5	per
#per658	Eliab	3	0	eliab	5	per
#org131	esclavo	3	0	esclavo	7	org
#per1024	hermano	3	0	hermano	7	per
#per522	hijo de  Cis	3	0	hijo de  cis	12	per
#org29	Hermanos	3	0	hermanos	8	org
#org167	hermanos	3	0	hermanos	8	org
#org145	hijos	3	0	hijos	5	org
#org19	perverso	3	0	perverso	8	org
#org19	perversos	3	0	perversos	9	org
#pla160	Salmón	3	0	salmón	6	pla
#org70	doce hombres	3	0	doce hombres	12	org
#org147	tercera parte	3	0	tercera parte	13	org
#per257	Nimrod	3	0	nimrod	6	per
#pla370	Bet-sán	3	0	bet-sán	7	pla
#per715	siervo	3	0	siervo	6	per
#per169	hijo	3	0	hijo	4	per
#wor1	palabra de  Jehová	3	0	palabra de  jehová	18	wor
#per484	Ananías	3	0	ananías	7	per
#org6	espíritu de adivinación	3	0	espíritu de adivinación	23	org
#org47	hijos de  Isacar	3	0	hijos de  isacar	16	org
#org102	oprimidos	3	0	oprimidos	9	org
#pla4	reino de  Israel	3	0	reino de  israel	16	pla
#org19	injustos	3	0	injustos	8	org
#per68	Uzías	3	0	uzías	5	per
#per543	Demetrio	3	0	demetrio	8	per
#pla73	tabernáculo	3	0	tabernáculo	11	pla
#org24	pueblo	3	0	pueblo	6	org
#per35	David en  Hebrón	3	0	david en  hebrón	16	per
#org70	generación venidera	3	0	generación venidera	19	org
#per610	hijo del  sacerdote   Eleazar	3	0	hijo del  sacerdote   eleazar	29	per
#per583	sacerdote de  Madián	3	0	sacerdote de  madián	20	per
#per21	hijo	3	0	hijo	4	per
#wor1	ley de  Moisés	3	0	ley de  moisés	14	wor
#org50	hombre	3	0	hombre	6	org
#per510	Dorcas	3	0	dorcas	6	per
#org65	enemigos	3	0	enemigos	8	org
#tim1	tercer día	3	0	tercer día	10	tim
#pla246	monte de  Esaú	3	0	monte de  esaú	14	pla
#pla325	Gabaa de  Benjamín	3	0	gabaa de  benjamín	18	pla
#per469	Quelión	3	0	quelión	7	per
#per952	mujer	3	0	mujer	5	per
#per324	Cus	3	0	cus	3	per
#pla425	Bet-jesimot	3	0	bet-jesimot	11	pla
#pla706	Samir	3	0	samir	5	pla
#org24	jinete	3	0	jinete	6	org
#per1153	Hatús	3	0	hatús	5	per
#org100	señores	3	0	señores	7	org
#per14	Fuerte de  Jacob	3	0	fuerte de  jacob	16	per
#per35	pastor	3	0	pastor	6	per
#org93	hijos	3	0	hijos	5	org
#org239	pueblo	3	0	pueblo	6	org
#per1125	Rehum	3	0	rehum	5	per
#per166	Ada	3	0	ada	3	per
#per463	mujer	3	0	mujer	5	per
#per235	On	3	0	on	2	per
#org65	gente	3	0	gente	5	org
#pla327	Bezec	3	0	bezec	5	pla
#pla482	valle de  Acor	3	0	valle de  acor	14	pla
#per201	jefe de la cárcel	3	0	jefe de la cárcel	17	per
#per47	padre	3	0	padre	5	per
#per556	joven	3	0	joven	5	per
#per1089	Bigvai	3	0	bigvai	6	per
#pla798	Ofel	3	0	ofel	4	pla
#per217	sacerdote de  On	3	0	sacerdote de  on	16	per
#per481	varón de  Dios	3	0	varón de  dios	14	per
#per617	hijo de  Ahisamac	3	0	hijo de  ahisamac	17	per
#org146	casa de tu  siervo	3	0	casa de tu  siervo	18	org
#per135	hija	3	0	hija	4	per
#org202	gesureos	3	0	gesureos	8	org
#pla209	Berea	3	0	berea	5	pla
#org101	hombre	3	0	hombre	6	org
#per1	Hijo amado	3	0	hijo amado	10	per
#org24	guardas	3	0	guardas	7	org
#pla507	Jaboc	3	0	jaboc	5	pla
#pla176	Sinaí	3	0	sinaí	5	pla
#per1	Rey de  Israel	3	0	rey de  israel	14	per
#per618	Ahisamac	3	0	ahisamac	8	per
#per565	Berenice	3	0	berenice	8	per
#pla5	tierra de  Cam	3	0	tierra de  cam	14	pla
#per477	Simón	3	0	simón	5	per
#org70	tercera parte	3	0	tercera parte	13	org
#pla179	Lida	3	0	lida	4	pla
#tim2	Día	3	0	día	3	tim
#per1088	Artajerjes	3	0	artajerjes	10	per
#per696	Merab	3	0	merab	5	per
#org40	familias de  Rubén	3	0	familias de  rubén	18	org
#per266	Hezrón	3	0	hezrón	6	per
#per215	Gersón	3	0	gersón	6	per
#org12	sacerdotes de  Jehová	3	0	sacerdotes de  jehová	21	org
#per150	padre de  Siquem	3	0	padre de  siquem	16	per
#org168	criados	3	0	criados	7	org
#per1057	hijo de  Berequías	3	0	hijo de  berequías	18	per
#per14	Dios de los cielos	3	0	dios de los cielos	18	per
#pla3	casa de  Jehová	3	0	casa de  jehová	15	pla
#per64	Abías	3	0	abías	5	per
#pla353	desierto de  Maón	3	0	desierto de  maón	17	pla
#per718	hijo de  Jonatán	3	0	hijo de  jonatán	16	per
#pla486	Beerot	3	0	beerot	6	pla
#org132 #per500	sacerdotes	3	1	sacerdotes	10	org
#org50	hermanos	3	0	hermanos	8	org
#pla57	tierra	3	0	tierra	6	pla
#org252	porteros	3	0	porteros	8	org
#per14	Anciano de días	3	0	anciano de días	15	per
#per95	Isaí de  Belén	3	0	isaí de  belén	14	per
#per6	nuera	3	0	nuera	5	per
#per25	otro discípulo	3	0	otro discípulo	14	per
